@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	paWi	3	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,5	-	-	-	-	-	-
2	lakRmaNaH	4	lakRmaNo yawsavyewareNa	lakRmaNa{puM;1;eka}/lakRman{napuM;6;eka}/lakRman{napuM;5;eka}	lakRmaNa{puM;1;eka}	karwA,5	lakRman_se	-	-	-	-	-
3	yaw	-	-	yaw{avya}/yax{sarvanAma;napuM;1;eka}/yax{sarvanAma;napuM;2;eka}	yax{sarvanAma;napuM;2;eka}	karma,5	jo	-	-	-	niwya_sambanXaH,6	-
4	wasyAH	2	wasyAH	wax{sarvanAma;swrI;6;eka}/wax{sarvanAma;swrI;5;eka}	wax{sarvanAma;swrI;5;eka}	apAxAnam,5	usake	-	-	-	Siwa	-
5	jugUha	1	jugUha	guh1{karwari;lit;ma;bahu;parasmEpaxI;guhUz;:BvAxiH}/guh1{karwari;lit;pra;eka;parasmEpaxI;guhUz;:BvAxiH}/guh1{karwari;lit;u;eka;parasmEpaxI;guhUz;:BvAxiH}	guh1{karwari;lit;pra;eka;parasmEpaxI;guhUz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	X_guh1_pp_skyA	-	-	-	-	-
6	waw	6	waxakRNA	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;2;eka}	viSeRaNam,9	vaha	-	-	-	niwya_sambanXaH,3	-
7	guru	8	guru	guru{napuM;1;eka}/guru{napuM;2;eka}	guru{napuM;2;eka}	viSeRaNam,9	BArI	-	-	-	-	-
8	BAvi	9	BAvi	BAvin{napuM;1;eka}/BAvin{napuM;2;eka}	BAvin{napuM;2;eka}	viSeRaNam,9	BAvin	-	-	-	-	-
9	xuHKam	10	xuHKamawyanwalupwapriyaxarSanena	xuHKa{napuM;1;eka}/xuHKa{napuM;2;eka}	xuHKa{napuM;2;eka}	karma,15	xuHKa	-	-	-	-	-
10	awyanwa-lupwa-priya-xarSanena	-	-	awyanwa-luB2{kwa;luBaz;:wuxAxiH}/lup2{kwa;lupLz;:wuxAxiH}/luB1{kwa;luBaz;:xivAxiH-priya-xarSana;puM;3;eka}/xarSana{napuM;3;eka}	awyanwa-lup2{kwa;lupLz;:wuxAxiH}	hewuH,11	-	-	-	sambanXaH	-	-
11	sPurawA	5	sPurawA	sPura{wal;swrI;1;eka}/sPuraw{puM;3;eka(sPur1;Sawq_lat;sPuraz;:wuxAxiH)}/sPuraw{napuM;3;eka(sPur1;Sawq_lat;sPuraz;:wuxAxiH)}	sPuraw{napuM;3;eka(sPur1;Sawq_lat;sPuraz;:wuxAxiH)}	viSeRaNam,13	AcCAxiwa_karawIM_huIM	-	-	-	-	-
12	savya-iwareNa	-	-	Ru3{yaw;RuF;:svAxiH}/RU3{yaw;RU;:wuxAxiH}/Su1{yaw;Su;:BvAxiH}/RU1{yaw;RUf;:axAxiH}/RU2{yaw;RUf;:xivAxiH}/Ru2{yaw;Ru;:axAxiH-iwara;sarvanAma;puM;3;eka}/iwara{sarvanAma;napuM;3;eka}/iwara{puM;3;eka}/iwara{napuM;3;eka}	RU3{yaw;RU;:wuxAxiH}	viSeRaNam,13	-	-	-	-	-	-
13	akRNA	-	-	akRi{napuM;3;eka}	akRi{napuM;3;eka}	karwA,15	AzKa_se	-	-	-	-	-
14	asyE	-	-	asi{swrI;4;eka}/ixam{sarvanAma;swrI;4;eka}/as1{karmaNi;lot;u;eka;AwmanepaxI;asaz;:BvAxiH}/as3{karmaNi;lot;u;eka;AwmanepaxI;asuz;:xivAxiH}	ixam{sarvanAma;swrI;4;eka}	prayojanam,15	isake_liye	-	-	-	-	@Rama
15	AKyAwam	7	AKyAwamasyE	Af_KyA1{karwari;lot;ma;xvi;parasmEpaxI;KyA;:axAxiH}/Af_KyA1{karwari;laf;ma;xvi;parasmEpaxI;KyA;:axAxiH}/AKyAwa{puM;2;eka(KyA1;kwa;KyA;:axAxiH)}/AKyAwa{napuM;1;eka(KyA1;kwa;KyA;:axAxiH)}/AKyAwa{napuM;2;eka(KyA1;kwa;KyA;:axAxiH)}	Af_KyA1{karwari;laf;ma;xvi;parasmEpaxI;KyA;:axAxiH}	aBihiwa_karwA,13;sakarmaka	kahe	-	-	-	-	-
