@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	8	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,12	usane	-	-	-	agnivarNaH	@person
2	praNayinIH	-	-	praNayinI{swrI;2;bahu}	praNayinI{swrI;2;bahu}	karma,3	praNayiniyoM_ko	-	-	-	-	-
3	vaFcayan	7	vaFcayanpraNayinIravApa	vaFcayaw{puM;1;eka(vanc2;Sawq_lat;vancuz;:curAxiH)}	vaFcayaw{puM;1;eka(vanc2;Sawq_lat;vancuz;:curAxiH)}	varwamAnasamAnakAlaH,12	Calawe_hue	-	-	-	-	-
4	afgulI-kisalaya-agra-warjanam	1	afgulIkisalayAgrawarjanaM	afgulI-kisalaya-agra-warjana{napuM;1;eka(afgulI-kisalaya-agra-warj1;lyut;warjaz;:BvAxiH)}/afgulI-kisalaya-agra-warjana{napuM;2;eka(warj1;lyut;warjaz;:BvAxiH)}/afgulI-kisalaya-agra-warjana{napuM;1;eka(warj2;lyut;warjaz;:curAxiH)}/afgulI-kisalaya-agra-warjana{napuM;2;eka(warj2;lyut;warjaz;:curAxiH)}/warjana{puM;2;eka}/warjana{napuM;1;eka}/warjana{napuM;2;eka}	afgulI-kisalaya-agra-warjana{napuM;2;eka}	sup_samucciwaH,10	afgulI-komala_aMkura-Age-XamakAnA	-	-	-	-	-
5	BrU-viBafga-kutilam	2	BrUviBafgakutilaM	BrU-viBafga{puM-kutila;puM;2;eka(BrU-Banj1;GaF;Banjoz;:ruXAxiH)}/kutila{napuM;1;eka}/kutila{napuM;2;eka}	BrU-kutila{napuM;2;eka}	viSeRaNam,6	BrU-teDe	-	-	-	-	-
6	vIkRiwam	4	vIkRiwam	vIkRiwa{puM;2;eka(IkR1;kwa;IkRaz;:BvAxiH)}/vIkRiwa{napuM;1;eka(IkR1;kwa;IkRaz;:BvAxiH)}/vIkRiwa{napuM;2;eka(IkR1;kwa;IkRaz;:BvAxiH)}	vIkRiwa{napuM;2;eka(IkR1;kwa;IkRaz;:BvAxiH)}	sup_samucciwaH,10	xqRti_ko	-	-	-	-	-
7	ca	3	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,10	Ora	-	-	-	-	-
8	asakqw	-	-	asakqw{avya}	asakqw{avya}	kriyAviSeRaNam,10	bAra_bAra	-	-	-	-	-
9	meKalABiH	5	meKalABirasakqcca	meKalA{swrI;3;bahu}	meKalA{swrI;3;bahu}	karaNam,10	meKalAoM_se	-	-	-	-	-
10	banXanam	6	banXanam	banXana{napuM;1;eka}/banXana{napuM;2;eka}/banXana{napuM;1;eka(banX1;lyut;banXaz;:kryAxiH)}/banXana{napuM;2;eka(banX1;lyut;banXaz;:kryAxiH)}	banXana{napuM;2;eka(banX1;lyut;banXaz;:kryAxiH)}	karma,12	bazXanA	-	-	-	-	-
11	ca	-	-	ca{avya}	ca{avya}	sambanXaH,12	BI	-	-	-	-	-
12	avApa	-	-	ava_Ap1{karwari;lit;ma;bahu;parasmEpaxI;ApLz;:svAxiH}/ava_Ap1{karwari;lit;pra;eka;parasmEpaxI;ApLz;:svAxiH}/ava_Ap1{karwari;lit;u;eka;parasmEpaxI;ApLz;:svAxiH}	ava_Ap1{karwari;lit;pra;eka;parasmEpaxI;ApLz;:svAxiH}	aBihiwa_karwA,1;sakarmaka	pAyA	-	-	-	-	-
