@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	1	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,6	usane	-	-	-	-	-
2	mahawIM	3	mahawIM	mahawI{swrI;2;eka}	mahawI{swrI;2;eka}	viSeRaNam,3	bahuwa	-	-	-	-	-
3	senAM	2	senAM	senA{swrI;2;eka}	senA{swrI;2;eka}	karma,4	senA	-	-	-	-	-
4	karRan	4	karRanpUrvasAgaragAminIm	karRaw{puM;1;eka(kqR1;Sawq_lat;kqRaz;:BvAxiH)}	karRaw{puM;1;eka(kqR1;Sawq_lat;kqRaz;:BvAxiH)}	varwamAnasamAnakAlaH,6	kqRikarma_karawA_huA	-	-	-	-	-
5	pUrvasAgara-gAminIM	-	-	pUrvasAgara-gAminI{swrI;2;eka}	pUrvasAgara-gAminI{swrI;2;eka}	viSeRaNam,3	pUrvasAgara-gAminI	-	-	-	-	-
6	baBO	5	baBO	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}/BA1{karwari;lit;u;eka;parasmEpaxI;BA;:axAxiH}	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,1;sakarmaka	BA1_pp_skyA	-	-	-	-	-
7	harajatA-BraRtAM	6	harajatABraRtAM	harajatA-BraRtA{swrI;2;eka(harajatA-Brasj1;kwa;Brasjaz;:wuxAxiH)}	harajatA-BraRtA{swrI;2;eka(harajatA-Brasj1;kwa;Brasjaz;:wuxAxiH)}	viSeRaNam,8	harajatA-BraRtA_nArI	-	-	-	-	-
8	gafgAm	7	gafgAmiva	gafgA{swrI;2;eka}	gafgA{swrI;2;eka}	karma,9	gafgA_ko	-	-	-	-	-
9	(karRan)	-	(-)	karRaw{puM;1;eka(kqR1;Sawq_lat;kqRaz;:BvAxiH)}	karRaw{puM;1;eka(kqR1;Sawq_lat;kqRaz;:BvAxiH)}	viSeRaNam,10	kqRikarma_karawA_huA	-	-	-	-	-
10	BagIraWaH	8	BagIraWaH	BagIraWa{puM;1;eka}	BagIraWa{puM;1;eka}	upamAnam,11	BagIraWa	-	-	-	-	-
11	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,1	jEse	-	-	-	-	-
