@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	mAnava-xeva	-	-	mAnava-xeva{puM;8;eka}/xeva{napuM;8;eka}	mAnava-xeva{puM;8;eka}	samboXyaH,10	mAnava-xeva	-	-	-	-	-
2	rakRaH-Bavana-uRiwAyAH	9	rakRoBavanoRiwAyAH	rakRaH-as2{lyut;asaz;:axAxiH}/rakRaH-uRiwA{swrI;6;eka(BU1;lyut;BU;:BvAxiH-vas1;kwa;vasaz;:BvAxiH)}/rakRaH-uRiwA{swrI;5;eka(vas1;kwa;vasaz;:BvAxiH)}/rakRaH-uRiwA{swrI;6;eka(uR1;kwa;uRaz;:BvAxiH)}/rakRaH-uRiwA{swrI;5;eka(uR1;kwa;uRaz;:BvAxiH)}	rakRaH-as2{lyut;asaz;:axAxiH}	viSeRaNam,3	-	-	-	-	-	-
3	xevyAH	11	xevyAH	xevI{swrI;5;eka}/xevI{swrI;6;eka}/xiv3{karwari;ASIrlif;ma;eka;parasmEpaxI;xivuz;:curAxiH}/xev1{Nijanwa;karwari;ASIrlif;ma;eka;parasmEpaxI;xevqz;:BvAxiH}/xiv2{Nijanwa;karwari;ASIrlif;ma;eka;parasmEpaxI;xivuz;:xivAxiH}/xevya{puM;1;bahu(xiv3;yaw;xivuz;:curAxiH)}/xevyA{swrI;1;bahu(xiv3;yaw;xivuz;:curAxiH)}/xevyA{swrI;2;bahu(xiv3;yaw;xivuz;:curAxiH)}/xevya{puM;1;bahu(xev1;Nyaw;xevqz;:BvAxiH)}/xevyA{swrI;1;bahu(xev1;Nyaw;xevqz;:BvAxiH)}/xevyA{swrI;2;bahu(xev1;Nyaw;xevqz;:BvAxiH)}	xevI{swrI;6;eka}	RaRTIsambanXaH,4	xevI_ke	-	-	-	-	-
4	parigrahAw	10	parigrahAnmAnavaxeva	parigraha{puM;5;eka}/parigraha{puM;5;eka(grah1;GaF;grahaz;:kryAxiH)}	parigraha{puM;5;eka(grah1;GaF;grahaz;:kryAxiH)}	hewuH,10	parigraha_se	-	-	-	-	-
5	anyawra	8	anyawra	anyawra{avya}	anyawra{avya}	xeSAXikaraNam,10	anyawra	-	-	-	-	-
6	wvaxIyam	7	wvaxIyam	wvaxIya{puM;2;eka}	wvaxIya{puM;2;eka}	viSeRaNam,8	wumhAr	-	-	-	-	-
7	sarvaM	4	sarvaM	sarva{sarvanAma;puM;2;eka}/sarva{sarvanAma;napuM;1;eka}/sarva{sarvanAma;napuM;2;eka}	sarva{sarvanAma;puM;2;eka}	viSeRaNam,8	saba	-	-	-	-	-
8	cariwaM	-	-	cariwa{puM;2;eka(car1;kwa;caraz;:BvAxiH)}/cariwa{napuM;1;eka(car1;kwa;caraz;:BvAxiH)}/cariwa{napuM;2;eka(car1;kwa;caraz;:BvAxiH)}	cariwa{napuM;1;eka(car1;kwa;caraz;:BvAxiH)}	karma,10	cariwa	-	-	-	-	-
9	pOrAH	6	pOrAScariwaM	pOra{puM;1;bahu}/pOra{puM;8;bahu}	pOra{puM;1;bahu}	karwA,10	pOreM	-	-	-	-	-
10	swuvanwi	5	swuvanwi	Rwu1{karwari;lat;pra;bahu;parasmEpaxI;RwuF;:axAxiH}/swuvaw{napuM;1;bahu(Rwu1;Sawq_lat;RwuF;:axAxiH)}/swuvaw{napuM;2;bahu(Rwu1;Sawq_lat;RwuF;:axAxiH)}	Rwu1{karwari;lat;pra;bahu;parasmEpaxI;RwuF;:axAxiH}	aBihiwa_karwA,9;sakarmaka	Rwu1_pp_skwIM_hEM	-	-	-	-	-
