index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	सुवर्ण-		सुवर्ण-कारः	सुवर्ण	सुवर्ण	कर्मधारयः,1.2	कर्मधारयः,1.2	CP	सुवर्ण-	सुवर्ण-
1.2	कारः		--	कार{पुं;1;एक}	कार{पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1		
2.1	रजतस्य		रजतस्य	रजत{पुं;6;एक}/रजत{नपुं;6;एक}	रजत{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,1.2	N6	चाँदी_के	चाँदी_के
3.1	बहूनि		बहूनि	बहु{नपुं;1;बहु}/बहु{नपुं;2;बहु}/बहु{नपुं;8;बहु}	बहु{नपुं;2;बहु}	विशेषणम्,4.1	तीव्रतादर्शी,4.1#विशेषणम्,4.1#विशेषणम्,6.1#कर्म,7.1	N2	बहुत	बहुत
4.1	पात्राणि		पात्राणि	पात्र{नपुं;1;बहु}/पात्र{नपुं;2;बहु}/पात्र{नपुं;8;बहु}	पात्र{नपुं;2;बहु}	कर्म,7.1	कर्म,7.1	N2	पात्र	पात्र
5.1	अतीव		अतीव	अतीव{अव्य}	अतीव{अव्य}	तीव्रतादर्शी,6.1	तीव्रतादर्शी,6.1	NA	बहुत	बहुत
6.1	मनोहराणि		मनोहराणि	मनोहर{नपुं;1;बहु}/मनोहर{नपुं;2;बहु}	मनोहर{नपुं;2;बहु}	विधेय_विशेषणम्,4.1	कर्म,7.1;विधेय_विशेषणम्,4.1	N2	मनोहर_को	मनोहर_को
7.1	करोति		करोति	कृ3{कर्तरि;लट्;प्र;एक;परस्मैपदी;तनादिः}	कृ3{कर्तरि;लट्;प्र;एक;परस्मैपदी;तनादिः}	अभिहित_कर्ता,1.2;सकर्मक	-	KP		
8.1	.		.	-	-	-	-	FS	-	-
										
