index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	यत्र		यत्र	यत्र{अव्य}	यत्र{अव्य}	देशाधिकरणम्,3.1	देशाधिकरणम्,3.1	NA	जहां	जहां
2.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	वह	वह
3.1	गच्छति		गच्छति	गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.1	-	KP	जाता_है	जाता_है
4.1	तत्र		तत्र	तत्र{अव्य}	तत्र{अव्य}	देशाधिकरणम्,8.1	देशाधिकरणम्,8.1	NA	वहाँ	वहाँ
5.1	तस्य		तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;नपुं;6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	उसका	उसका
6.1	पुत्रः		पुत्रः	पुत्र{पुं;1;एक}	पुत्र{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1	पुत्र	पुत्र
7.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	भी	भी
8.1	गच्छति		गच्छति	गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,6.1	-	KP	जाता_है	जाता_है
9.1	.		.	-	-	-	-	FS	-	-
										
