index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	कः		कः	किम्{सर्वनाम;पुं;1;एक}	किम्{सर्वनाम;पुं;1;एक}	विधेय_विशेषणम्,3.1	विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,4.1#कर्ता,7.1	N1	कौन	कौन
2.1	ते		ते	तद्{सर्वनाम;पुं;1;बहु}/तद्{सर्वनाम;नपुं;1;द्वि}/तद्{सर्वनाम;नपुं;2;द्वि}/तद्{सर्वनाम;स्त्री;1;द्वि}/तद्{सर्वनाम;स्त्री;2;द्वि}/युष्मद्{सर्वनाम;6;एक}/युष्मद्{सर्वनाम;4;एक}	युष्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,3.1	प्रयोजनम्1,4.1#षष्ठीसम्बन्धः,3.1#मुख्यकर्म,7.1#गौणकर्म,7.1	N6	तुम्हारा	तुम्हारा
3.1	चिकित्सकः		चिकित्सकः	चिकित्सक{पुं;1;एक}	चिकित्सक{पुं;1;एक}	कर्ता,4.1	कर्ता_बे_वेर्ब्स्,4.1#कर्ता,7.1	N1	चिकित्सक	चिकित्सक
4.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	वाक्यकर्म,7.1	वाक्यकर्म,7.1	KP	है	है
5.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,4.1	वाक्यकर्म_द्योतकः,4.1	NA	ऐसा	ऐसा
6.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,7.1	कर्ता,7.1	N1	वह	वह
7.1	वदति		वदति	वद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	वद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,6.1;सकर्मक	-	KP	बोलता_है	बोलता_है
8.1	.		.	-	-	-	-	FS	-	-

