index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	यदा		यदा	यदा{अव्य}	यदा{अव्य}	वीप्सा,2.1	वीप्सा,2.1#नित्य_सम्बन्धः,6.1#कालाधिकरणम्,5.1	NA	जब	जब
2.1	यदा		यदा	यदा{अव्य}	यदा{अव्य}	कालाधिकरणम्,5.1;नित्य_सम्बन्धः,6.1	नित्य_सम्बन्धः,6.1#कालाधिकरणम्,5.1	NA	जब	जब
3.1	धर्मस्य		धर्मस्य	धर्म{पुं;6;एक}	धर्म{पुं;6;एक}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1	N6	धर्म_की	धर्म_की
4.1	ग्लानिः		ग्लानिः	ग्लानि{स्त्री;1;एक}	ग्लानि{स्त्री;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	ग्लानि	ग्लानि
5.1	भवति		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1;सकर्मक	-	KP	होती_है	होती_है
6.1	तदा		तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,9.1	कालाधिकरणम्,9.1#कालाधिकरणम्,5.1	NA	तब	तब
7.1	अहम्		अहम्	अस्मद्{सर्वनाम;1;एक}	अस्मद्{सर्वनाम;1;एक}	कर्ता,9.1	कर्ता,9.1	N1	मैं	मैं
8.1	आत्मानम्		आत्मानम्	आत्मन्{पुं;2;एक}	आत्मन्{पुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	आत्मा	आत्मा
9.1	सृजामि		सृजामि	सृज्2{कर्तरि;लट्;उ;एक;परस्मैपदी;तुदादिः}	सृज्2{कर्तरि;लट्;उ;एक;परस्मैपदी;तुदादिः}	अभिहित_कर्ता,7.1;सकर्मक	-	KP	रचना_करता_हूँ	रचना_करता_हूँ
10.1	.		.	-	-	-	-	FS	-	-
										
