index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active

1.1	सर्वे		सर्वे	सर्व{सर्वनाम;पुं;1;बहु}/सर्व{सर्वनाम;नपुं;1;द्वि}/सर्व{सर्वनाम;नपुं;2;द्वि}/सर्वा{सर्वनाम;स्त्री;1;द्वि}/सर्वा{सर्वनाम;स्त्री;2;द्वि}	सर्व{सर्वनाम;पुं;1;बहु}	विशेषणम्,2.1	कर्म,5.1#कर्म,8.1#विशेषणम्,2.1#कर्ता,5.1	N1	सब	सब
2.1	वेदाः		वेदाः	वेद{पुं;1;बहु}/वेद{पुं;8;बहु}	वेद{पुं;1;बहु}	कर्ता,5.1	कर्ता,5.1#कर्म,8.1	N1	वेद	वेद
3.1	यत्		यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,4.1;नित्य_सम्बन्धः1,6.1	विशेषणम्,8.1#विशेषणम्,6.1#विशेषणम्,4.1#नित्य_सम्बन्धः1,6.1#कर्म,5.1#कर्म,8.1#सम्बन्धः,5.1	N2	जिस	जिस
4.1	पदम्		पदम्	पद्{पुं;2;एक}/पद{नपुं;1;एक}/पद{नपुं;2;एक}	पद{नपुं;2;एक}	कर्म,5.1	कर्म,5.1#कर्म,8.1	N2	पैर_को	पैर_को
5.1	आमनन्ति		आमनन्ति	आङ्_म्ना1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	आङ्_म्ना1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.1;सकर्मक	-	KP	आङ्_म्ना1ते_हैं	आङ्_म्ना1ते_हैं
6.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्म,8.1	विशेषणम्,8.1#विशेषणम्,4.1#विशेषणम्,3.1#कर्म,5.1#कर्म,8.1	N1	उसका	उसका
7.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	ही	ही
8.1	अनुसरणीयम्		अनुसरणीयम्	अनुसरणीय{पुं;2;एक(अनु_सृ1;अनीयर्;भ्वादिः)}/अनुसरणीय{नपुं;1;एक(अनु_सृ1;अनीयर्;भ्वादिः)}/अनुसरणीय{नपुं;2;एक(अनु_सृ1;अनीयर्;भ्वादिः)}/अनुसरणीय{पुं;2;एक(अनु_सृ2;अनीयर्;जुहोत्यादिः)}/अनुसरणीय{नपुं;1;एक(अनु_सृ2;अनीयर्;जुहोत्यादिः)}/अनुसरणीय{नपुं;2;एक(अनु_सृ2;अनीयर्;जुहोत्यादिः)}	अनुसरणीय{नपुं;1;एक(अनु_सृ1;अनीयर्;भ्वादिः)}		-	N1	अनुसरण_करना	अनुसरण_करना
9.1	.		.	-	-	-	-	FS	-	-

