index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	या		या	यद्{सर्वनाम;स्त्री;1;एक}	यद्{सर्वनाम;स्त्री;1;एक}	विशेषणम्,2.1;नित्य_सम्बन्धः,5.1;कर्ता,8.1;कर्ता,4.1	विशेषणम्,5.1#विशेषणम्,2.1#नित्य_सम्बन्धः,5.1#कर्ता,8.1#कर्ता,4.1	N1	जो	जो
2.1	बालिका		बालिका	बालिका{स्त्री;1;एक}	बालिका{स्त्री;1;एक}	कर्ता,4.1	कर्ता,8.1#कर्ता,4.1	N1	बालिका	बालिका
3.1	पाठशालाम्		पाठशालां	पाठशाला{स्त्री;2;एक}	पाठशाला{स्त्री;2;एक}	कर्म,4.1	कर्म,7.1#कर्म,4.1	N2	पाठशाला	पाठशाला
4.1	गच्छति		गच्छति	गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	गम्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.1;सकर्मक	-	KP	जाती_है	जाती_है
5.1	सा		सा	तद्{सर्वनाम;स्त्री;1;एक}	तद्{सर्वनाम;स्त्री;1;एक}	कर्ता,8.1;कर्ता,7.1;कर्ता,4.1	विशेषणम्,2.1#विशेषणम्,1.1#कर्ता,8.1#कर्ता,4.1;कर्ता,7.1	N1	वह	वह
6.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	ही	ही
7.1	पठितुम्		पठितुं	पठ्1{अव्य;तुमुन्;भ्वादिः}	पठ्1{अव्य;तुमुन्;भ्वादिः}	तुमुन्कर्म,8.1	तुमुन्कर्म,8.1#प्रयोजनम्,4.1	NA	पढ	पढ
8.1	शक्नोति		शक्नोति	शक्3{कर्तरि;लट्;प्र;एक;परस्मैपदी;स्वादिः}	शक्3{कर्तरि;लट्;प्र;एक;परस्मैपदी;स्वादिः}	अभिहित_कर्ता,5.1;सकर्मक	-	KP	सकती_है	सकती_है
9.1	.		.	-	-	-	-	FS	-	-
										
