index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	मम		मम	अस्मद्{सर्वनाम;6;एक}	अस्मद्{सर्वनाम;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	मेरा	मेरा
2.1	रक्तम्		रक्तं	रक्त{पुं;2;एक}/रक्त{नपुं;1;एक}/रक्त{नपुं;2;एक}	रक्त{नपुं;1;एक}	विशेषणम्,3.1	विशेषणम्,7.1#विशेषणम्,3.1#कर्म,6.1#कर्ता_बे_वेर्ब्स्,5.1	N1	लाल	लाल
3.1	वस्त्रम्		वस्त्रं	वस्त्र{नपुं;1;एक}/वस्त्र{नपुं;2;एक}	वस्त्र{नपुं;1;एक}	कर्ता,5.1	कर्म,6.1#कर्ता,5.1	N1	वस्त्र	वस्त्र
4.1	कुत्र		कुत्र	कुत्र{अव्य}	कुत्र{अव्य}	देशाधिकरणम्,5.1	देशाधिकरणम्,6.1#देशाधिकरणम्,5.1	NA	कहाँ	कहाँ
5.1	अस्ति		अस्ति	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,3.1	-	KP	है	है
6.1	(त्वम्)			युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,7.1	कर्ता,7.1;कर्ता,4.1	N1	तुम	तुम
7.1	जानासि		जानासि	ज्ञा1{कर्तरि;लट्;म;एक;परस्मैपदी;क्र्यादिः}	ज्ञा1{कर्तरि;लट्;म;एक;परस्मैपदी;क्र्यादिः}		-	KP	जानते_हो	जानते_हो
8.1	किम्		किम्	किम्{अव्य}/किम्{सर्वनाम;नपुं;1;एक}/किम्{सर्वनाम;नपुं;2;एक}	किम्{अव्य}	सम्बन्धः,7.1	सम्बन्धः,6.1#सम्बन्धः,5.1#सम्बन्धः,7.1	NA	किम्_1	किम्_1
9.1	.		.	-	-	-	-	FS	-	-
										
