index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,10.1	सम्बन्धः,6.2;सम्बन्धः,10.1	NA	वहाँ_से	वहाँ_से
2.1	तम्		तं	तद्{सर्वनाम;पुं;2;एक}	तद्{सर्वनाम;पुं;2;एक}	विशेषणम्,4.1	विशेषणम्,9.1#विशेषणम्,8.1#विशेषणम्,4.1#विशेषणम्,3.1#मुख्यकर्म,6.2#कर्म,5.1#गौणकर्म,6.2	N2	उस	उस
3.1	उपकारकम्		उपकारकं	उपकारक{पुं;2;एक(उप_कृ3;ण्वुल्;तनादिः)}/उपकारक{नपुं;1;एक(उप_कृ3;ण्वुल्;तनादिः)}/उपकारक{नपुं;2;एक(उप_कृ3;ण्वुल्;तनादिः)}/उपकारक{पुं;2;एक(उप_कृ2;ण्वुल्;स्वादिः)}/उपकारक{नपुं;1;एक(उप_कृ2;ण्वुल्;स्वादिः)}/उपकारक{नपुं;2;एक(उप_कृ2;ण्वुल्;स्वादिः)}	उपकारक{पुं;2;एक(उप_कृ3;ण्वुल्;तनादिः)}	विशेषणम्,4.1	विशेषणम्,8.1#मुख्यकर्म,6.2#कर्म,5.1#कर्ता,6.2#गौणकर्म,6.2#विशेषणम्,9.1#विशेषणम्,4.1	N2	सहायक	सहायक
4.1	नकुलम्		नकुलं	नकुल{पुं;2;एक}	नकुल{पुं;2;एक}	कर्म,5.1	मुख्यकर्म,6.2#कर्म,5.1#गौणकर्म,6.2	N2	नकुल	नकुल
5.1	निरीक्ष्य		निरीक्ष्य	निर्_ईक्ष्1{अव्य;ल्यप्;भ्वादिः}	निर्_ईक्ष्1{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1#पूर्वकालः,6.2	NA	देख_कर	देख_कर
6.1	भावित-		भावित-चेता	भावित	भावित	समासः,6.2	समासः,6.2	CP	भावित-	भावित-
6.2	चेता		--	चि1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;स्वादिः}/चि1{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;स्वादिः}/चि1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;स्वादिः}/चेतृ{पुं;1;एक(चि1;तृच्;स्वादिः)}/चेता{स्त्री;1;एक(चि1;क्त;स्वादिः)}	चेतृ{पुं;1;एक(चि1;तृच्;स्वादिः)}	विशेषणम्,7.1	विशेषणम्,10.1#विशेषणम्,7.1#गतिकर्ता,10.1	N1	चुनेगा	चुनेगा
7.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,10.1;कर्ता,5.1	विशेषणम्,10.1	N1	उस	उस
8.1	परम्		परं	परम्{अव्य}/पर{सर्वनाम;पुं;2;एक}/पर{सर्वनाम;नपुं;1;एक}/पर{सर्वनाम;नपुं;2;एक}	पर{सर्वनाम;पुं;2;एक}	विशेषणम्,9.1	गतिकर्म,10.1#विशेषणम्,9.1	N2	पर_	पर_
9.1	विषादम्		विषादं	विषाद{पुं;2;एक}	विषाद{पुं;2;एक}	कर्म,10.1	गतिकर्म,10.1	N2	दुःख	दुःख
10.1	गतः		गतः	गत{पुं;1;एक(गम्1;क्त;भ्वादिः)}	गत{पुं;1;एक(गम्1;क्त;भ्वादिः)}		-	N1	गया_हुआ	गया_हुआ
11.1	.		.	-	-	-	-	FS	-	-
