index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	कदली-		कदली-दल-कह्लार-मृणाल-कमल-उत्पलैः	कदली	कदली	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	कदली-	कदली-
1.2	दल-		--	दल	दल	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	दल-	दल-
1.3	कह्लार-		--	कह्लार	कह्लार	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	कह्लार-	कह्लार-
1.4	मृणाल-		--	मृणाल	मृणाल	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	मृणाल-	मृणाल-
1.5	कमल-		--	कमल	कमल	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	कमल-	कमल-
1.6	उत्पलैः		--	उत्पल{नपुं;3;बहु}/उत्पल{पुं;3;बहु}	उत्पल{नपुं;3;बहु}	हेतुः,8.1	विशेषणम्,2.1#हेतुः,8.1	N3		
2.1	कोमलैः		कोमलैः	कोमल{पुं;3;बहु}/कोमल{नपुं;3;बहु}	कोमल{पुं;3;बहु}	विशेषणम्,1.6	हेतुः,10.5#विशेषणम्,1.6	N3	सुकुमारों_से	सुकुमारों_से
3.1	कल्पिते		कल्पिते	कल्पित{नपुं;7;एक}	कल्पित{नपुं;7;एक}	विशेषणम्,4.1	विशेषणम्,8.1#विशेषणम्,4.1	N7		
4.1	तल्पे		तल्पे	तल्प{पुं;7;एक}/तल्प{नपुं;7;एक}	तल्प{पुं;7;एक}	अन्यतरः,8.3	कर्म,10.5#विशेषणम्,8.1#अन्यतरः,8.3	N7	गद्देदार_लम्बी_चौकी_में	गद्देदार_लम्बी_चौकी_में
5.1	हसत्-		हसत्कुसुमपल्लवैः	हसत्-	हसत्-	बहुव्रीहिः,5.3	बहुव्रीहिः,5.3	CP		
5.2	कुसुम-			कुसुम-	कुसुम-	इतरेतर-द्वन्द्वः,5.3	इतरेतर-द्वन्द्वः,5.3	CP		
5.3	पल्लवैः			हसत्कुसुमपल्लव{पुं;3;बहु}	हसत्कुसुमपल्लव{पुं;3;बहु}	समुच्चितः,1.6	समुच्चितः,1.6	N3		
6.1	मध्यन्दिने		मध्यन्दिने	मध्यन्दिन{पुं;7;एक}	मध्यन्दिन{पुं;7;एक}	कालाधिकरणम्,8.1	कालाधिकरणम्,8.1	N7		
7.1	अर्क-		अर्कतापार्तः	अर्क-	अर्क-	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP		
7.2	तापार्तः			अर्कतापार्त{पुं;1;एक}	अर्कतापार्त{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1		
8.1	स्वप्यात्		स्वप्यात्	ष्वप्{कर्तरि;लिङ्;प्र;एक;परस्मैपद;अदादिः}	ष्वप्{कर्तरि;लिङ्;प्र;एक;परस्मैपद;अदादिः}	अभिहित_कर्ता,7.2	अभिहित_कर्ता,7.2	KP		
8.2	धारा-		धारागृहे	धारा-	धारा-	षष्ठी-तत्पुरुषः,8.3	षष्ठी-तत्पुरुषः,8.3	CP		
8.3	गृहे			धारागृह{नपुं;7;एक}	धारागृह{नपुं;7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7		
9.1	अथवा		अथवा	अथवा{अव्य}	अथवा{अव्य}	अन्यतर_द्योतकः,8.3	अन्यतर_द्योतकः,8.3	NA	या	या
10.1	पुस्त-		पुस्त-स्त्री-स्तन-हस्त-आस्य-प्रवृत्त-उशीरवारिणि	पुस्त	पुस्त	कर्मधारयः,10.2	कर्मधारयः,10.2	CP	पुस्त-	पुस्त-
10.2	स्त्री-		--	स्त्री	स्त्री	षष्ठी-तत्पुरुषः,10.5	षष्ठी-तत्पुरुषः,10.5	CP	स्त्री-	स्त्री-
10.3	स्तन-		--	स्तन	स्तन	इतरेतर-द्वन्द्वः,10.5	इतरेतर-द्वन्द्वः,10.5	CP	स्तन-	स्तन-
10.4	हस्त-		--	हस्त	हस्त	इतरेतर-द्वन्द्वः,10.5	इतरेतर-द्वन्द्वः,10.5	CP	हस्त-	हस्त-
10.5	आस्य-		--	आस्य(अस्1;ण्यत्;भ्वादिः)}/आस्य(अस्3{ण्यत्;दिवादिः)}/आस्य(आस्1{ण्यत्;अदादिः)	आस्य(अस्1;ण्यत्;भ्वादिः)	तृतीया-तत्पुरुषः,10.6	तृतीया-तत्पुरुषः,10.6	CP		
10.6	प्रवृत्त-		--	प्रवृत्त	प्रवृत्त	बहुव्रीहिः,10.7	बहुव्रीहिः,10.7	CP	प्रवृत्त-	प्रवृत्त-
10.7	उशीरवारिणि		--	उशीरवारि{नपुं;7;एक}	उशीरवारि{नपुं;7;एक}	अन्यतरः,8.1	अन्यतरः,8.1	N7	-	-
11.3	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.6	समुच्चय_द्योतकः,1.6	NA		
