index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	मूत्रे		मूत्रे	मूत्र{नपुं;1;द्वि}/मूत्र{नपुं;2;द्वि}/मूत्र{नपुं;8;द्वि}/मूत्र{नपुं;7;एक}	मूत्र{नपुं;7;एक}	अधिकरणम्,3.1	अधिकरणम्,3.1	N7	मूत्र	मूत्र
2.1	अल्पम्		अल्पम्	अल्प{पुं;2;एक}/अल्प{नपुं;1;एक}/अल्प{नपुं;2;एक}	अल्प{पुं;2;एक}	घटकः,1.1	विशेषणम्,12.1#विशेषणम्,6.2#विशेषणम्,5.1#क्रियाविशेषणम्,3.1#घटकः,1.1	N2	अल्प_को	अल्प_को
3.1	मूत्रयेत्		मूत्रयेत्	मूत्रय{कर्तरि;लिङ्;प्र;एक;परस्मैपदी;चुरादिः}	मूत्रय{कर्तरि;लिङ्;प्र;एक;परस्मैपदी;चुरादिः}	-	-	KP		
4.1	कृच्छ्रात्		कृच्छ्रात्	कृच्छ्र{पुं;5;एक}/कृच्छ्र{नपुं;5;एक}	कृच्छ्र{पुं;5;एक}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,3.1	N5	कृच्छ्र_से	कृच्छ्र_से
5.1	विवर्णम्		विवर्णम्	विवर्ण{पुं;2;एक}/विवर्ण{नपुं;1;एक}/विवर्ण{नपुं;2;एक}	विवर्ण{पुं;2;एक}	घटकः,1.1	विशेषणम्,6.2#घटकः,1.1	N2	बिना_रंग_के_को	बिना_रंग_के_को
6.1	स-		स-अस्रम्	स	स	अव्ययीभावः,6.2	अव्ययीभावः,6.2	CP	स-	स-
6.2	अस्रम्		--	अस्र{पुं;2;एक}/अस्र{नपुं;1;एक}/अस्र{नपुं;2;एक}	अस्र{पुं;2;एक}	घटकः,1.1	कर्म,3.1#घटकः,1.1	N2	अस्र_को	अस्र_को
7.1	एव		एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,6.2	सम्बन्धः,6.2	NA	ही	ही
8.1	वा		वा	वा{अव्य}	वा{अव्य}	सम्बन्धः,6.2	सम्बन्धः,6.2	NA	वा	वा
9.1	स्वेदे		स्वेदे	स्वेद{पुं;7;एक}	स्वेद{पुं;7;एक}	अधिकरणम्,13.2	अधिकरणम्,13.2	N7	पसीने_में	पसीने_में
10.1	रोम-		रोम-च्युतिः	रोमन्	रोमन्	षष्ठी-तत्पुरुषः,10.2	षष्ठी-तत्पुरुषः,10.2	CP	रोम-	रोम-
10.2	च्युतिः		--	च्युति{स्त्री;1;एक}/च्युति{पुं;1;एक}	च्युति{स्त्री;1;एक}	घटकः,9.1	समुच्चितः,12.1#घटकः,9.1	N1	च्युति	च्युति
11.1	स्तब्ध-		स्तब्ध-रोमता	स्तब्ध	स्तब्ध	षष्ठी-तत्पुरुषः,11.2	षष्ठी-तत्पुरुषः,11.2	CP	स्तब्ध-	स्तब्ध-
11.2	रोमता		--	रोमन्{तल्;स्त्री;1;एक}	रोमन्{तल्;स्त्री;1;एक}	घटकः,9.1	समुच्चितः,12.1#घटकः,9.1	N1	रोमन्	रोमन्
12.1	स्फुटनम्		स्फुटनम्	स्फुटन{नपुं;1;एक}/स्फुटन{नपुं;2;एक}	स्फुटन{नपुं;1;एक}	घटकः,9.1	कर्ता,13.2#घटकः,9.1	N1	स्फुटन	स्फुटन
13.1	त्वचः		त्वचः	त्वच्{स्त्री;1;बहु}/त्वच्{स्त्री;2;बहु}/त्वच्{स्त्री;5;एक}/त्वच्{स्त्री;6;एक}/त्वच्{स्त्री;8;बहु}	त्वच्{स्त्री;6;एक}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,12.1#षष्ठीसम्बन्धः,10.2#षष्ठीसम्बन्धः,9.1#षष्ठीसम्बन्धः,6.2#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.1	N6	त्वचा	त्वचा
13.2	(भवति)		(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,12.1	अभिहित_कर्ता,12.1	KP		
13.3	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1	NA		
										
