index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	श्लेष्मणा	2.1	श्लेष्मणा	श्लेष्मन्{पुं;3;एक}/श्लेष्मन्{नपुं;3;एक}	श्लेष्मन्{पुं;3;एक}	कर्ता,2.1	हेतुः,4.1#हेतुः,2.1#कर्ता,2.1	N3	कफ_से	कफ_से
2.1	अनुगता	3.1	अनुगता	अनुग{तल्;स्त्री;1;एक}/अनुगता{स्त्री;1;एक(अनु_गम्1;क्त;भ्वादिः)}	अनुगता{स्त्री;1;एक(अनु_गम्1;क्त;भ्वादिः)}	विधेय_विशेषणम्,9.1	विधेय_विशेषणम्,9.1	N1	अनुग	अनुग
3.1	तस्मात्	5.1	तस्मात्	तद्{सर्वनाम;पुं;5;एक}/तद्{सर्वनाम;नपुं;5;एक}	तद्{सर्वनाम;पुं;5;एक}	विशेषणम्,5.2	विशेषणम्,5.2#हेतुः,12.1	N5	उससे	उससे
4.1	संक्षयः	7.1	संक्षयः	सङ्क्षय{पुं;1;एक(सम्_क्षि3;घञ्;तुदादिः)}/सङ्क्षय{पुं;1;एक(सम्_क्षि1;घञ्;भ्वादिः)}	सङ्क्षय{पुं;1;एक(सम्_क्षि3;घञ्;तुदादिः)}	कर्ता,10.1	कर्म,7.1#कर्ता,10.1	N1		
5.1	तत्-	6.1	तत्-विपर्ययात्	तत्	तत्	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	तत्-	तत्-
5.2	विपर्ययात्	6.2	--	विपर्यय{पुं;5;एक}/विपर्यय{नपुं;5;एक}	विपर्यय{पुं;5;एक}	हेतुः,10.1	विशेषणम्,8.1#सुप्_समुच्चितः,8.1#हेतुः,7.1#हेतुः,10.1	N5	विपरीत_से	विपरीत_से
6.1	वायुना	8.1	वायुना	वायु{पुं;3;एक}	वायु{पुं;3;एक}	कर्ता,7.1	कर्ता,7.1	N3	हवा_से	हवा_से
7.1	अनुगतः	9.1	अनुगतो	अनुगत{पुं;1;एक(अनु_गम्1;क्त;भ्वादिः)}	अनुगत{पुं;1;एक(अनु_गम्1;क्त;भ्वादिः)}	विधेय_विशेषणम्,4.1	क्रियाविशेषणम्,11.1#कर्ता,10.1#विधेय_विशेषणम्,4.1	N1		
8.1	(भवति)	4.1	(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
9.1	(वृद्धिः)	1.1	(वृद्धिः)	वृद्धि{स्त्री;1;एक(वृध्;क्तिन्)}	वृद्धि{स्त्री;1;एक(वृध्;क्तिन्)}	कर्ता,8.1	विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1	N1	वृद्धि	वृद्धि
10.1	(भवति)	10.1	(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
11.1	.	11.1	.	-	-	-	-	FS	-	-
