index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	स-		सतुषारेण	स-	स-	अव्ययीभावः,1.2	अव्ययीभावः,1.2	CP		
1.2	तुषारेण			तुषार{पुं;3;एक}	तुषार{पुं;3;एक}	सहार्थः,10.1	सहार्थः,10.1	N3		
2.1	मरुता		मरुता	मरुत्{पुं;3;एक}	मरुत्{पुं;3;एक}	सहार्थः,10.1	सहार्थः,10.1#सुप्_समुच्चितः,8.1#सुप्_समुच्चितः,4.1#सहार्थः,11.1#हेतुः,11.1	N3	हवा_के	हवा_के
3.1	सह		सह	सह{अव्य}	सह{अव्य}	सहार्थ_द्योतकः,10.1	सहार्थ_द्योतकः,10.1	NA	साथ	साथ
4.1	शीतलेन		शीतलेन	शीतल{पुं;3;एक}/शीतल{नपुं;3;एक}	शीतल{पुं;3;एक}	विशेषणम्,2.1	विशेषणम्,2.1#विशेषणम्,10.1#विशेषणम्,8.1#सुप्_समुच्चितः,8.1#सहार्थः,11.1#हेतुः,11.1	N3	शीतल_से	शीतल_से
5.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,4.1	समुच्चय_द्योतकः,10.1#सम्बन्धः,4.1	NA	च2	च2
6.1	भू-		भूबाष्पेण	भू-	भू-	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP		
6.2	बाष्पेण			भूबाष्प{नपुं;3;एक}	भूबाष्प{नपुं;3;एक}	सहार्थः,10.1	सहार्थः,10.1	N3		
7.1	अम्लपाकेन		अम्लपाकेन	अम्लपाक{नपुं;3;एक}	अम्लपाक{नपुं;3;एक}	सहार्थः,10.1	सहार्थः,10.1	N3		
8.1	मलिनेन		मलिनेन	मलिन{पुं;3;एक}/मलिन{नपुं;3;एक}	मलिन{पुं;3;एक}	विशेषणम्,10.1	सहार्थः,11.1#हेतुः,11.1#विशेषणम्,10.1	N3	मलिन_से	मलिन_से
9.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,8.1	सुप्_समुच्चय_द्योतकः,8.1#सम्बन्धः,8.1	NA	च2	च2
10.1	वारिणा		वारिणा	वारि{नपुं;3;एक}	वारि{नपुं;3;एक}	हेतुः,11.1	सहार्थः,11.1#हेतुः,11.1#करणम्,11.1	N3	जल_से	जल_से
11.1	सीदति		सीदति	षद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	षद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	जाता_है	जाता_है
