index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	तुषार-		तुषार-क्षार-सौहित्य-दधि-तैल-वस-आतपान्	तुषार	तुषार	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	तुषार-	तुषार-
1.2	क्षार-		--	क्षार	क्षार	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	क्षार-	क्षार-
1.3	सौहित्य-		--	सौहित्य	सौहित्य	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	सौहित्य-	सौहित्य-
1.4	दधि-		--	दधि	दधि	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	दधि-	दधि-
1.5	तैल-		--	तैल	तैल	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	तैल-	तैल-
1.6	वस-		--	-वस	-वस	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	वस-	वस-
1.7	आतपान्		--	आतप{पुं;2;बहु}	आतप{पुं;2;बहु}	कर्म,3.1	विशेषणम्,2.5#कर्म,3.1	N2	गर्मी	गर्मी
2.1	ताक्ष्ण-		ताक्ष्ण-मद्य-दिवा-स्वप्न-पुरोवातान्	ताक्ष्ण	ताक्ष्ण	इतरेतर-द्वन्द्वः,2.5	इतरेतर-द्वन्द्वः,2.5	CP	ताक्ष्ण-	ताक्ष्ण-
2.2	मद्य-		--	मद्य	मद्य	इतरेतर-द्वन्द्वः,2.5	इतरेतर-द्वन्द्वः,2.5	CP	मद्य-	मद्य-
2.3	दिवा-		--	-दिवा	-दिवा	इतरेतर-द्वन्द्वः,2.5	इतरेतर-द्वन्द्वः,2.5	CP	दिवा-	दिवा-
2.4	स्वप्न-		--	स्वप्न	स्वप्न	इतरेतर-द्वन्द्वः,2.5	इतरेतर-द्वन्द्वः,2.5	CP	स्वप्न-	स्वप्न-
2.5	पुरोवातान्		--	पुरोवात{पुं;2;बहु}	पुरोवात{पुं;2;बहु}	समुच्चितः,1.7	समुच्चितः,1.7	N2	पुरोवातों_को	पुरोवातों_को
3.1	परित्यजेत्		परित्यजेत्	परि_त्यज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	परि_त्यज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	छोडे	छोडे
4.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.7	समुच्चय_द्योतकः,1.7	NA		
