index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	हिङ्गु-		हिङ्गु-	हिङ्गु-	हिङ्गु-	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	हिङ्गु-	हिङ्गु-
1.2	सौवर्च-		सौवर्च-	सौवर्च-	सौवर्च-	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	सौवर्च-	सौवर्च-
1.3	लाजा-		लाजा-	लाजा-	लाजा-	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	लाजा-	लाजा-
1.4	आजीयवानी-		आजीयवानी-	आजीयवानी-	आजीयवानी-	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	आजीयवानी-	आजीयवानी-
1.5	धान्य-		धान्य-	धान्य-	धान्य-	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	धान्य-	धान्य-
1.6	चित्रकाः		चित्रकाः	चित्रक{पुं;8;बहु}/चित्रक{पुं;1;बहु}/चित्रका{स्त्री;8;बहु}/चित्रका{स्त्री;1;बहु}/चित्रका{स्त्री;2;बहु}	चित्रका{स्त्री;1;बहु}	विधेयविशेषणम्,5.1	विधेयविशेषणम्,5.1	N1		
2.1	(निहन्ति)		(निहन्ति)	नि_हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	नि_हन्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,2.1	अभिहित_कर्ता,2.1	KP	समूल_नष्ट_करता_है	समूल_नष्ट_करता_है
3.1	(रोगान्)		(रोगान्)	रोग{पुं;2;बहु}	रोग{पुं;2;बहु}	कर्म,2.1	कर्म,2.1	N2	वह	वह
4.1	(एषाम्)		(एषाम्)	इदम्{पुं;6;बहु}/इदम्{पुं;6;बहु}	इदम्{पुं;6;बहु}	षष्ठी-तत्पुरुषः,5.1	षष्ठी-तत्पुरुषः,5.1	N6	-	-
5.1	(पीतम्)		(पीतम्)	पीत{नपुं;1;एक}	पीत{नपुं;1;एक}	कर्ता,2.1	कर्ता,2.1	N1		
										
