index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	मस्तु		मस्तु	मस्तु{नपुं;1;एक}/मस्तु{नपुं;2;एक}/मस्तु{नपुं;8;एक}	मस्तु{नपुं;2;एक}	समुच्चितः,9.1	समुच्चितः,9.1	N2	छाछ	छाछ
2.1	सौवर्चलाढ्यम्		सौवर्चलाढ्यम्	सौवर्चलाढ्य{नपुं;2;एक]	सौवर्चलाढ्य{नपुं;2;एक]	समुच्चितः,9.1	समुच्चितः,9.1	N2		
3.1	वा		वा	वा{अव्य}	वा{अव्य}	समुच्चय_द्योतकः,9.1	समुच्चय_द्योतकः,9.1	NA	वा	वा
4.1	पञ्च-		पञ्चकोलावचूर्णितम्	पञ्च-	पञ्च-	समाहार_द्विगुः,4.2	समाहार_द्विगुः,4.2	CP		
4.2	कोल-			कोल-	कोल-	कर्मधारयः,4.3	कर्मधारयः,4.3	CP		
4.3	अवचूर्णितम्			पञ्चकोलावचूर्णित{नपुं;2;एक}	पञ्चकोलावचूर्णित{नपुं;2;एक}	समुच्चितः,9.1	समुच्चितः,9.1	N2		
5.1	दिव्यम्		दिव्यम्	दिव्य{पुं;2;एक}/दिव्य{नपुं;1;एक}/दिव्य{नपुं;2;एक}	दिव्य{पुं;2;एक}	समुच्चितः,9.1	विशेषणम्,9.1#विशेषणम्,6.1#समुच्चितः,9.1	N2	दिव्य_को	दिव्य_को
6.1	कौपम्		कौपम्	कौप{पुं;2;एक}/कौप{नपुं;1;एक}/कौप{नपुं;2;एक}	कौप{पुं;2;एक}	समुच्चितः,9.1	समुच्चितः,9.1	N2	कौप_को	कौप_को
7.1	शृतम्		शृतम्	शृत{नपुं;2;एक}	शृत{नपुं;2;एक}	समुच्चितः,9.1	समुच्चितः,9.1	N2		
8.1	चाम्भः		चाम्भो	चाम्भस्{नपुं;2;एक}	चाम्भस्{नपुं;2;एक}	समुच्चितः,9.1	समुच्चितः,9.1	N2		
9.1	भोजनम्		भोजनम्	भोजन{नपुं;1;एक}/भोजन{नपुं;2;एक}	भोजन{नपुं;2;एक}	कर्म,15.1	कर्म,15.1#कर्ता,15.1	N2	भोजन	भोजन
10.1	तु		तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	तो	तो
11.1	अतिदुर्दिने		अतिदुर्दिने	अतिदुर्दिन{नपुं;7;एक}	अतिदुर्दिन{नपुं;7;एक}	कालाधिकरणम्,15.1	कालाधिकरणम्,15.1	N7		
12.1	व्यक्ताम्लललवणस्नेहम्		व्यक्ताम्लललवणस्नेहम्	व्यक्ताम्लललवणस्नेह{नपुं;2;एक}	व्यक्ताम्लललवणस्नेह{नपुं;2;एक}	समुच्चितः,9.1	समुच्चितः,9.1	N2		
13.1	संशुष्कम्		संशुष्कम्	संशुष्क{नपुं;2;एक}	संशुष्क{नपुं;2;एक}	समुच्चितः,9.1	समुच्चितः,9.1	N2		
14.1	क्षौद्रवल्लघु		क्षौद्रवल्लघु	क्षौद्रवत्{नपुं;2;एक}	क्षौद्रवत्{नपुं;2;एक}	विधेयविशेषणम्,9.1	विधेयविशेषणम्,9.1	N2		
14.2	लघु		लघु	लघु{नपुं;2;एक}	लघु{नपुं;2;एक}	विधेयविशेषणम्,9.1	विधेयविशेषणम्,9.1	N2		
15.1	(भजेत्)		(भजेत्)	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	भजे	भजे
