index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	सुगन्धि-		सुगन्धि-हिम-पानीय-सिच्यमान-पटालिके	सुगन्धि	सुगन्धि	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	सुगन्धि-	सुगन्धि-
1.2	हिम-		--	हिम	हिम	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	हिम-	हिम-
1.3	पानीय-		--	पानीय-	पानीय-	तृतीया-तत्पुरुषः,1.4	तृतीया-तत्पुरुषः,1.4	CP		
1.4	सिच्यमान-		--	सिच्यमान-	सिच्यमान-	बहुव्रीहिः,1.6	बहुव्रीहिः,1.6	CP		
1.5	पट-		पटालिके	पट-	पट-	षष्ठी-तत्पुरुषः,1.6	षष्ठी-तत्पुरुषः,1.6	CP	-	-
1.6	आलिके			पटालिक{पुं;7;एक}	पटालिक{पुं;7;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N7		
2.1	कायमाने		कायमाने	कायमान{पुं;7;1}	कायमान{पुं;7;1}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	-	-
3.1	चिते		चिते	चित्{स्त्री;4;एक}/चिता{स्त्री;8;एक}/चिति{स्त्री;8;एक}/चित{नपुं;7;एक}	चित{नपुं;7;एक}	भावलक्षणसप्तमी,6.1	भावलक्षणसप्तमी,6.1	N7	चित्_को	चित्_को
4.1	चूत-		चूत-प्रवाल-फल-लुम्बिभिः	चूत	चूत	षष्ठी-तत्पुरुषः,4.4	षष्ठी-तत्पुरुषः,4.4	CP	चूत-	चूत-
4.2	प्रवाल-		--	प्रवाल	प्रवाल	इतरेतर-द्वन्द्वः,4.4	इतरेतर-द्वन्द्वः,4.4	CP	प्रवाल-	प्रवाल-
4.3	फल-		--	फल	फल	षष्ठी-तत्पुरुषः,4.4	षष्ठी-तत्पुरुषः,4.4	CP	फल-	फल-
4.4	लुम्बिभिः		--	लुम्बि{पुं;3;एक}	लुम्बि{पुं;3;एक}	हेतुः,3.1	हेतुः,3.1	N3	-	-
5.1	(निद्राम्)		(निद्राम्)	निद्रा{स्त्री;2;एक}	निद्रा{स्त्री;2;एक}	कर्म,6.1	कर्म,6.1	N2	निद्रा_को	निद्रा_को
6.1	(विधत्ते)		(विधत्ते)	धाञ्{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	धाञ्{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	-	-	KP	-	-
