index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	भवति		भवति	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.2	अभिहित_कर्ता,2.2	KP	होता_है	होता_है
2.1	अल्प-		अल्प-इन्धनः	अल्प	अल्प	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	अल्प-	अल्प-
2.2	इन्धनः		--	इन्धन{पुं;1;एक}	इन्धन{पुं;1;एक}	कर्ता,1.1	विशेषणम्,4.1#कर्ता,5.1#कर्ता,1.1	N1		
3.1	धातून्		धातून्	धातु{पुं;2;बहु}	धातु{पुं;2;बहु}	कर्म,5.1	मुख्यकर्म,5.1#गौणकर्म,5.1#कर्म,5.1	N2	धातुओं_को	धातुओं_को
4.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,5.1	कर्ता,11.1#कर्ता,5.1	N1	वह	वह
5.1	पचेत्		पचेत्	पच्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	पच्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,4.1	अभिहित_कर्ता,4.1	KP	पकाये	पकाये
6.1	वायुना		वायुना	वायु{पुं;3;एक}	वायु{पुं;3;एक}	करणम्,7.1	करणम्,11.1#हेतुः,11.1#करणम्,7.1	N3	हवा_से	हवा_से
7.1	इरितः		इरितः	-	-	विशेषणम्,2.2	विशेषणम्,2.2	N1		
8.1	अतः		अतः	अतः{अव्य}	अतः{अव्य}	कार्य_द्योतकः,11.1	कार्य_द्योतकः,11.1	NA	अतः	अतः
9.1	हिमे		हिमे	हिम{नपुं;7;एक}	हिम{नपुं;7;एक}	अधिकरणम्,11.1	अधिकरणम्,11.1	N7	वर्फ_में	वर्फ_में
10.1	अस्मिन्		अस्मिन्	इदम्{सर्वनाम;पुं;7;एक}/इदम्{सर्वनाम;नपुं;7;एक}	इदम्{सर्वनाम;पुं;7;एक}	विशेषणम्,9.1	अधिकरणम्,11.1# विशेषणम्,9.1	N7	इसमें	इसमें
11.1	सेवेत		सेवेत	सेव्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः}	सेव्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भ्वादिः}	-	-	KP	सेवा_करे	सेवा_करे
12.1	स्वादु-		स्वादु-अम्ल-लवणान्	स्वादु	स्वादु	कर्मधारयः,12.3	कर्मधारयः,12.3	CP	स्वादु-	स्वादु-
12.2	अम्ल-		--	अम्ल	अम्ल	इतरेतर-द्वन्द्वः,12.3	इतरेतर-द्वन्द्वः,12.3	CP	अम्ल-	अम्ल-
12.3	लवणान्		--	लवण{पुं;2;बहु}	लवण{पुं;2;बहु}	विशेषणम्,13.1	विशेषणम्,13.1	N2	नमक_को	नमक_को
13.1	रसान्		रसान्	रस{पुं;2;बहु}	रस{पुं;2;बहु}	कर्म,11.1	कर्म,11.1	N2	रस_को	रस_को
