index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	सौम्य-		सौम्य-नस्य-कृतः	सौम्य	सौम्य	इतरेतर-द्वन्द्वः,1.2	इतरेतर-द्वन्द्वः,1.2	CP	सौम्य-	सौम्य-
1.2	नस्य-		--	नस्य	नस्य	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP	नस्य-	नस्य-
1.3	कृतः		--	कृत्{पुं;8;बहु}/कृत{पुं;1;एक(कृ2;क्त;स्वादिः)}/कृत{पुं;1;एक(कृ3;क्त;तनादिः)}	कृत{पुं;1;एक(कृ2;क्त;स्वादिः)}	कर्ता,5.1	विशेषणम्,4.1#कर्ता,5.1	N1	निर्मित	निर्मित
2.1	हृद्यान्		हृद्यान्	हृद्य{पुं;2;बहु}	हृद्य{पुं;2;बहु}	समुच्चितः,6.6	समुच्चितः,6.6	N2	हृद्यों_को	हृद्यों_को
3.1	वयस्यैः		वयस्यैः	वयस्य{पुं;3;बहु}/वयस्य{नपुं;3;बहु}	वयस्य{पुं;3;बहु}	सहार्थः,5.1	सहार्थः,5.1#सहार्थः,1.3#करणम्,5.1#हेतुः,5.1	N3	मित्रों_से	मित्रों_से
4.1	सहितः		सहितः	सहित{पुं;1;एक}/सहितृ{पुं;8;एक}/सहितृ{नपुं;8;एक}	सहित{पुं;1;एक}	सहार्थ_द्योतकः,3.1	सहार्थ_द्योतकः,3.1#सम्बन्ध_उप,5.1#कर्ता,5.1	N1	साथ	साथ
5.1	पिबेत्		पिबेत्	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,1.3;सकर्मक	-	KP	पिये	पिये
6.1	निर्गदान्		निर्गदान्-आसव-अरिष्ट-सीधु-मार्द्वीक-माधवान्	निर्गद{पुं;2;बहु}	निर्गद{पुं;2;बहु}	समुच्चितः,6.6	समुच्चितः,6.6	N2	निर्गदान्-	निर्गदान्-
6.2	आसव-		--	आसव	आसव	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	आसव-	आसव-
6.3	अरिष्ट-		--	अरिष्ट	अरिष्ट	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	अरिष्ट-	अरिष्ट-
6.4	सीधु-		--	सीधु	सीधु	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	सीधु-	सीधु-
6.5	मार्द्वीक-		--	मार्द्वीक	मार्द्वीक	इतरेतर-द्वन्द्वः,6.6	इतरेतर-द्वन्द्वः,6.6	CP	मार्द्वीक-	मार्द्वीक-
6.6	माधवान्		--	माधव{पुं;2;बहु}	माधव{पुं;2;बहु}	कर्म,5.1	कर्म,5.1	N2	माधवों_को	माधवों_को
7.1	शृङ्गबेराम्बु		शृङ्गबेराम्बु	-	-	समुच्चितः,6.6	समुच्चितः,6.6	N2		
8.1	साराम्बु		साराम्बु	-	-	समुच्चितः,6.6	समुच्चितः,6.6	N2		
9.1	मध्वम्बु		मध्वम्बु	-	-	समुच्चितः,6.6	समुच्चितः,6.6	N2		
10.1	जलदाम्बु		जलदाम्बु	-	-	समुच्चितः,6.6	समुच्चितः,6.6	N2		
11.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.6	समुच्चय_द्योतकः,6.6	NA	और	और
