index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	स्निग्धम्	1.1	स्निग्धम्	स्निग्ध{पुं;2;एक}/स्निग्ध{पुं;2;एक(ष्निह्1;क्त;दिवादिः)}/स्निग्ध{नपुं;1;एक(ष्निह्1;क्त;दिवादिः)}/स्निग्ध{नपुं;2;एक(ष्निह्1;क्त;दिवादिः)}	स्निग्ध{नपुं;1;एक(ष्निह्1;क्त;दिवादिः)}	समुच्चितः,4.3	समुच्चितः,4.3	N1	स्नेही_को	स्नेही_को
2.1	सोमात्मकम्	2.1	सोमात्मकम्	सोमात्मक{नपुं;1;एक}	सोमात्मक{नपुं;1;एक}	समुच्चितः,4.3	समुच्चितः,4.3	N1		
3.1	शुद्धम्	3.1	शुद्धम्	शुद्ध{पुं;2;एक}/शुद्ध{नपुं;1;एक}/शुद्ध{नपुं;2;एक}	शुद्ध{पुं;1;एक}	समुच्चितः,4.3	समुच्चितः,4.3	N1	शुद्ध_को	शुद्ध_को
4.1	ईषत्-	4.1	ईषत्-लोहित-पीतकम्	ईषत्	ईषत्	कर्मधारयः,4.2	कर्मधारयः,4.2	CP	ईषत्-	ईषत्-
4.2	लोहित-	4.2	--	लोहित	लोहित	इतरेतर-द्वन्द्वः,4.3	इतरेतर-द्वन्द्वः,4.3	CP	लोहित-	लोहित-
4.3	पीतकम्	4.3	--	पीतक{नपुं;1;एक}/पीतक{नपुं;2;एक}/पीतक{पुं;2;एक}	पीतक{नपुं;1;एक}	कर्ता,5.1	कर्ता,5.1	N1	हरताल	हरताल
5.1	(अस्ति)	6.1	(अस्ति)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,4.3	अभिहित_कर्ता,4.3	KP	है	है
6.1	यत्-	7.1	यन्नाशे	यत्-	यत्-	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	कि	कि
6.2	नाशे	7.2	--	नाश{पुं;7;एक}/नाश{नपुं;8;द्वि}/नाश{नपुं;1;द्वि}/नाश{नपुं;2;द्वि}/नाश{नपुं;7;एक}/नाशा{स्त्री;8;एक}/नाशा{स्त्री;8;द्वि}/नाशा{स्त्री;1;द्वि}/नाशा{स्त्री;2;द्वि}	नाश{पुं;7;एक}	भावलक्षणसप्तमी,18.1	भावलक्षणसप्तमी,18.1	N7	नाश_में	नाश_में
