index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	नित्यम्		नित्यम्	नित्य{पुं;2;एक}/नित्य{नपुं;1;एक}/नित्य{नपुं;2;एक}	नित्य{नपुं;2;एक}	क्रियाविशेषणम्,6.1	विशेषणम्,3.3#क्रियाविशेषणम्,6.1#क्रियाविशेषणम्,5.1#क्रियाविशेषणम्,4.1#कर्म,5.1#कर्म,4.1#कर्ता,6.1	N2	नित्य_को	नित्य_को
2.1	सर्व-		सर्व-रस-अभ्यासः	सर्व	सर्व	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	सर्व-	सर्व-
2.2	रस-		--	रस	रस	षष्ठी-तत्पुरुषः,2.3	षष्ठी-तत्पुरुषः,2.3	CP	रस-	रस-
2.3	अभ्यासः		--	अभ्यास{पुं;1;एक}	अभ्यास{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	अभ्यास	अभ्यास
3.1	स्व-		स्व-स्व-आधिक्यम्	स्व	स्व	इतरेतर-द्वन्द्वः,3.2	इतरेतर-द्वन्द्वः,3.2	CP	स्व-	स्व-
3.2	स्व-		--	स्व	स्व	षष्ठी-तत्पुरुषः,3.3	षष्ठी-तत्पुरुषः,3.3	CP	स्व-	स्व-
3.3	आधिक्यम्		--	आधिक्य{नपुं;1;एक}/आधिक्य{नपुं;2;एक}/आधिक्य{पुं;2;एक}	आधिक्य{नपुं;2;एक}	कर्म,6.1	कर्म,6.1#कर्म,5.1#कर्म,4.1#कर्ता,6.1	N2	आधिक्य	आधिक्य
4.1	ऋतौ		ऋतौ	ऋतु{पुं;7;एक}/ऋत{पुं;1;द्वि(ऋ1;क्त;भ्वादिः)}/ऋत{पुं;2;द्वि(ऋ1;क्त;भ्वादिः)}/ऋत{पुं;1;द्वि(ऋ2;क्त;जुहोत्यादिः)}/ऋत{पुं;2;द्वि(ऋ2;क्त;जुहोत्यादिः)}	ऋतु{पुं;7;एक}	वीप्सा,5.1	वीप्सा,5.1#कर्म,6.1#कर्म,5.1#अधिकरणम्,6.1#अधिकरणम्,5.1	N7	गया_हुआ	गया_हुआ
5.1	ऋतौ		ऋतौ	ऋतु{पुं;7;एक}/ऋत{पुं;1;द्वि(ऋ1;क्त;भ्वादिः)}/ऋत{पुं;2;द्वि(ऋ1;क्त;भ्वादिः)}/ऋत{पुं;1;द्वि(ऋ2;क्त;जुहोत्यादिः)}/ऋत{पुं;2;द्वि(ऋ2;क्त;जुहोत्यादिः)}	ऋतु{पुं;7;एक}	कालाधिकरणम्,6.1	कर्म,6.1#कालाधिकरणम्,6.1	N7	गये_हुए	गये_हुए
6.1	(भजेत्)		(भजेत्)	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.3;सकर्मक	अभिहित_कर्ता,2.3;सकर्मक	KP	भजे	भजे
