index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	एवम्	1.1	एवम्	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,3.1	सम्बन्धः,3.1#क्रियाविशेषणम्,3.1	NA	एवञ्च	एवञ्च
2.1	च	2.1	च	च{अव्य}	च{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA		
3.1	लक्षयेत्	7.1	-	लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/लक्ष्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/लक्ष्2{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}	लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}	-	-	KP	देखे	देखे
4.1	दूषिका-	3.1	दूषिकादीन्	दूषिका-	दूषिका-	बहुव्रीहिः,4.2	विशेषणम्,4.1#बहुव्रीहिः,4.2	CP		
4.2	आदीन्	3.2		दूषिकादि{पुं;2;बहु}	दूषिकादि{पुं;2;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N2		
5.1	अपि	5.1	अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,4.2	सम्बन्धः,4.2#अन्यतर_द्योतकः,4.1#अन्यतर_द्योतकः,4.2	NA	भी	भी
6.1	मलान्	4.1	मलान्	मल{पुं;2;बहु}	मल{पुं;2;बहु}	कर्म,3.1	कर्म,3.1	N2	मल_को	मल_को
7.1	बाहुल्य-	6.1	बाहुल्यगुरुतादिभिः	बाहुल्य	बाहुल्य	इतरेदर-द्वन्द्वः,7.2	इतरेदर-द्वन्द्वः,7.2	CP	बाहुल्य-	बाहुल्य-
7.2	गुरुता-	6.2	--	गुरु{तल्}	गुरु{तल्}	बहुव्रीहिः,7.3	बहुव्रीहिः,7.3	CP	गुरुता-	गुरुता-
7.3	आदिभिः	6.3	--	आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु}	आदि{पुं;3;बहु}	करणम्,3.1	करणम्,3.1	N3	पहेलों_से	पहेलों_से
8.1	.	8.1	.	-	-	-	-	FS	-	-
										
										
										
										
										
				2.1						
