index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	बृंहणः		बृंहणः	बृंहण{पुं;1;एक}	बृंहण{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1		
2.1	लङ्घनः		लङ्घनः	लङ्घनः{पुं;1;एक}	लङ्घनः{पुं;1;एक}	समुच्चितः,1.1	समुच्चितः,1.1	N1		
3.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,1.1	समुच्चय_द्योतकः,1.1	NA	और	और
4.1	इति		इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,6.1	वाक्यकर्म_द्योतकः,6.1	NA	ऐसा	ऐसा
5.1	तत्-		तत्-पर्यायौ	तत्	तत्	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	तत्-	तत्-
5.2	पर्यायौ		--	पर्याय{पुं;1;द्वि}/पर्याय{पुं;2;द्वि}/पर्याय{पुं;8;द्वि}	पर्याय{पुं;1;द्वि}	कर्म,6.1	विशेषणम्,6.1#कर्म,6.1	N1		
6.1	उदाहृतौ		उदाहृतौ	उदाहृत{पुं;1;द्वि(उत्_आङ्_हृ1;क्त;भ्वादिः)}/उदाहृत{पुं;2;द्वि(उत्_आङ्_हृ1;क्त;भ्वादिः)}	उदाहृत{पुं;1;द्वि(उत्_आङ्_हृ1;क्त;भ्वादिः)}	-	-	N1	उदाहृत	उदाहृत
7.1	.		.	-	-	-	-	FS	-	-
										
