index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तेन	1.1	तेन	तद्{सर्व;पुं;3;एक}/तद्{सर्व;नपुं;3;एक}/तेन{पुं;8;एक}	तद्{सर्व;नपुं;3;एक}	हेतुः,12.1	हेतुः,13.1#हेतुः,12.1	N3		
2.1	एषाम्	2.1	एषाम्	एष{स्त्री;2;एक}/इदम्{सर्व;पुं;6;बहु}/इदम्{सर्व;नपुं;6;बहु}	इदम्{सर्व;पुं;6;बहु}	विशेषणम्,3.2	विशेषणम्,3.2	N6		
3.1	आश्रय-	3.1	आश्रय-आश्रयिणाम्	आश्रय	आश्रय	इतरेतर-द्वन्द्वः,3.2	इतरेतर-द्वन्द्वः,3.2	CP		
3.2	आश्रयिणाम्	3.2	--	आश्रयिन्{पुं;6;बहु}/आश्रयिन्{नपुं;6;बहु}	आश्रयिन्{नपुं;6;बहु}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6		
4.1	मिथः	4.1	मिथः	मिथः{अव्य्}	मिथः{अव्य्}	अधिकरणम्,12.1	अधिकरणम्,12.1	NA		
5.1	यत्	5.1	यत्	यत्{अव्य}/यद्{सर्वनाम;नपुं;1;एक}/यद्{सर्वनाम;नपुं;2;एक}	यद्{सर्वनाम;नपुं;1;एक}	विशेषणम्,9.3;नित्य_सम्बन्धः1,7.1	विशेषणम्,10.3;नित्य_सम्बन्धः1,7.1	N1	जो	जो
6.1	एकस्य	6.1	एकस्य	एक{संख्येयम्;पुं;6;एक}/एक{संख्येयम्;नपुं;6;एक}/एक{संख्या;नपुं;6;एक}	एक{संख्येयम्;पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	एक_का	एक_का
7.1	तत्	7.1	तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	विशेषणम्,9.3	विशेषणम्,9.3#कर्ता_बे_वेर्ब्स्,13.1	N1	वह	वह
8.1	अन्यस्य	8.1	अन्यस्य	अन्य{सर्वनाम;पुं;6;एक}/अन्य{सर्वनाम;नपुं;6;एक}	अन्य{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,9.3	षष्ठीसम्बन्धः,9.3	N6	अन्यका	अन्यका
9.1	वर्धन-	9.1	वर्धन-क्षपण-औषधम्	वर्धन(वृध्1;ल्युट्;भ्वादिः)	वर्धन(वृध्1;ल्युट्;भ्वादिः)	इतरेतर-द्वन्द्वः,9.2	इतरेतर-द्वन्द्वः,9.2	CP		
9.2	क्षपण-	9.2	--	क्षपण	क्षपण	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP	क्षपण-	क्षपण-
9.3	औषधम्	9.3	--	औषध{पुं;2;एक}/औषध{नपुं;1;एक}/औषध{नपुं;2;एक}	औषध{नपुं;1;एक}	कर्ता,12.1	विधेय_विशेषणम्,8.1#विधेय_विशेषणम्,6.1#कर्ता_बे_वेर्ब्स्,12.1#कर्ता,20.1	N1	औषधि	औषधि
