index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	स्व-	1.1	स्व-स्थान-स्थस्य	स्व	स्व	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	स्व-	स्व-
1.2	स्थान-	1.2	--	स्थान	स्थान	उपपद-तत्पुरुषः,1.3	उपपद-तत्पुरुषः,1.3	CP	स्थान-	स्थान-
1.3	स्थस्य	1.3	--	स्थ{पुं;6;एक}/स्थ{नपुं;6;एक}	स्थ{पुं;6;एक}	विशेषणम्,2.2	षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.2#विशेषणम्,2.2	N6	स्थित	स्थित
2.1	काय-	2.1	काय-अग्नेः	काय	काय	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	काय-	काय-
2.2	अग्नेः	2.2	--	अग्नि{पुं;5;एक}/अग्नि{पुं;6;एक}	अग्नि{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	विशेषणम्,1.3#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,1.3#षष्ठीसम्बन्धः,3.1	N6	अग्नि_की	अग्नि_की
3.1	अंशाः	4.1	अंशाः	अंश{पुं;1;बहु}/अंश{पुं;8;बहु}	अंश{पुं;1;बहु}	कर्म,5.1	विशेषणम्,5.1#कर्म,5.1	N1	अंश	अंश
4.1	धातुषु	5.1	धातुषु	धातु{पुं;7;बहु}	धातु{पुं;7;बहु}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7	धातुओं_में	धातुओं_में
5.1	संश्रिताः	6.1	संश्रिताः	संश्रित{पुं;1;बहु}/संश्रिता{स्त्री;1;बहु}/संश्रिता{स्त्री;2;बहु}/संश्रित{पुं;8;बहु}/संश्रित{पुं;1;बहु(सम्_श्रि;क्त;भ्वादिः)}	संश्रित{पुं;1;बहु(सम्_श्रि;क्त;भ्वादिः)}	कर्ता,7.1	विशेषणम्,3.1#कर्ता,7.1	N1	शरण_में_गया_हुए	शरण_में_गया_हुए
6.1	(ये)	3.1	(ये)	यद्{सर्व;पुं;1;बहु}/यद्{सर्व;नपुं;1;द्वि}/यद्{सर्व;नपुं;2;द्वि}/यद्{सर्व;स्त्री;1;द्वि}/यद्{सर्व;स्त्री;2;द्वि}	यद्{सर्व;पुं;1;बहु}	विशेषणम्,3.1	विशेषणम्,3.1	N1	-	-
7.1	(भवन्ति)	7.1	(भवन्ति)	भू{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}/भू1{शतृ_लट्;भू;भ्वादिः;भवत्;ना;नपुं;1;बहु}/भू1{शतृ_लट्;भू;भ्वादिः;भवत्;ना;नपुं;2;बहु}/भू1{शतृ_लट्;भू;भ्वादिः;भवत्;ना;नपुं;8;बहु}/भवन्ती{शतृ_लट्;भू;भ्वादिः;भवत्;ना;नपुं;8;बहु}/भू1{शतृ_लट्;भू;भ्वादिः;भवन्ती;ना;स्त्री;8;एक}	भू{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भ्वादिः}	-	-	KP	-	-
8.1	.	8.1	.	-	-	-	-	FS	-	-
