index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	तथा	1.1	तथा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,8.1	क्रियाविशेषणम्,8.1	NA		
2.1	श्रमम्	5.1	श्रमम्	श्रम{पुं;2;एक}	श्रम{पुं;2;एक}	समुच्चितः,7.4	समुच्चितः,7.4	N2		
3.1	अल्पे	2.1	अल्पे	अल्प{पुं;7;एक}/अल्प{नपुं;7;एक}	अल्प{पुं;7;एक}	क्रियाविशेषणम्,5.1	विशेषणम्,3.1#क्रियाविशेषणम्,5.1#अधिकरणम्,5.1	N7		
4.1	अपि	3.1	अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,3.1	सम्बन्धः,1.1#सम्बन्धः,2.1#सम्बन्धः,3.1	NA	भी	भी
5.1	चेष्टिते	4.1	चेष्टिते	चेष्टित{पुं;7;एक(चेष्ट्1;क्त;भ्वादिः)}/चेष्टित{नपुं;7;एक(चेष्ट्1;क्त;भ्वादिः)}	चेष्टित{पुं;7;एक(चेष्ट्1;क्त;भ्वादिः)}	भावलक्षणसप्तमी,8.1	भावलक्षणसप्तमी,8.1	N7	हिला_डुले_में	हिला_डुले_में
6.1	श्वासं	6.1	श्वासं	श्वास{पुं;2;एक}	श्वास{पुं;2;एक}	समुच्चितः,7.4	समुच्चितः,7.4	N2	श्वास_को	श्वास_को
7.1	स्फिक्-	7.1	स्फिक्-स्तन-उदर-लम्बनम्	स्फिक्	स्फिक्	समाहार-द्वन्द्वः,7.3	समाहार-द्वन्द्वः,7.3	CP		
7.2	स्तन-	7.2	--	स्तन-	स्तन-	समाहार-द्वन्द्वः,7.3	समाहार-द्वन्द्वः,7.3	CP		
7.3	उदर-	7.3	--	उदर-	उदर-	षष्ठी-तत्पुरुषः,7.4	षष्ठी-तत्पुरुषः,7.4	CP		
7.4	लम्बनम्	7.4	--	स्फिक्स्तनोदरलम्बन{नपुं;2;एक}	स्फिक्स्तनोदरलम्बन{नपुं;2;एक}	कर्म,8.1	कर्म,8.1	N2		
8.1	(कुरुते)	9.1	(कुरुते)	कृ{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः}	कृ{कर्तरि;लट्;प्र;एक;आत्मनेपदी;तनादिः}	-	-	KP	-	-
9.1	(च)	8.1	(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,7.4	समुच्चय_द्योतकः,7.4	NA		
10.1	.	10.1	.	-	-	-	-	FS	-	-
