index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	पित्ते		पित्ते	पित्त{नपुं;1;द्वि}/पित्त{नपुं;2;द्वि}/पित्त{नपुं;8;द्वि}/पित्त{नपुं;7;एक}	पित्त{नपुं;7;एक}	अधिकरणम्,9.1	सुप्_समुच्चितः,6.1#अधिकरणम्,9.1#अधिकरणम्,8.1	N7	पित्	पित्
2.1	मन्दः		मन्दः	मन्द{पुं;1;एक}	मन्द{पुं;1;एक}	विशेषणम्,3.1	कर्ता_बे_वेर्ब्स्,9.1#विशेषणम्,3.1	N1	मन्द	मन्द
3.1	अनलः		अनलः	अनल{पुं;1;एक}	अनल{पुं;1;एक}	कर्ता,9.1	कर्ता_बे_वेर्ब्स्,9.1	N1	आग	आग
4.1	शीतम्		शीतम्	शीत{पुं;2;एक}/शीत{नपुं;1;एक}/शीत{नपुं;2;एक}	शीत{नपुं;1;एक}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#कर्ता_बे_वेर्ब्स्,9.1	N1	शीत_को	शीत_को
5.1	प्रभा-		प्रभा-हानिः	प्रभा	प्रभा	षष्ठी-तत्पुरुषः,5.2	षष्ठी-तत्पुरुषः,5.2	CP	प्रभा-	प्रभा-
5.2	हानिः		--	हानि{स्त्री;1;एक}/हानि{पुं;1;एक}	हानि{स्त्री;1;एक}	विधेय_विशेषणम्,3.1	विधेय_विशेषणम्,4.1#विधेय_विशेषणम्,3.1#विधेय_विशेषणम्,2.1#विशेषणम्,8.1#कर्ता_बे_वेर्ब्स्,9.1	N1	हानि	हानि
6.1	कफे		कफे	कफ{पुं;7;एक}	कफ{पुं;7;एक}	अधिकरणम्,9.2	अधिकरणम्,9.2	N7	कफ_में	कफ_में
7.1	(च)		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1#समुच्चय_द्योतकः,9.1	NA	और	और
8.1	भ्रमः		भ्रमः	भ्रम{पुं;1;एक(भ्रम्1;घञ्;भ्वादिः)}/भ्रम{पुं;1;एक(भ्रम्2;घञ्;दिवादिः)}	भ्रम{पुं;1;एक(भ्रम्1;घञ्;भ्वादिः)}	कर्ता,9.2	कर्ता,9.2#कर्ता_बे_वेर्ब्स्,9.2	N1	घूमना	घूमना
9.1	(भवति)		(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	होता_है	होता_है
9.2	(भवति)		(भवति)	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
										
