index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	रसान्		रसान्	रस{पुं;2;बहु}	रस{पुं;2;बहु}	समुच्चितः,8.7	कर्म,8.2#कर्म,2.1#समुच्चितः,8.7	N2	रस	रस
2.1	स्निग्धान्		स्निग्धान्	स्निग्ध{पुं;2;बहु}/स्निग्ध{पुं;2;बहु(ष्निह्1;क्त;दिवादिः)}	स्निग्ध{पुं;2;बहु(ष्निह्1;क्त;दिवादिः)}	समुच्चितः,8.7	समुच्चितः,9.1#समुच्चितः,8.7	N2	स्नेही_को	स्नेही_को
3.1	पलम्		पलम्	पल{पुं;2;एक}/पल{नपुं;1;एक}/पल{नपुं;2;एक}	पल{नपुं;2;एक}	समुच्चितः,8.7	कर्म,10.1#कर्म,8.2#कर्ता,10.1#समुच्चितः,8.7	N2	पुआल	पुआल
4.1	पुष्टम्		पुष्टम्	पुष्ट{पुं;2;एक}/पुष्ट{नपुं;1;एक}/पुष्ट{नपुं;2;एक}	पुष्ट{पुं;2;एक}	समुच्चितः,8.7	कर्म,10.1#कर्म,8.2#कर्ता,10.1#विशेषणम्,5.1#समुच्चितः,8.7	N2	पुष्ट	पुष्ट
5.1	गौडम्		गौडम्	गौड{पुं;2;एक}	गौड{पुं;2;एक}	समुच्चितः,8.7	कर्म,10.1#कर्म,8.2#समुच्चितः,8.7	N2	गौड_को	गौड_को
6.1	अच्छसुराम्		अच्छसुराम्	अच्छसुर{स्त्री;2;एक}	अच्छसुर{स्त्री;2;एक}	समुच्चितः,8.7	समुच्चितः,8.7	N2		
7.1	सुराम्		सुराम्	सुरा{स्त्री;2;एक}	सुरा{स्त्री;2;एक}	समुच्चितः,8.7	कर्म,10.1#कर्म,8.2#समुच्चितः,8.7	N2	शराब	शराब
8.1	गोधूम-		गोधूम-पिष्ट-माष-इक्षु-क्षीर-उत्थ-विकृतीः	गोधूम	गोधूम	इतरेतर-द्वन्द्वः,8.5	इतरेतर-द्वन्द्वः,8.5	CP	गोधूम-	गोधूम-
8.2	पिष्ट-		--	पिष्ट(पिष्1;क्त;रुधादिः)	पिष्ट(पिष्1;क्त;रुधादिः)	इतरेतर-द्वन्द्वः,8.5	इतरेतर-द्वन्द्वः,8.5	CP		
8.3	माष-		--	माष	माष	इतरेतर-द्वन्द्वः,8.5	इतरेतर-द्वन्द्वः,8.5	CP	माष-	माष-
8.4	इक्षु-		--	इक्षु	इक्षु	इतरेतर-द्वन्द्वः,8.5	इतरेतर-द्वन्द्वः,8.5	CP	इक्षु-	इक्षु-
8.5	क्षीर-		--	क्षीर	क्षीर	षष्ठी-तत्पुरुषः,8.7	षष्ठी-तत्पुरुषः,8.7	CP	क्षीर-	क्षीर-
8.6	उत्थ-		--	उत्थ	उत्थ	उपपद-तत्पुरुषः,8.7	उपपद-तत्पुरुषः,8.7	CP	उत्थ-	उत्थ-
8.7	विकृतीः		--	विकृति{स्त्री;2;बहु}	विकृति{स्त्री;2;बहु}	कर्म,10.1	कर्म,10.1	N2	बदलना	बदलना
9.1	शुभाः		शुभाः	शुभ{पुं;1;बहु}/शुभा{स्त्री;1;बहु}/शुभा{स्त्री;2;बहु}/शुभ{पुं;8;बहु}/शुभा{स्त्री;8;बहु}	शुभा{स्त्री;2;बहु}	विशेषणम्,8.7	विशेषणम्,8.7	N2	देवताओं_की_सभाओं_को	देवताओं_की_सभाओं_को
10.1	(भजेत्)		(भजेत्)	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	भज्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मक	अभिहित_कर्ता,3.1;सकर्मक	KP	भजे	भजे
11.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.7	समुच्चय_द्योतकः,8.7	NA		
