index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	पिबेत्		पिबेत्	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP	पिये	पिये
2.1	रसम्		रसम्	रस{पुं;2;एक}	रस{पुं;2;एक}	कर्म,1.1	अन्यतरः,8.2#कर्म,1.1	N2	रस_को	रस_को
3.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,1.1	प्रतिषेधः,1.1	NA	नहीं	नहीं
4.1	अतिघनम्		अतिघनम्	-	-	घटकः,8.1	घटकः,8.1	N2		
5.1	रसालाम्		रसालाम्	रसाला{स्त्री;2;एक}	रसाला{स्त्री;2;एक}	घटकः,8.1	घटकः,8.1	N2	जिह्वा_को	जिह्वा_को
6.1	राग-		राग-खाण्डवौ	राग	राग	इतरेतर-द्वन्द्वः,6.2	इतरेतर-द्वन्द्वः,6.2	CP	राग-	राग-
6.2	खाण्डवौ		--	खाण्डव{पुं;1;द्वि}/खाण्डव{पुं;2;द्वि}/खाण्डव{पुं;8;द्वि}	खाण्डव{पुं;2;द्वि}	घटकः,8.1	घटकः,8.1	N2	खाण्डवें	खाण्डवें
7.1	पानकम्		पानकम्	-	-	घटकः,8.1	घटकः,8.1	N2		
8.1	पञ्च-		पञ्च-सारम्	पञ्च}/पञ्चन्	पञ्च	समाहार-द्वन्द्वः,8.2	समाहार-द्वन्द्वः,8.2	CP	पञ्च-	पञ्च-
8.2	सारम्		--	सार{पुं;2;एक}/सार{नपुं;1;एक}/सार{नपुं;2;एक}	सार{पुं;2;एक}	कर्म,12.1	विशेषणम्,11.1#कर्म,12.1	N2	आवश्यक_को	आवश्यक_को
9.1	वा		वा	वा{अव्य}	वा{अव्य}	अन्यतर_द्योतकः,12.1	सम्बन्धः,8.2#अन्यतर_द्योतकः,8.2#अन्यतर_द्योतकः,12.1	NA	वा	वा
10.1	नव-		नव-मृद्-भाजनैः	नव}/नवन्	नव	कर्मधारयः,10.2	कर्मधारयः,10.2	CP	नव-	नव-
10.2	मृद्-		--	-मृद्	-मृद्	षष्ठी-तत्पुरुषः,10.3	षष्ठी-तत्पुरुषः,10.3	CP	मृद्-	मृद्-
10.3	भाजनैः		--	भाजन{पुं;3;बहु}/भाजन{नपुं;3;बहु}	भाजन{पुं;3;बहु}	करणम्,11.1	हेतुः,11.1#करणम्,11.1	N3	भाजनों_से	भाजनों_से
11.1	स्थितम्		स्थितम्	स्थित{पुं;2;एक(ष्था1;क्त;भ्वादिः)}/स्थित{नपुं;1;एक(ष्था1;क्त;भ्वादिः)}/स्थित{नपुं;2;एक(ष्था1;क्त;भ्वादिः)}	स्थित{पुं;2;एक(ष्था1;क्त;भ्वादिः)}	विशेषणम्,1.1	विशेषणम्,1.1	N2	स्थित_को	स्थित_को
12.1	(पिबेत्)		(पिबेत्)	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	पा1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
