index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	स्वेदः		स्वेदः	स्वेद{पुं;1;एक}	स्वेद{पुं;1;एक}	कर्ता,2.5;कर्ता,4.1	प्रयोजककर्ता,4.1#कर्ता,4.1#कर्ता,2.5#कर्ता,2.5;कर्ता,4.1	N1	पसीना	पसीना
2.1	अति-		अति-स्वेद-दौर्गन्ध्य-कण्डूः	अति	अति	अव्ययीभावः,2.2	अव्ययीभावः,2.2	CP	अति-	अति-
2.2	स्वेद-		--	स्वेद	स्वेद	इतरेतर-द्वन्द्वः,2.4	इतरेतर-द्वन्द्वः,2.4	CP	स्वेद-	स्वेद-
2.3	दौर्गन्ध्य-		--	दौर्गन्ध्य	दौर्गन्ध्य	इतरेतर-द्वन्द्वः,2.4	इतरेतर-द्वन्द्वः,2.4	CP	दौर्गन्ध्य-	दौर्गन्ध्य-
2.4	कण्डूः		--	कण्डु{स्त्री;2;बहु}/कण्डू{स्त्री;1;एक}/कण्डू{स्त्री;2;बहु}/कण्डू{पुं;8;एक}/कण्डू{पुं;1;एक}	कण्डु{स्त्री;2;बहु}	कर्म,2.5	कर्म,2.5	N2	कण्डुओं_को	कण्डुओं_को
2.5	(कुर्यात्)		(कुर्यात्)	कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः}	कृ3{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;तनादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP		
3.1	एवम्		एवम्	एवम्{अव्य}	एवम्{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	एवञ्च	एवञ्च
3.2	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA		
4.1	लक्षयेत्		-	लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/लक्ष्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}/लक्ष्2{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}	लक्ष्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;चुरादिः}	अभिहित_कर्ता,1.1	अभिहित_कर्ता,1.1	KP	देखे	देखे
5.1	दूषिका-		दूषिकादीन्	दूषिका-	दूषिका-	बहुव्रीहिः,5.2	विशेषणम्,7.1#बहुव्रीहिः,7.1#बहुव्रीहिः,5.2	CP		
5.2	आदीन्			दूषिकादि{पुं;2;बहु}	दूषिकादि{पुं;2;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N2		
6.1	अपि		--	अपि{अव्य}	अपि{अव्य}	अन्यतर_द्योतकः,5.2	सम्बन्धः,5.1#अन्यतर_द्योतकः,5.1#अन्यतर_द्योतकः,5.2	NA	भी	भी
7.1	मलान्		--	मल{पुं;2;बहु}	मल{पुं;2;बहु}	कर्म,4.1	कर्म,4.1	N2	मल_को	मल_को
8.1	बाहुल्य-		--	बाहुल्य	बाहुल्य	इतरेदर-द्वन्द्वः,8.2	इतरेदर-द्वन्द्वः,8.2	CP	बाहुल्य-	बाहुल्य-
8.2	गुरुता-		--	गुरु{तल्}	गुरु{तल्}	बहुव्रीहिः,8.3	बहुव्रीहिः,8.3	CP	गुरुता-	गुरुता-
8.3	आदिभिः		--	आदि{पुं;3;बहु}/आदि{नपुं;3;बहु}/आदि{स्त्री;3;बहु}	आदि{पुं;3;बहु}	करणम्,4.1	करणम्,4.1	N3	पहेलों_से	पहेलों_से
