index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	बृंहयेत्		बृंहयेत्	बृंह्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	बृंह्1{णिजन्त;कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	-	-	KP		
2.1	व्याधि-		व्याधि-भैषज्य-मद्य-स्त्री-शोक-कर्शितान्	व्याधि	व्याधि	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	व्याधि-	व्याधि-
2.2	भैषज्य-		--	भैषज्य	भैषज्य	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	भैषज्य-	भैषज्य-
2.3	मद्य-		--	मद्य	मद्य	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	मद्य-	मद्य-
2.4	स्त्री-		--	स्त्री	स्त्री	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	स्त्री-	स्त्री-
2.5	शोक-		--	शोक	शोक	इतरेतर-द्वन्द्वः,2.6	इतरेतर-द्वन्द्वः,2.6	CP	शोक-	शोक-
2.6	कर्शितान्		--	कर्शित{पुं;2;बहु(कृश्1;क्त;दिवादिः)}	कर्शित{पुं;2;बहु(कृश्1;क्त;दिवादिः)}	कर्म,1.1	कर्म,1.1	N2	कृश_हुआ_हुआ	कृश_हुआ_हुआ
3.1	.		.	-	-	-	-	FS	-	-
										
