index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	अ-		अपादचारी	अ-	अ-	नञ्-तत्पुरुषः,1.3	नञ्-तत्पुरुषः,1.3	CP		
1.2	पाद-			पाद-	पाद-	तृतीया-तत्पुरुषः,1.3	तृतीया-तत्पुरुषः,1.3	CP		
1.3	चारी			चारी{पुं;1;एक}	चारी{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1		
2.1	सुरभिः		सुरभिः	सुरभि{पुं;1;एक}	सुरभि{पुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	सुगंध	सुगंध
3.1	सततम्		सततम्	सततम्{अव्य}/सतत{पुं;2;एक}/सतत{नपुं;1;एक}/सतत{नपुं;2;एक}	सततम्{अव्य}	क्रियाविशेषणम्,6.1	कर्ता,6.1#क्रियाविशेषणम्,6.1	NA	लगातार	लगातार
4.1	धूपित-		धूपिताम्बरः	धूपित-	धूपित-	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP		
4.2	अम्बरः			धूपिताम्बर{पुं;1;एक}	धूपिताम्बर{पुं;1;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N1		
5.1	हर्म्य-		हर्म्यपृष्ठे	हर्म्य-	हर्म्य-	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	CP		
5.2	पृष्ठे			हर्म्यपृष्ठ{पुं;7;एक}	हर्म्यपृष्ठ{पुं;7;एक}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7		
6.1	वसेत्		वसेत्	वस्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	वस्1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,2.1	अभिहित_कर्ता,2.1	KP	रहे	रहे
7.1	बाष्प-		बाष्पशीतशाकरवर्जिते	बाष्प-	बाष्प-	इतरेतर-द्वन्द्वः,7.3	इतरेतर-द्वन्द्वः,7.3	CP		
7.2	शीत-			शीत-	शीत-	इतरेतर-द्वन्द्वः,7.3	इतरेतर-द्वन्द्वः,7.3	CP		
7.3	शाकर-			शाकर-	शाकर-	तृतीया-तत्पुरुषः,7.4	तृतीया-तत्पुरुषः,7.4	CP		
7.4	वर्जिते			बाष्पशीतशाकरवर्जित{नपुं;7;एक}	बाष्पशीतशाकरवर्जित{नपुं;7;एक}	भावलक्षणसप्तमी,6.1	भावलक्षणसप्तमी,6.1	N7		
