index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	अभ्रम्-		अभ्रङ्कश-महा-शाल-ताल-रुद्ध-उष्ण-रश्मिषु	अभ्रङ्कश	अभ्रङ्कश	द्वितीया-तत्पुरुषः,1.2	द्वितीया-तत्पुरुषः,1.2	CP	अभ्रङ्कश-	अभ्रङ्कश-
1.2	कष-					इतरेतर-द्वन्द्वः,1.5	इतरेतर-द्वन्द्वः,1.5	CP		
1.3	महा-		--	महत्	महत्	इतरेतर-द्वन्द्वः,1.5	इतरेतर-द्वन्द्वः,1.5	CP	महा-	महा-
1.4	शाल-		--	शाल	शाल	इतरेतर-द्वन्द्वः,1.5	इतरेतर-द्वन्द्वः,1.5	CP	शाल-	शाल-
1.5	ताल-		--	ताल	ताल	तृतीया-तत्पुरुषः,1.6	तृतीया-तत्पुरुषः,1.6	CP	ताल-	ताल-
1.6	रुद्ध-		--	रुद्ध(रुध्1;क्त;रुधादिः)	रुद्ध(रुध्1;क्त;रुधादिः)	बहुव्रीहिः,1.7	बहुव्रीहिः,1.7	CP		
1.7	उष्ण-		--	उष्ण	उष्ण	बहुव्रीहिः,1.8	बहुव्रीहिः,1.8	CP	उष्ण-	उष्ण-
1.8	रश्मिषु		--	रश्मि{पुं;7;बहु}/रश्मि{नपुं;7;बहु}	रश्मि{नपुं;7;बहु}	विशेषणम्,2.1	विशेषणम्,2.1#अधिकरणम्,4.1#अधिकरणम्,3.2	N7	रश्मि	रश्मि
2.1	वनेषु		वनेषु	वन{नपुं;7;बहु}	वन{नपुं;7;बहु}	अधिकरणम्,4.1	अधिकरणम्,4.1#अधिकरणम्,3.2	N7	वनों_में	वनों_में
3.1	माधवी-		माधवी-श्लिष्ट-द्राक्षास्तवकशालिषु	माधवी	माधवी	सप्तमी-तत्पुरुषः,3.2	सप्तमी-तत्पुरुषः,3.2	CP	माधवी-	माधवी-
3.2	श्लिष्ट-		--	श्लिष्ट(श्लिष्2;क्त;दिवादिः)	श्लिष्ट(श्लिष्2;क्त;दिवादिः)	कर्मधारयः,3.4	कर्मधारयः,3.4	CP		
3.3	द्राक्षा-		--	द्राक्षा-	द्राक्षा-	षष्ठी-तत्पुरुषः,3.4	षष्ठी-तत्पुरुषः,3.4	CP	-	-
3.4	स्तवक-			स्तवक-	स्तवक-	बहुव्रीहिः,3.5	बहुव्रीहिः,3.5	CP		
3.5	शालिषु			शालि{पुं;7;बहु}	शालि{पुं;7;बहु}	विशेषणम्,2.1	विशेषणम्,2.1	N7		
4.1	(विधत्ते)		(विधत्ते)	धाञ्{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	धाञ्{कर्तरि;लिट्;प्र;एक;आत्मनेपदी;जुहोत्यादिः}	-	-	KP	है	है
5.1	(निद्राम्)		(निद्राम्)	निद्रा{स्त्री;2;एक}	निद्रा{स्त्री;2;एक}	कर्म,4.1	कर्म,4.1	N2		
