index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	कषाय-		कषाय-अपहृत-स्नेहः	कषाय	कषाय	तृतीया-तत्पुरुषः,1.2	तृतीया-तत्पुरुषः,1.2	CP	कषाय-	कषाय-
1.2	अपहृत-		--	अपहृत(अप_हृ1;क्त;भ्वादिः)	अपहृत(अप_हृ1;क्त;भ्वादिः)	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	CP		
1.3	स्नेहः		--	स्नेह{पुं;1;एक}	स्नेह{पुं;1;एक}	विशेषणम्,8.3	विशेषणम्,7.1#विशेषणम्,3.1#विशेषणम्,8.3	N1	स्नेह	स्नेह
2.1	ततः		ततः	ततः{अव्य}	ततः{अव्य}	सम्बन्धः,8.4	सम्बन्धः,7.1#सम्बन्धः,3.1#कार्य_द्योतकः,7.1#कार्य_द्योतकः,3.1#सम्बन्धः,8.4	NA	वहाँ_से	वहाँ_से
3.1	स्नातः		स्नातः	स्ना{अव्य;तसिल्}/ष्ना1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/स्नात्{पुं;2;बहु(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{पुं;5;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{पुं;6;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{नपुं;5;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात्{नपुं;6;एक(ष्ना1;शतृ_लट्;अदादिः)}/स्नात{पुं;1;एक(ष्ना1;क्त;अदादिः)}	स्नात्{पुं;6;एक(ष्ना1;शतृ_लट्;अदादिः)}	विशेषणम्,8.3	विशेषणम्,8.3#विशेषणम्,7.1#षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.2#षष्ठीसम्बन्धः,1.3#हेतुः5,7.1	N6	स्नान_करता_हुआ	स्नान_करता_हुआ
4.1	यथा-		यथा-विधि	यथा	यथा	अव्ययीभावः,4.2	अव्ययीभावः,4.2	CP	यथा-	यथा-
4.2	विधि		--	विधि{नपुं;8;एक}/विधि{नपुं;1;एक}/विधि{नपुं;2;एक}/विधी{स्त्री;8;एक}	विधि{नपुं;8;एक}	विधेयविशेषणम्,3.1	क्रियाविशेषणम्,8.4#विधेयविशेषणम्,3.1	N8	विधि	विधि
5.1	कुङ्कुमेन		कुङ्कुमेन	कुङ्कुम{नपुं;3;एक}	कुङ्कुम{नपुं;3;एक}	हेतुः,7.1	कर्ता,7.1#हेतुः,7.1	N3	कुङ्कुम_से	कुङ्कुम_से
6.1	सदर्पेण		सदर्पेण	-	-	विशेषणम्,5.1	विशेषणम्,5.1	N3		
7.1	प्रदिग्धः		प्रदिग्धः	प्र_दिह्1{कर्तरि;लट्;प्र;द्वि;परस्मैपदी;अदादिः}/प्र_दिह्1{कर्तरि{लट्;म;द्वि;परस्मैपदी;अदादिः}/प्रदिग्ध{पुं;1;एक(प्र_दिह्1;क्त;अदादिः)}	प्रदिग्ध{पुं;1;एक(प्र_दिह्1;क्त;अदादिः)}	विशेषणम्,8.3	विशेषणम्,8.3	N1	सन_गया_हुआ	सन_गया_हुआ
8.1	अ-		अ-गुरु-धूपितः	अ	अ	नञ्-तत्पुरुषः,8.2	नञ्-तत्पुरुषः,8.2	CP	अ-	अ-
8.2	गुरु-		--	गुरु	गुरु	तृतीया-तत्पुरुषः,8.3	तृतीया-तत्पुरुषः,8.3	CP	गुरु-	गुरु-
8.3	धूपितः		--	-	-	कर्ता,8.4	कर्ता,8.4	N1	-	-
8.4	(भवेत्)		(भवेत्)	भू१{कर्तरि;लिङ्'प्र;एक;परस्मैपदी;भ्वादिः}	भू१{कर्तरि;लिङ्'प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,8.3	अभिहित_कर्ता,8.3	KP		
