index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	भार-		भार-अध्व-उरःक्षत-क्षीण-रूक्ष-दुर्बलवातलान्	भार	भार	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	भार-	भार-
1.2	अध्व-		--	अध्वन्	अध्वन्	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	अध्व-	अध्व-
1.3	उरःक्षत-		--	उरःक्षत	उरःक्षत	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	उरःक्षत-	उरःक्षत-
1.4	क्षीण-		--	क्षीण(क्षि1;क्त;भ्वादिः)}/क्षीण(क्षी1{क्त;क्र्यादिः)	क्षीण(क्षि1;क्त;भ्वादिः)	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP		
1.5	रूक्ष-		--	रूक्ष	रूक्ष	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	रूक्ष-	रूक्ष-
1.6	दुर्बल-		--	दुर्बल-	दुर्बल-	इतरेतर-द्वन्द्वः,1.7	इतरेतर-द्वन्द्वः,1.7	CP	-	-
1.7	वातलान्			वातल{पुं;2;बहु;}	वातल{पुं;2;बहु;}	अन्यतरः,2.4	अन्यतरः,2.4	N2		
2.1	गर्भिणी-		गर्भिणी-सूतिका-बाल-वृद्धान्	गर्भिणी	गर्भिणी	इतरेतर-द्वन्द्वः,2.4	इतरेतर-द्वन्द्वः,2.4	CP	गर्भिणी-	गर्भिणी-
2.2	सूतिका-		--	सूतिका	सूतिका	इतरेतर-द्वन्द्वः,2.4	इतरेतर-द्वन्द्वः,2.4	CP	सूतिका-	सूतिका-
2.3	बाल-		--	बाल	बाल	इतरेतर-द्वन्द्वः,2.4	इतरेतर-द्वन्द्वः,2.4	CP	बाल-	बाल-
2.4	वृद्धान्		--	वृद्ध{पुं;2;बहु}	वृद्ध{पुं;2;बहु}	कर्म,6.1	विशेषणम्,4.1#सुप्_समुच्चितः,4.1#अन्यतरः,4.1#कर्म,6.1	N2	वृद्धों_को	वृद्धों_को
3.1	ग्रीष्मे		ग्रीष्मे	ग्रीष्मा{स्त्री;1;द्वि}/ग्रीष्मा{स्त्री;2;द्वि}/ग्रीष्म{पुं;7;एक}	ग्रीष्मा{पुं;7;एक}	कालाधिकरणम्,6.1	सुप्_समुच्चितः,4.1#समुच्चितः,6.1#कालाधिकरणम्,6.1	N7	गरमों_को	गरमों_को
4.1	अपरान्		अपरान्	अपर{पुं;2;बहु}/अपर{सर्वनाम;पुं;2;बहु}	अपर{पुं;2;बहु}	अन्यतरः,2.4	अन्यतरः,2.4	N2	दूसरों_को	दूसरों_को
5.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	अन्यतर_द्योतकः,2.4	अन्यतर_द्योतकः,2.4#सुप्_समुच्चय_द्योतकः,4.1#सम्बन्धः,4.1	NA	भी	भी
6.1	(बृंहयेत्)		(बृंहयेत्)	बृंह्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	बृंह्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपद;भ्वादिः}	-	-	KP	-	-
7.1	.		.	-	-	-	-	FS	-	-
										
