index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अहम्	2	अहं	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,8.1.1	कर्ता,8.1.1	N1	मैं	Iam	-	-
2.1	हि	1	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	क्योंकि	because	-	-
3.1	सर्व-	4	सर्वयज्ञानां	सर्व	सर्व	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	सम्पूर्ण_यज्ञों_का	of_all_sacrifices	<सर्व-यज्ञानाम्>K1	-
3.2	यज्ञानाम्	-	-	यज्ञ{पुं}{6;बहु}	यज्ञ{पुं}{6;बहु}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,4.1	N6				-
4.1	भोक्ता	5	भोक्ता	भोक्ता{स्त्री}{1;एक}/भुज्1{भावे;लुट्;प्र;एक;आत्मनेपदी;भुजोँ;तुदादिः}/भुज्2{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;भुजँ;रुधादिः}/भुज्2{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भुजँ;रुधादिः}	भुज्2{कृत्_प्रत्ययः:तृच्;भुजँ;रुधादिः;पुं}{1;एक}	समुच्चितः,6.1	समुच्चितः,6.1	N1	भोक्ता	enjoyer	-	-
5.1	च	6	च	च{अव्य}	च{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	और	and	-	-
6.1	प्रभुः	7	प्रभुरेव	प्रभु{पुं}{1;एक}	प्रभु{पुं}{1;एक}	कर्तृसमानाधिकरणम्,8.1.1	कर्तृसमानाधिकरणम्,8.1.1	N1	स्वामी	Lord	-	-
7.1	एव	3	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही	only	-	-
8.1	च	8	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	समुच्चय_द्योतकः,6.1	NA	भी	also	-	-
8.1.1	(अस्मि)	9	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,1.1;अकर्मकः.1	अभिहित_कर्ता,1.1;अकर्मकः.1	KP	(हूँ)	-	-	-
9.1	न	14	न	न{अव्य}	न{अव्य}	प्रतिषेधः,12.1	प्रतिषेधः,12.1	NA	नहीं	not	-	-
10.1	तु	10	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	परंतु	but	-	-
11.1	माम्	13	मामभिजानन्ति	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,12.1	कर्म,12.1	N2	मुझको_(परमेश्वर_को)	me	-	-
12.1	अभिजानन्ति	15	0	अभि_ज्ञा2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;ज्ञा;क्र्यादिः}	अभि_ज्ञा2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अभि_ज्ञा;क्र्यादिः}	अभिहित_कर्ता,13.1.1;सकर्मकः.1	अभिहित_कर्ता,13.1.1;सकर्मकः.1	KP	जानते	know	-	-
13.1	तत्त्वेन	12	तत्त्वेनातश्च्यवन्ति	तत्त्व{नपुं}{3;एक}/तत्त्व{नपुं}{3;एक}	तत्त्व{नपुं}{3;एक}	करणम्,12.1	करणम्,12.1	N3	तत्त्व_से	in_reality	-	-
13.1.1	(ते)	11	(0)	(तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक})	(तद्{पुं}{1;बहु})	कर्ता,12.1	कर्ता,12.1	N1	(वे)(अज्ञानी)	they	-	-
14.1	अतः	16	0	अतः{अव्य}	अतः{अव्य}	हेतुः,15.1	हेतुः,15.1	NA	इसलिए	therefore	-	-
15.1	च्यवन्ति	18	0	च्यवन्ति	च्यु1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;च्युङ्;भ्वादिः}	अभिहित_कर्ता,16.1;सकर्मकः.1	अभिहित_कर्ता,16.1;सकर्मकः.1	KP	गिरते_हैं	fall_down	-	-
16.1	ते	17	ते	तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	तद्{पुं}{1;बहु}	कर्ता,15.1	कर्ता,15.1	N1	वे	they	-	-
