index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यत्	3	यत्करोषि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,2.1;नित्यसम्बन्धः,12.1	कर्म,2.1;नित्यसम्बन्धः,12.1	N2	जो	whatever	-	-
2.1	करोषि	4	0	कृ3{कर्तरि;लट्;म;एक;परस्मैपदी;डुकृञ्;तनादिः}	कृ3{कर्तरि;लट्;म;एक;परस्मैपदी;डुकृञ्;तनादिः}	समुच्चितः,10.1	समुच्चितः,12.1	KP	करता_है	do	-	-
3.1	यत्	5	यदश्नासि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,4.1;नित्यसम्बन्धः,12.1	कर्म,4.1;नित्यसम्बन्धः,12.1	N2	जो	whatever	-	-
4.1	अश्नासि	6	0	अश्2{कर्तरि;लट्;म;एक;परस्मैपदी;अशँ;क्र्यादिः}	अश्2{कर्तरि;लट्;म;एक;परस्मैपदी;अशँ;क्र्यादिः}	समुच्चितः,10.1	समुच्चितः,12.1	KP	खाता_है	eat	-	-
5.1	यत्	7	यज्जुहोषि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,6.1;नित्यसम्बन्धः,12.1	कर्म,6.1;नित्यसम्बन्धः,12.1	N2	जो	whatever	-	-
6.1	जुहोषि	8	0	हु1{कर्तरि;लट्;म;एक;परस्मैपदी;हु;जुहोत्यादिः}	हु1{कर्तरि;लट्;म;एक;परस्मैपदी;हु;जुहोत्यादिः}	समुच्चितः,10.1	समुच्चितः,12.1	KP	हवन_करता_है	offer	-	-
7.1	ददासि	10	ददासि	दा3{कर्तरि;लट्;म;एक;परस्मैपदी;डुदाञ्;जुहोत्यादिः}	दा3{कर्तरि;लट्;म;एक;परस्मैपदी;डुदाञ्;जुहोत्यादिः}	समुच्चितः,10.1	समुच्चितः,12.1	KP	दान_देता_है	give_away	-	-
8.1	यत्	9	यत्	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,7.1;नित्यसम्बन्धः,12.1	कर्म,7.1;नित्यसम्बन्धः,12.1	N2	जो	whatever	-	-
9.1	यत्	12	यत्तपस्यसि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,10.1;नित्यसम्बन्धः,12.1	कर्म,10.1;नित्यसम्बन्धः,12.1	N2	जो	whatever	-	-
10.1	तपस्यसि	13	0	तपस्यसि	तपस्य{कर्तरि;लट्;म;एक;परस्मैपदी;तपस्य;नामधातु}	-	समुच्चितः,12.1	KP	तप_करता_है	perform_austerities	-	-
10.1.1	(च)	11	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,10.1	समुच्चय_द्योतकः,12.1	NA	(और)	also	-	-
11.1	कौन्तेय	1	कौन्तेय	कौन्तेय{पुं}{8;एक}	कौन्तेय{पुं}{8;एक}	सम्बोध्यः,13.1	सम्बोध्यः,13.1	N8	हे_अर्जुन	O_son_of_Kunti	-	-
12.1	तत्	14	तत्कुरुष्व	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{2;एक}	कर्म,13.1	कर्म,13.1	N2	वह_(सब)	that	-	-
13.1	कुरुष्व	16	0	कृ3{कर्तरि;लोट्;म;एक;आत्मनेपदी;डुकृञ्;तनादिः}/कृ1{कर्तरि;लोट्;मढ्यम;एक;आट्मनेपदी;कृ;तनादिः}	कृ3{कर्तरि;लोट्;म;एक;आत्मनेपदी;डुकृञ्;तनादिः}	अभिहित_कर्ता,14.1.1;सकर्मकः.1	अभिहित_कर्ता,14.1.1;सकर्मकः.1	KP	कर	make	-	-
14.1	मत्-	15	मदर्पणम्	अस्मद्	अस्मद्	सप्तमी-तत्पुरुषः,14.2	सप्तमी-तत्पुरुषः,14.2	CP	मुझे_अर्पण	offering_unto_me	<अस्मद्-अर्पणम्>T7	-
14.2	अर्पणम्	-	-	अर्पण{नपुं}{1;एक}/अर्पण{नपुं}{2;एक}	अर्पण{नपुं}{1;एक}	कर्मसमानाधिकरणम्,13.1	कर्मसमानाधिकरणम्,13.1	N1				-
14.1.1	(त्वम्)	2	(0)	(युष्मद्{1;एक})	(युष्मद्{1;एक})	कर्ता,13.1	कर्ता,13.1	N1	(तू)	you	-	-
