index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	निर्	1	निर्मानमोहा	निर्-अव्य	निर्-अव्य	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	जिनका_मान_और_मोह_नष्ट_हो_गया_है	without_respect_and_illusion	<निर्-<मान-मोहाः>Di>Bvp	-
1.2	मान-	-	निर्मानमोहा	मान-	मान-	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,1.3	CP	जिनका_मान_और_मोह_नष्ट_हो_गया_है			-
1.3	मोहाः	-	मोह{पुं}{1;बहु}	मोह{पुं}{1;बहु}	मोह{पुं}{1;बहु}	समुच्चितः,9.2	समुच्चितः,9.2	N1				
2.1	जित-	2	जितसङ्गदोषा	जितसङ्ग	जित	बहुव्रीहिः,2.2	बहुव्रीहिः,2.2	CP	जिन्होंने_आसक्तिरूप_दोष_को_जीत_लिया_है	having_conquered_faulty_association	<जित-<सङ्ग-दोषाः>K6>Bs3	-
2.2	सङ्ग-	-	-	दोष{पुं}{1;बहु}/दोषा{स्त्री}{1;बहु}/दोषा{स्त्री}{2;बहु}	सङ्ग	बहुव्रीहिः,2.3	बहुव्रीहिः,2.3	CP				-
2.3	दोषाः	-	-		दोष{पुं}{1;बहु}	समुच्चितः,9.2	समुच्चितः,9.2	N1				-
3.1	अधि-	3	अध्यात्मनित्या	अध्यात्म	अध्यात्म	अव्ययीभावः,3.2	अव्ययीभावः,3.2	CP	जिनकी_परमात्मा_के_स्वरूप_में_नित्य_स्थिति_है	eternal_spirituality	<<अधि-आत्मा>A1-नित्याः>T7	-
3.2	आत्मा-	-	-	नित्य{पुं}{1;बहु}/नित्या{स्त्री}{1;बहु}/नित्या{स्त्री}{2;बहु}	नित्य{पुं}{1;बहु}	सप्तमी-तत्पुरुषः,3.3	सप्तमी-तत्पुरुषः,3.3	CP				-
3.3	नित्याः	-	-			समुच्चितः,9.2	समुच्चितः,9.2	N1				-
4.1	वि-	4	विनिवृत्तकामाः	विनिवृत्तकाम{पुं}{1;बहु}/विनिवृत्तकामा{स्त्री}{1;बहु}/विनिवृत्तकामा{स्त्री}{2;बहु}	वि	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP	जिनकी_कामनाएँ_पूर्णरूप_से_नष्ट_हो_गयी_हैं	associated_lust	<<वि-निवृत्त>Tp-कामाः>Bs6	-
4.2	निवृत्त-	-	-		निवृत्त	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	CP				-
4.3	कामाः	-	-		काम{पुं}{1;बहु}	समुच्चितः,9.2	समुच्चितः,9.2	N1				-
5.1	द्वन्द्वैः	6	द्वन्द्वैर्विमुक्ताः	द्वन्द्व{पुं}{3;बहु}/द्वन्द्व{नपुं}{3;बहु}	द्वन्द्व{पुं}{3;बहु}	कर्ता,6.1	कर्ता,6.1	N3	द्वन्द्वों_से	with_duality	-	-
6.1	विमुक्ताः	7	0	विमुक्त{पुं}{1;बहु}/विमुक्ता{स्त्री}{1;बहु}/विमुक्ता{स्त्री}{2;बहु}/विमुक्ता{स्त्री}{1;बहु}/विमुक्ता{स्त्री}{2;बहु}	वि_मुच्1{कृत्_प्रत्ययः:क्त;वि_मुचॢँ;तुदादिः;पुं}{1;बहु}	समुच्चितः,9.2	समुच्चितः,9.2	N1	विमुक्त	liberated	-	-
7.1	सुख-	5	सुखदुःखसंज्ञैर्गच्छन्त्यमूढाः	सुख	सुख	इतरेतर-द्वन्द्वः,7.2	इतरेतर-द्वन्द्वः,7.2	CP	सुख-दुःखनामक	named_happiness_and_distress	<<सुख-दुःख>Di-सञ्ज्ञैः>Bs6	-
7.2	दुःख-	-	-	दुःख	दुःख	बहुव्रीहिः,7.3	बहुव्रीहिः,7.3	CP				-
7.3	संज्ञैः	-	-	सञ्ज्ञ{पुं}{3;बहु}	सञ्ज्ञ{पुं}{3;बहु}	विशेषणम्,5.1	विशेषणम्,5.1	N3				-
8.1	गच्छन्ति	12	0	गच्छत्{नपुं}{1;बहु}/गच्छत्{नपुं}{2;बहु}/गम्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;गमॢँ;भ्वादिः}	गम्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;गमॢँ;भ्वादिः}	अभिहित_कर्म,9.1;सकर्मकः.1	अभिहित_कर्म,9.1;सकर्मकः.1	KP	प्राप्त_होते_हैं	attains	-	-
9.1	अ-	8	0	अमूढ{पुं}{1;बहु}/अमूढा{स्त्री}{1;बहु}/अमूढा{स्त्री}{2;बहु}	अमूढ{पुं}{1;बहु}	नञ्-तत्पुरुषः,9.2	नञ्-तत्पुरुषः,9.2	CP	ज्ञानीजन	unbewildered	<न-मूढाः>Tn	-
9.2	मूढाः	-	-			कर्ता,8.1	कर्ता,8.1	N1				-
10.1	पदम्	11	पदमव्ययं	पद्{पुं}{2;एक}/पद{नपुं}{1;एक}/पद{नपुं}{2;एक}	पद{नपुं}{2;एक}	कर्म,8.1	कर्म,8.1	N2	परमपद_को	situation	-	-
11.1	अ-	10	0	अव्यय{पुं}{2;एक}/व्ये1{कर्तरि;लङ्;उ;एक;परस्मैपदी;व्येञ्;भ्वादिः}/व्यय्1{कर्तरि;लङ्;उ;एक;परस्मैपदी;व्ययँ;भ्वादिः}	अव्यय{नपुं}{2;एक}	बहुव्रीहिः ,11.2	बहुव्रीहिः ,11.2	CP	अविनाशी	eternal	<न-व्ययं>Bsmn	-
11.2	व्ययम्	-	-			विशेषणम्,10.1	विशेषणम्,10.1	N2				-
12.1	तत्	9	तत्	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{2;एक}	विशेषणम्,10.1	विशेषणम्,10.1	N2	उस	that	-	-
13.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.2	समुच्चय_द्योतकः,9.2	NA				
