index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	ज्योतिषाम्		ज्योतिषाम्	ज्योतिस्{पुं;6;बहु}/ज्योतिस्{नपुं;6;बहु}	ज्योतिस्{पुं;6;बहु}	षष्ठीसम्बन्धः,4.1	षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,4.1	N6	सूर्य_के	सूर्य_के
2.1	अपि		अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	भी	भी
3.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;2;एक}	विशेषणम्,4.1	विशेषणम्,6.1#विशेषणम्,4.1#मुख्यकर्म,7.1#गौणकर्म,7.1	N2	उस	उस
4.1	ज्योतिः		ज्योतिः	ज्योतिस्{नपुं;1;एक}/ज्योतिस्{नपुं;2;एक}/ज्योतिस्{नपुं;8;एक}	ज्योतिस्{नपुं;2;एक}	कर्म,7.1	मुख्यकर्म,7.1#गौणकर्म,7.1	N2	ज्योति	ज्योति
5.1	तमसः		तमसः	तमस्{नपुं;5;एक}/तमस्{नपुं;6;एक}/तमस{पुं;1;एक}	तमस्{नपुं;5;एक}	विभक्तम्,6.1	गौणकर्म,7.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,1.1#तुलना_बिन्दुः,6.1#हेतुः5,7.1	N5	तमस_से	तमस_से
6.1	परम्		परम्	परम्{अव्य}/पर{सर्वनाम;पुं;2;एक}/पर{सर्वनाम;नपुं;1;एक}/पर{सर्वनाम;नपुं;2;एक}	पर{सर्वनाम;नपुं;1;एक}	कर्मसमानाधिकरणम्,7.1	विशेषणम्,4.1#विशेषणम्,3.1#मुख्यकर्म,7.1#गौणकर्म,7.1	N1	पर	पर
7.1	उच्यते		उच्यते	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	अभिहित_कर्म,4.1;सकर्मक	अभिहित_कर्म,4.1;सकर्मक	KP	कहा_जाता_है	कहा_जाता_है
8.1	ज्ञानं		ज्ञानं	ज्ञान{नपुं;1;एक}/ज्ञान{नपुं;2;एक}	ज्ञान{नपुं;1;एक}	कर्ता,13.1	कर्म,2.1#घटक,11.1.1#कर्ता,13.1	N1	ज्ञान	ज्ञान
9.1	ज्ञेयं		ज्ञेयं	ज्ञेय{पुं;2;एक}/ज्ञेय{पुं;2;एक(ज्ञा1;यत्;क्र्यादिः)}/ज्ञेय{नपुं;1;एक(ज्ञा1;यत्;क्र्यादिः)}/ज्ञेय{नपुं;2;एक(ज्ञा1;यत्;क्र्यादिः)}	ज्ञेय{पुं;2;एक(ज्ञा1;यत्;क्र्यादिः)}	विधेय_विशेषणम्,8.1	घटक,11.1.1#विधेय_विशेषणम्,8.1	N1	ज्ञेय_को	ज्ञेय_को
10.1	ज्ञान-		ज्ञान-गम्यं	ज्ञान	ज्ञान	तृतीया-तत्पुरुषः,10.2	तृतीया-तत्पुरुषः,10.2	CP	ज्ञान-	ज्ञान-
10.2	गम्यं		--	गम्य{पुं;2;एक(गम्1;यत्;भ्वादिः)}/गम्य{नपुं;1;एक(गम्1;यत्;भ्वादिः)}/गम्य{नपुं;2;एक(गम्1;यत्;भ्वादिः)}	गम्य{पुं;2;एक(गम्1;यत्;भ्वादिः)}	विधेय_विशेषणम्,8.1	कर्म,2.1#घटक,11.1.1#विधेय_विशेषणम्,8.1	N1		
11.1	हृदि		हृदि	हृद्{नपुं;7;एक}/हृदय{नपुं;7;एक}	हृद्{नपुं;7;एक}	अधिकरणम्,13.1	अधिकरणम्,3.2#अधिकरणम्,2.1#अधिकरणम्,13.1	N7	हृदय_में	हृदय_में
12.1	सर्वस्य		सर्वस्य	सर्व{सर्वनाम;पुं;6;एक}/सर्व{सर्वनाम;नपुं;6;एक}	सर्व{सर्वनाम;पुं;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,2.1#षष्ठीसम्बन्धः,1.1#षष्ठीसम्बन्धः,11.1	N6	सबके	सबके
13.1	विष्ठितम्		विष्ठितम्	वि_स्था{क्त_प्रत्यय;वि_स्था;भ्वादिः(विष्ठित;नपुं;1;एक)}	वि_स्था{क्त_प्रत्यय;वि_स्था;भ्वादिः(विष्ठित;नपुं;1;एक)}	अभिहित_कर्ता,8.1	अभिहित_कर्ता,8.1	KP		
14.1	.		.	-	-	-	-	FS	-	-
