index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	न	4	नैव	न{अव्य}	न{अव्य}	प्रतिषेधः,5.1.1	प्रतिषेधः,5.1.1	NA	न	no	-	-
2.1	एव	5	0।0	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही	certainly	-	-
3.1	तस्य	1	तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;पुं;6;एक}	कर्ता,4.1	कर्ता,4.1	N6	उसका_(महापुरुष_का)	that_(great_soul)	-	-
4.1	कृतेन	2	कृतेनार्थो	कृत{नपुं;3;एक}/कृत{पुं;3;एक(कृ3;क्त;डुकृञ्;:तनादिः)}/कृत{नपुं;3;एक(कृ3;क्त;डुकृञ्;:तनादिः)}/कृत{पुं;3;एक(कृ2;क्त;कृञ्;:स्वादिः)}/कृत{नपुं;3;एक(कृ2;क्त;कृञ्;:स्वादिः)}/कृत{पुं;3;एक(कृ1;क्त;कृञ्;:भ्वादिः)}/कृत{नपुं;3;एक;कृ1;क्त;कृञ्;भ्वादिः}	कृत{नपुं;3;एक;कृ1;क्त;कृञ्;भ्वादिः}	हेतुः,5.1.1	हेतुः,5.1.1	N3	कर्म_करने_से	by_action	-	-
5.1	अर्थः	3	0।0	अर्थ{पुं;1;एक}	अर्थ{पुं;1;एक}	कर्ता,5.1.1	कर्ता,5.1.1	N1	प्रयोजन	to_gain	-	-
5.1.1	(अस्ति)	6	(0।0)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,5.1;अकर्मकः.1	अभिहित_कर्ता,5.1;अकर्मकः.1	KP	(रहता_है)	is	-	-
6.1	न	10	नाकृतेनेह	न{अव्य}	न{अव्य}	प्रतिषेधः,9.1.1	प्रतिषेधः,9.1.1	NA	न	nor	-	-
7.1	अ-	8	0।0	अ	अ	नञ्-तत्पुरुषः,7.2	नञ्-तत्पुरुषः,7.2	CP	कर्मों_के_न_करने_से	by_abstaining_from_action	<न-कृतेन>Tn	-
7.2	कृतेन	-	-	कृत{नपुं;3;एक}	कृत{नपुं;3;एक}	हेतुः,9.1.1	हेतुः,9.1.1	N3				-
8.1	इह	7	0।0	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,9.1.1	देशाधिकरणम्,9.1.1	NA	यहाँ_(इस_विश्व_में)	in_this_(world)	-	-
9.1	कश्चन	9	कश्चन	किञ्चन{सर्वनाम;पुं;1;एक}	किञ्चन{सर्वनाम;पुं;1;एक}	कर्ता,9.1.1	कर्ता,9.1.1	N1	कोई	whatever	-	-
9.1.1	(अस्ति)	11	(0।0)	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,9.1;अकर्मकः.1	अभिहित_कर्ता,9.1;अकर्मकः.1	KP	(रहता_है)	is	-	-
10.1	न	17	न	न{अव्य}	न{अव्य}	प्रतिषेधः,15.2	प्रतिषेधः,15.2	NA	तथा	and	-	-
11.1	च	13	चास्य	च{अव्य}	च{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	तथा	and	-	-
12.1	अस्य	12	0।0	इदम्{सर्वनाम;पुं;6;एक}/इदम्{सर्वनाम;नपुं;6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;:दिवादिः}/इदम्{सर्वनाम;नपुं;6;एक}	इदम्{सर्वनाम;नपुं;6;एक}	षष्ठीसम्बन्धः,15.2	षष्ठीसम्बन्धः,15.2	N6	इसका	of_his	-	-
13.1	सर्व-	14	सर्वभूतेषु	सर्व	सर्व	कर्मधारयः,13.2	कर्मधारयः,13.2	CP	सम्पूर्ण_प्राणियों_में	on_any_creature	<सर्व-भूतेषु>K1	-
13.2	भूतेषु	-	-	भूत{नपुं;7;बहु}	भूत{नपुं;7;बहु}	निर्धारणम्,14.1	निर्धारणम्,14.1	N7				-
14.1	कश्चित्	15	कश्चिदर्थव्यपाश्रयः	किञ्चित्{सर्वनाम;पुं;1;एक}	किञ्चित्{सर्वनाम;पुं;1;एक}	कर्ता,15.2	कर्ता,15.2;विशेषणम्,15.2	N1	किंचिन्मात्र_भी	of_any_kind	-	-
15.1	अर्थ-	16	0।0	अर्थ	अर्थ	चतुर्थी-तत्पुरुषः,15.2	चतुर्थी-तत्पुरुषः,15.2;सप्तमी-तत्पुरुषः,15.2	CP	स्वार्थ_का_सम्बन्ध	selfish_dependence	<अर्थ-व्यपाश्रयः>T7	-
15.2	व्यपाश्रयः	-	-	व्यपाश्रय{पुं;1;एक}	व्यपाश्रय{पुं;1;एक}	अभिहित_कर्ता,14.1	अभिहित_कर्ता,14.1	N1				-
