index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यदा	1	यदा	यदा{अव्य}	यदा{अव्य}	कालाधिकरणम्,4.1;नित्यसम्बन्धः,11.1	कालाधिकरणम्,4.1;नित्यसम्बन्धः,11.1	NA	जब	when	-	-
2.1	भूत-	3	भूतपृथग्भावमेकस्थमनुपश्यति	भूत	भूत	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	भूतों_के_पृथक्_पृथक्_भाव_को	seperated_identities_of_living_identities	<भूत-पृथक्भावम्>T6	-
2.2	पृथग्भावम्	-	-	पृथक्	पृथक्	कर्म,4.1	कर्म,4.1	N2				-
3.1	एक-	4	0	एक	एक	उपपद_तत्पुरुषः,3.2	उपपद_तत्पुरुषः,3.2	CP	एक_परमात्मा_में_ही_स्थित	situated_in_one	<एक-स्थम्>U	-
3.2	स्थम्	-	-	स्थ{पुं;2;एक}/स्थ{नपुं;1;एक}/स्थ{नपुं;2;एक}	स्थ{पुं;2;एक}	समुच्चितम्,7.1	समुच्चितम्,7.1	N2				-
4.1	अनुपश्यति	9		अनु_दृश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अनु_दृश्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अनु_दृशिँर्;भ्वादिः}	अभिहितकर्ता,4.1.1;सकर्मकः.1	अभिहितकर्ता,4.1.1;सकर्मकः.1	KP	देखता_है	tries_to_see_through_authority	-	-
4.1.1	(सः)	2		(तद्{पुं;1;एक})	(तद्{पुं;1;एक})	कर्ता,4.1	कर्ता,4.1	N1	(वह)	he	-	-
5.1	ततः	6	तत	ततः{अव्य}	ततः{अव्य}	अपादानम्,8.1	अपादानम्,8.1	NA	उस_परमात्मा_से	thereafter	-	-
6.1	एव	7	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	ही	certainly	-	-
7.1	च	5	च	च{अव्य}	च{अव्य}	कर्मसमानाधिकरणम्,4.1	कर्मसमानाधिकरणम्,4.1	NA	तथा	also	-	-
8.1	विस्तारम्	8	विस्तारं	विस्तार{पुं;2;एक}	विस्तार{पुं;2;एक}	समुच्चितम्,7.1	समुच्चितम्,7.1	N2	सम्पूर्ण_भूतों_का_विस्तार	expanded	-	-
9.1	ब्रह्म	12	ब्रह्म	ब्रह्मन्{नपुं;1;एक}/ब्रह्मन्{नपुं;2;एक}	ब्रह्मन्{नपुं;1;एक}	कर्म,10.1	कर्म,10.1	N1	सच्चिदानन्दघन_ब्रह्म_को	the_Absolute	-	-
10.1	सम्पद्यते	13	सम्पद्यते	सम्_पद्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;पदँ;दिवादिः}/सम्_पद्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;पदँ;दिवादिः}	सम्_पद्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;सम्_पदँ;दिवादिः}	अभिहितकर्ता,11.1.1;सकर्मकः.1	अभिहितकर्ता,11.1.1;सकर्मकः.1	KP	प्राप्त_हो_जाता_है	attains	-	-
11.1	तदा	10	तदा	तदा{अव्य}	तदा{अव्य}	कालाधिकरणम्,10.1	कालाधिकरणम्,10.1	NA	उसी_क्षण	at_that_time	-	-
11.1.1	(सः)	11		(तद्{पुं;1;एक})	(तद्{पुं;1;एक})	कर्ता,10.1	कर्ता,10.1	N1	(वह)	he	-	-
