index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	कार्य-		कार्यकारणकर्तृत्वे	कार्य	कार्य	इतरेतर-द्वन्द्वः,1.2	इतरेतर-द्वन्द्वः,1.2	CP	कार्य-	कार्य-
1.2	कारण-		--	कारण	कारण	षष्ठी-तत्पुरुषः,1.3	षष्ठी-तत्पुरुषः,1.3	CP	कारण-	कारण-
1.3	कर्तृत्वे		--	कर्तृत्व{पुं;7;एक}	कर्तृत्व{पुं;7;एक}	अधिकरणम्,4.1	अधिकरणम्,4.1#अधिकरणम्,2.1	N7		
2.1	हेतुः		हेतुः	हेतु{पुं;1;एक}/हेतृ{पुं;5;एक(हि1;तृच्;स्वादिः)}/हेतृ{पुं;6;एक(हि1;तृच्;स्वादिः)}/हेतृ{नपुं;5;एक(हि1;तृच्;स्वादिः)}/हेतृ{नपुं;6;एक(हि1;तृच्;स्वादिः)}	हेतृ{पुं;6;एक(हि1;तृच्;स्वादिः)}	विधेय_विशेषणम्,3.1	षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.3#हेतुः5,4.1#गौणकर्म,4.1#विधेय_विशेषणम्,3.1	N6		
3.1	प्रकृतिः		प्रकृतिरुच्यते 	प्रकृति{स्त्री;1;एक}	प्रकृति{स्त्री;1;एक}	कर्म,4.1	गौणकर्म,4.1	N1	प्रकृति	प्रकृति
4.1	उच्यते			ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	अभिहित_कर्म,3.1;सकर्मक	-	KP	कही_जाती_है	कही_जाती_है
5.1	पुरुषः		पुरुषः	पुरुष{पुं;1;एक}	पुरुष{पुं;1;एक}	कर्म,9.1	गौणकर्म,5.1#कर्म,9.1	N1	पुरुष	पुरुष_को
6.1	सुख-		सुखदुःखानां	सुख	सुख	इतरेतर-द्वन्द्वः,6.2	इतरेतर-द्वन्द्वः,6.2	CP	सुख-	सुख-
6.2	दुःखानां		--	दुःख{नपुं;6;बहु}/दुःखा{स्त्री;6;बहु}/दुःख{पुं;6;बहु}	दुःख{नपुं;6;बहु}	षष्ठीसम्बन्धः,7.1	हेतुः,4.1#षष्ठीसम्बन्धः,4.1#षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,1.1#षष्ठीसम्बन्धः,7.1	N6	दुःखों_का	दुःखों_का
7.1	भोक्तृत्वे		भोक्तृत्वे	भोक्तृत्व{पुं;7;एक}	भोक्तृत्व{पुं;7;एक}	अधिकरणम्,9.1	अधिकरणम्,5.1#अधिकरणम्,4.1#अधिकरणम्,9.1	N7	भोक्तृत्व_में	भोक्तृत्व_में
8.1	हेतुः		हेतुरुच्यते 	हेतु{पुं;1;एक}/हेतृ{पुं;5;एक(हि1;तृच्;स्वादिः)}/हेतृ{पुं;6;एक(हि1;तृच्;स्वादिः)}/हेतृ{नपुं;5;एक(हि1;तृच्;स्वादिः)}/हेतृ{नपुं;6;एक(हि1;तृच्;स्वादिः)}	हेतृ{पुं;5;एक(हि1;तृच्;स्वादिः)}	विधेय_विशेषणम्,5.1	षष्ठीसम्बन्धः,3.1#षष्ठीसम्बन्धः,2.2#षष्ठीसम्बन्धः,1.1#हेतुः5,5.1#गौणकर्म,5.1#विधेय_विशेषणम्,5.1	N5		
9.1	उच्यते			ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	ब्रू1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;अदादिः}	अभिहित_कर्म,5.1;सकर्मक	-	KP	कहा_जाता_है	कहा_जाता_है
	.		.	-	-	-	-	FS	-	-
