index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यतन्तः	1	यतन्तो	यत्1{कृत्_प्रत्ययः:शतृ;यतीँ;भ्वादिः;पुं}{1;बहु}	यत्1{कृत्_प्रत्ययः:शतृ;यतीँ;भ्वादिः;पुं}{1;बहु}	विशेषणम्,2.1	विशेषणम्,2.1	N1	यत्न_करनेवाले	endeavoring	-	-
2.1	योगिनः	2	योगिनश्चैनं	योगिन्{पुं}{1;बहु}/योगिन्{पुं}{2;बहु}/योगिन्{पुं}{5;एक}/योगिन्{पुं}{6;एक}	योगिन्{पुं}{1;बहु}	कर्ता,5.1	कर्ता,5.1	N1	योगीजन_भी	transcendentalists	-	-
3.1	च	7	0	च{अव्य}	च{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	किंतु	also	-	-
4.1	एनम्	5	0	इदम्{पुं}{2;एक}	इदम्{पुं}{2;एक}	कर्म,5.1	कर्म,5.1	N2	इसको_(आत्मा_को)	this	-	-
5.1	पश्यन्ति	6	पश्यन्त्यात्मन्यवस्थितम्	पश्यत्{नपुं}{1;बहु}/पश्यत्{नपुं}{2;बहु}/दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,2.1;सकर्मकः.1	अभिहित_कर्ता,2.1;सकर्मकः.1	KP	तत्त्व_से_जानते_हैं	can_see	-	-
6.1	आत्मनि	3	0	आत्मन्{पुं}{7;एक}	आत्मन्{पुं}{7;एक}	अधिकरणम्,7.1	अधिकरणम्,7.1	N7	अपने_हृदय_में	in_the_self	-	-
7.1	अवस्थितम्	4	0	अवस्थित{पुं}{2;एक}/अवस्थित{नपुं}{1;एक}/अवस्थित{नपुं}{2;एक}	अव_स्था1{कृत्_प्रत्ययः:क्त;अव_ष्ठा;भ्वादिः;नपुं}{2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N2	स्थित	situated	-	-
8.1	यतन्तः	10	यतन्तोऽप्यकृतात्मानो	यत्1{कृत्_प्रत्ययः:शतृ;यतीँ;भ्वादिः;पुं}{1;बहु}	यत्1{कृत्_प्रत्ययः:शतृ;यतीँ;भ्वादिः;पुं}{1;बहु}	विशेषणम्,14.2	विशेषणम्,14.2	N1	यत्न_करते_रहने_पर	endeavoring	-	-
9.1	अपि	11	0	अपि{अव्य}	अपि{अव्य}	व्यभिचार_द्योतकः,8.1	व्यभिचार_द्योतकः,8.1	NA	भी	although	-	-
10.1	अ-	8	0	अकृतात्मन्{पुं}{1;बहु}	न	नञ्-तत्पुरुषः,10.2	नञ्-तत्पुरुषः,10.2	CP	जिन्होंने_अपने_अन्तःकरण_को_शुद्ध_नहीं_किया_है	without_self-realization	<न-<कृत-आत्मानः>Bs6>Tn	-
10.2	कृत-	-	-		कृत	बहुव्रीहिः,10.3	बहुव्रीहिः,10.3	CP				-
10.3	आत्मानः	-	-		आत्मन्{पुं}{1;बहु}	समुच्चितः,14.2	समुच्चितः,14.2	N1				-
11.1	न	13	नैनं	न{अव्य}	न{अव्य}	प्रतिषेधः,13.1	प्रतिषेधः,13.1	NA	नहीं	does_not	-	-
12.1	एनम्	12	0	इदम्{पुं}{2;एक}	इदम्{पुं}{2;एक}	कर्म,13.1	कर्म,13.1	N2	इसको_(आत्मा_को)	this	-	-
13.1	पश्यन्ति	14	पश्यन्त्यचेतसः	पश्यत्{नपुं}{1;बहु}/पश्यत्{नपुं}{2;बहु}/दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,14.1;सकर्मकः.1	अभिहित_कर्ता,14.1;सकर्मकः.1	KP	देखते_हैं	see	-	-
14.1	अ-	9	0	अचेतस्{पुं}{1;बहु}/अचेतस्{पुं}{2;बहु}/अचेतस्{पुं}{5;एक}/अचेतस्{पुं}{6;एक}/अचेतस्{नपुं}{5;एक}/अचेतस्{नपुं}{6;एक}	न	बहुव्रीहिः ,14.2	बहुव्रीहिः ,14.2	CP	अज्ञानीजन	undeveloped_mind	<न-चेतसः>Bsmn	-
14.2	चेतसः	-	-		चेतस्{नपुं}{1;बहु}	कर्ता,13.1	कर्ता,13.1	N1				-
15.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.3	समुच्चय_द्योतकः,10.3	NA				
												
