index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	कुतः	9	कुतस्त्वा	कुतः{अव्य}	कुतः{अव्य}	अपादानम्,6.1	अपादानम्,6.1	NA	किस_हेतु_से	how	-	-
2.1	त्वा	8		युष्मद्{2;एक}	युष्मद्{2;एक}	कर्म,6.1	कर्म,6.1	N2	तुमको	unto_you	-	-
3.1	कश्मलम्	6	कश्मलमिदं	कश्मल{नपुं;1;एक}/कश्मल{नपुं;1;एक}	कश्मल{नपुं;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	मोह	infatuation	-	-
4.1	इदम्	5		इदम्{नपुं;1;एक}	इदम्{नपु;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	यह	this	-	-
5.1	विषमे	7	विषमे	विषम{पुं;7;एक}/विषम{नपुं;1;द्वि}/विषम{नपुं;2;द्वि}/विषम{नपुं;7;एक}/विषमा{स्त्री;1;द्वि}/विषमा{स्त्री;2;द्वि}	विषम{नपुं;7;एक}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	असमय_में	at_this_odd_hour	-	-
6.1	समुपस्थितम्	10	समुपस्थितम्	सम्_उप_स्था1{कृत्_प्रत्ययः:क्त;सम्_उप_ष्ठा;भ्वादिः(समुपस्थित;नपुं;1;एक)}	सम्_उप_स्था1{कृत्_प्रत्ययः:क्त;सम्_उप_ष्ठा;भ्वादिः(समुपस्थित;नपुं;1;एक)}	अभिहित_कर्म,3.1;सकर्मकः.1	अभिहित_कर्म,3.1;सकर्मकः.1	N1	प्राप्त_हुआ	has_overtaken	-	-
7.1	अन्-	2	अनार्यजुष्टमस्वर्ग्यमकीर्तिकरमर्जुन	अन्	अन्	नञ्-तत्पुरुषः,7.2	नञ्-तत्पुरुषः,7.2	CP	न_तो_यह_श्रेष्ठ_पुरुषों_द्वारा_आचरित	shunned_by_noble_souls	<न-<आर्य-जुष्टम्>T3>Tn	-
7.2	आर्य-	-	-	आर्य	आर्य	तृतीया-तत्पुरुषः,7.3	तृतीया-तत्पुरुषः,7.3	CP				-
7.3	जुष्टम्	-	-	जुष्ट{पुं;2;एक}/जुष्ट{नपुं;1;एक}/जुष्ट{नपुं;2;एक}	जुष्ट{नपुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1				-
8.1	अ-	3		अ	अ	नञ्-तत्पुरुषः,8.2	नञ्-तत्पुरुषः,8.2	CP	न_स्वर्ग_को_देनेवाला	neither_heaven	<न-स्वर्ग्यम्>Tn	-
8.2	स्वर्ग्यम्	-	-	स्वर्ग्य{पुं;2;एक}/स्वर्ग्य{नपुं;1;एक}/स्वर्ग्य{नपुं;2;एक}	स्वर्ग्य{नपुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1				-
9.1	अ-	4		अ	अ	नञ्-तत्पुरुषः,9.2	नञ्-तत्पुरुषः,9.2	CP	न_कीर्तिवाला	nor_fame	<न-<कीर्ति-करम्>U>Tn	-
9.2	कीर्ति-	-	-	कीर्ति	कीर्ति	उपपद-तत्पुरुषः,9.3	उपपद-तत्पुरुषः,9.3	CP				-
9.3	करम्	-	-	कर{पुं;2;एक}/कर{नपुं;1;एक}/कर{नपुं;2;एक}	कर{नपुं;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1				-
10.1	अर्जुन	1		अर्जुन{पुं;8;एक}	अर्जुन{पुं;8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8	हे_अर्जुन	O_Arjuna	-	-
