index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	स्व-	10	स्वभावजेन	स्व-	स्व-	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	स्वाभाविक	by_one's_own_nature	<<स्व-भाव>T6-जेन>U	-
1.2	भाव-	-	-	भाव-	भाव-	उपपद-तत्पुरुषः,1.3	उपपद-तत्पुरुषः,1.3	CP				-
1.3	जेन	-	-	स्वभावज{पुं}{3;एक}/स्वभावज{नपुं}{3;एक}	स्वभावज{पुं}{3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3				-
2.1	कौन्तेय	1	कौन्तेय	कौन्तेय{पुं}{8;एक}	कौन्तेय{पुं}{8;एक}	सम्बोध्यः,11.1	सम्बोध्यः,11.1	N8	हे_कुन्तीपुत्र	O_son_of_Kunti	-	-
3.1	निबद्धः	12	निबद्धः	निबद्ध{पुं}{1;एक}	नि_बन्ध्1{कृत्_प्रत्ययः:क्त;नि_बन्धँ;क्र्यादिः;पुं}{1;एक}	विशेषणम्,14.1.1	विशेषणम्,14.1.1	N1	बँधा_हुआ	conditioned	-	-
4.1	स्वेन	9	स्वेन	स्व{पुं}{3;एक}/स्व{नपुं}{3;एक}/स्व{पुं}{3;एक}/स्व{नपुं}{3;एक}	स्व{नपुं}{3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3	अपने	by_one's_own	-	-
5.1	कर्मणा	11	कर्मणा	कर्मन्{नपुं}{3;एक}	कर्मन्{नपुं}{3;एक}	करणम्,6.1	करणम्,6.1	N3	कर्म_से	activities	-	-
6.1	कर्तुम्	4	कर्तुं	कृ1{कृत्_प्रत्ययः:तुमुन्;कृञ्;भ्वादिः}/कृ2{कृत्_प्रत्ययः:तुमुन्;कृञ्;स्वादिः}/कृ3{कृत्_प्रत्ययः:तुमुन्;डुकृञ्;तनादिः}	कृ3{कृत्_प्रत्ययः:तुमुन्;डुकृञ्;तनादिः}	प्रयोजनम्,8.1	प्रयोजनम्,8.1	NA	करना	to_do	-	-
7.1	न	5	नेच्छसि	न{अव्य}/नस्{स्त्री}{8;एक}	न{अव्य}	प्रतिषेधः,8.1	प्रतिषेधः,8.1	NA	नहीं	not	-	-
8.1	इच्छसि	6	0	इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;इषुँ;तुदादिः}	इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;इषुँ;तुदादिः}	-	-	KP	चाहता	like	-	-
9.1	यत्	2	यन्मोहात्करिष्यस्यवशोऽपि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,6.1;नित्यसम्बन्धः,14.1	कर्म,6.1;नित्यसम्बन्धः,14.1	N2	जिसको_(कर्म_को)	that	-	-
10.1	मोहात्	3	0	मोह{पुं}{5;एक}	मोह{पुं}{5;एक}	हेतुः,6.1	हेतुः,6.1	N5	मोह_के_कारण	by_illusion	-	-
11.1	करिष्यसि	15	0	कृ2{कर्तरि;लृट्;म;एक;परस्मैपदी;कृञ्;स्वादिः}/कृ3{कर्तरि;लृट्;म;एक;परस्मैपदी;डुकृञ्;तनादिः}/कॄ1{कर्तरि;लृट्;म;एक;परस्मैपदी;कॄ;तुदादिः}/कॄ2{कर्तरि;लृट्;म;एक;परस्मैपदी;कॄञ्;क्र्यादिः}	कृ3{कर्तरि;लृट्;म;एक;परस्मैपदी;डुकृञ्;तनादिः}	अभिहित_कर्ता,14.1.1;सकर्मकः.1	अभिहित_कर्ता,14.1.1;सकर्मकः.1	KP	करोगे	will_act	-	-
12.1	अ-	14	0	अ-	अ-	नञ्-तत्पुरुषः,12.2	नञ्-तत्पुरुषः,12.2	CP	परवश_होकर	imperceptibly	<न-वशः>Tn	-
12.2	वशः	-	-	अवश{पुं}{1;एक}/अवशस्{स्त्री}{1;एक}	अवश{पुं}{1;एक}	विशेषणम्,14.1.1	विशेषणम्,14.1.1	N1				-
13.1	अपि	8	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	भी	also	-	-
14.1	तत्	7	तत्	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{1;एक}	कर्म,11.1	कर्म,11.1	N1	उसको	that	-	-
14.1.1	(त्वम्)	13	(0)	(युष्मद्{1;एक})	(युष्मद्{1;एक})	कर्ता,11.1	कर्ता,11.1	N1	(तुम)	you	-	-
												
