index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	यम्	3	यं	यद्{सर्वनाम;पुं;2;एक}	यद्{सर्वनाम;पुं;2;एक}	विशेषणम्,6.1;नित्य_सम्बन्धः,10.1	विशेषणम्,6.1;नित्य_सम्बन्धः,10.1	N2	जिस	to_whom	-	-
2.1	हि	2	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	क्योंकि	because	-	-
3.1	न	8	न	न{अव्य}	न{अव्य}	प्रतिषेधः,4.1	प्रतिषेधः,4.1	NA	नहीं	not	-	-
4.1	व्यथयन्ति	9	व्यथयन्त्येते	व्यथ्1_णिच्{कर्तरि;लट्;प्र;बहु;परस्मैपदी;व्यथँ;भ्वादिः}	व्यथ्1_णिच्{कर्तरि;लट्;प्र;बहु;परस्मैपदी;व्यथँ_णिच्;भ्वादिः}	अभिहित_कर्ता,5.1;सकर्मकः.1	अभिहित_कर्ता,5.1;सकर्मकः.1	KP	व्याकुल_करते	is_tormented	-	-
5.1	एते	7		एता{स्त्री;1;द्वि}/एता{स्त्री;2;द्वि}/एता{स्त्री;8;एक}/एता{स्त्री;8;द्वि}/एतद्{पुं;1;बहु}/एतद्{स्त्री;1;द्वि}/एतद्{स्त्री;2;द्वि}/एतद्{नपुं;1;द्वि}/एतद्{नपुं;2;द्वि}	एतद्{नपुं;2;द्वि}	कर्ता,4.1	कर्ता,4.1	N2	ये	these	-	-
6.1	पुरुषम्	6	पुरुषं	पुरुष{पुं;2;एक}	पुरुष{पुं;2;एक}	कर्म,4.1	कर्म,4.1	N2	पुरुष_को	to_man	-	-
7.1	पुरुष-	1	पुरुषर्षभ	पुरुष	पुरुष	सप्तमी-तत्पुरुषः,7.2	सप्तमी-तत्पुरुषः,7.2	CP	हे_पुरुषश्रेष्ठ	O_best_among_men	<पुरुष-ऋषभ>K5	-
7.2	ऋषभ	-	-	ऋषभ{पुं;8;एक}	ऋषभ{पुं;8;एक}	सम्बोध्यः,4.1	सम्बोध्यः,4.1	N8				-
8.1	सम-	4	समदुःखसुखं	सम	सम	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	दुःख-सुख_को_समान_समझनेवाले	one_to_whom_pain_and_pleasure_are_alike	<सम-<दुःख-सुखम्>Di>Bs6	-
8.2	दुःख-	-	-	दुःख	दुःख	इतरेतर-द्वन्दः,8.3	इतरेतर-द्वन्दः,8.3	CP				-
8.3	सुखम्	-	-	सुखम्{अव्य}/सुख{पुं;2;एक}/सुख{नपुं;1;एक}/सुख{नपुं;2;एक}	सुख{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2				-
9.1	धीरम्	5	धीरं	धीर{पुं;2;एक}/धीर{नपुं;1;एक}/धीर{नपुं;2;एक}	धीर{पुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	धीर	to_the_wise	-	-
10.1	सः	10	सोऽमृतत्वाय	तद्{पुं;1;एक}	तद्{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	वह	he	-	-
11.1	अमृतत्वाय	11		अमृतत्व{नपुं;4;एक}	अमृतत्व{नपुं;4;एक}	प्रयोजनम्,12.1	प्रयोजनम्,12.1	N4	मोक्ष_के	for_immortality	-	-
12.1	कल्पते	12	कल्पते	कल्पता{स्त्री;1;द्वि}/कल्पता{स्त्री;2;द्वि}/कल्पता{स्त्री;8;एक}/कल्पता{स्त्री;8;द्वि}/कृप्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;कृपूँ;भ्वादिः}	कृप्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;कृपूँ;भ्वादिः}	अभिहित_कर्ता,10.1;अकर्मकः.1	अभिहित_कर्ता,10.1;अकर्मकः.1	KP	योग्य_होता_है	becomes_eligible	-	-
