index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	राज-	3	राजविद्या	राजन्	राजन्	षष्ठी-तत्पुरुषः,1.2	षष्ठी-तत्पुरुषः,1.2	CP	सब_विद्याओं_का_राजा	the_king_of_education	<राज-विद्या>T6	-
1.2	विद्या	-	-	विद्या{स्त्री}{1;एक}	विद्या{स्त्री}{1;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1				-
2.1	राज-	4	राजगुह्यं	राजन्	राजन्	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	सब_गोपनीयों_का_राजा	the_king_of_confidential_knowledge	<राज-गुह्यं>T6	-
2.2	गुह्यम्	-	-	गुह्य{पुं}{2;एक}/गुह्य{नपुं}{1;एक}/गुह्य{नपुं}{2;एक}	गुह्य{नपुं}{1;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1				-
3.1	पवित्रम्	5	पवित्रमिदमुत्तमम्	पवित्र{पुं}{2;एक}	पवित्र{पुं}{1;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1	अति_पवित्र	the_purest	-	-
4.1	इदम्	1	0	इदम्{नपुं}{1;एक}/इदम्{नपुं}{2;एक}	इदम्{नपुं}{1;एक}	विशेषणम्,12.1	विशेषणम्,12.1	N1	यह_विज्ञानसहित_ज्ञान	this	-	-
5.1	उत्तमम्	6	0	उत्तम{पुं}{2;एक}/उत्तम{नपुं}{1;एक}/उत्तम{नपुं}{2;एक}	उत्तम{नपुं}{1;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1	अति_उत्तम	transcendental	-	-
6.1	प्रत्यक्ष-	7	प्रत्यक्षावगमं	प्रत्यक्षावगम{पुं}{2;एक}/प्रत्यक्षावगम{नपुं}{1;एक}/प्रत्यक्षावगम{नपुं}{2;एक}	प्रत्यक्ष	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2	CP	प्रत्यक्ष_फलवाला	directly_experienced	<प्रत्यक्ष-अवगमम्>Bs6	-
6.2	अवगमम्	-	-		अवगम{नपुं}{1;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1				-
7.1	धर्म्यम्	8	धर्म्यं	धर्म्य{पुं}{2;एक}/धर्म्य{नपुं}{1;एक}/धर्म्य{नपुं}{2;एक}	धर्म्य{पुं}{2;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N2	धर्मयुक्त_साधन	the_principle_of_religion	-	-
8.1	सुसुखम्	11	सुसुखं	सुसुख{पुं}{2;एक}/सुसुख{नपुं}{1;एक}/सुसुख{नपुं}{2;एक}	सुसुख{नपुं}{1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N1	बड़ा_सुगम	very_happy	-	-
9.1	कर्तुम्	10	कर्तुमव्ययम्	कृ1{कृत्_प्रत्ययः:तुमुन्;कृञ्;भ्वादिः}/कृ2{कृत्_प्रत्ययः:तुमुन्;कृञ्;स्वादिः}/कृ3{कृत्_प्रत्ययः:तुमुन्;डुकृञ्;तनादिः}	कृ3{कृत्_प्रत्ययः:तुमुन्;डुकृञ्;तनादिः}	तुमुन्कर्म,13.1	तुमुन्कर्म,13.1	NA	करने_में	to_execute	-	-
10.1	अ-	12	0	अ	अव्यय{पुं}{1;एक}	बहुव्रीहिः ,10.2	बहुव्रीहिः ,10.2	CP	अविनाशी	everlasting	<न-व्ययम्>Bsmn	-
10.2	व्ययम्	-	-	व्यय{पुं}{2;एक}/व्यय{नपुं}{1;एक}/व्यय{नपुं}{2;एक}		विधेय_विशेषणम्,14.1	विधेय_विशेषणम्,14.1	N1				-
11.1	(अस्ति)	13	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})			KP	(है)	is	-	-
12.1	(ज्ञानम्)	2	0	ज्ञानम्{नपुं}{1;एक}/ज्ञानम्{नपुं}{2;एक}	ज्ञानम्{नपुं}{1;एक}	कर्ता,11.1	कर्ता,11.1	N1				
13.1	(अस्ति)			(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})			KP				
14.1	(ज्ञानम्)			ज्ञानम्{नपुं}{1;एक}/ज्ञानम्{नपुं}{2;एक}	ज्ञानम्{नपुं}{1;एक}	कर्ता,13.1	कर्ता,13.1	N1				
