index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यत्	2	यदक्षरं	यत्{अव्य}/यद्{नपुं;1;एक}/यद्{नपुं;2;एक}/यत्{अव्य}	यद्{नपुं;2;एक}	कर्म,4.1	कर्म,4.1;विशेषणम्,2.1;नित्यसम्बन्धः,13.1	N2	जिस_सच्चिदानन्दघनरूप_परमपद_को	that_which	-	-	नित्यसम्बन्धः,13.1
2.1	अ-	3	0	अ	अ	नञ्-तत्पुरुषः,2.2	नञ्-तत्पुरुषः,2.2	CP	अविनाशी	inexhaustible	<न-क्षरम्>Tn	-
2.2	क्षरम्	-	-	क्षर{नपुं;1;एक}/क्षर{नपुं;2;एक}	क्षर{नपुं;2;एक}	कर्मसमानाधिकरणम्,4.1	कर्मसमानाधिकरणम्,4.1;कर्म,4.1	N2				-
3.1	वेद-	1	वेदविदो	वेद	वेद	उपपद-तत्पुरुषः,3.2	उपपद-तत्पुरुषः,3.2	CP	वेद_के_जाननेवाले_विद्वान्	a_person_conversant_with_the_Vedas	<वेद-विदः>U	-
3.2	विदः	-	-	विद्{पुं;1;बहु}	विद्{पुं;1;बहु}	कर्ता,4.1	कर्ता,4.1	N1				-
4.1	वदन्ति	4	वदन्ति	वदत्{नपुं;1;बहु}/वदत्{नपुं;2;बहु}/वद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;वदँ;भ्वादिः}	वद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;वदँ;भ्वादिः}	अभिहित_कर्ता,3.2	अभिहित_कर्ता,3.2;समुच्चितम्,12.1	KP	कहते_हैं	say	-	-
5.1	विशन्ति	8	विशन्ति	विशत्{नपुं;1;बहु}/विशत्{नपुं;2;बहु}/विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}	विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}	अभिहित_कर्ता,7.1	अभिहित_कर्ता,7.1;समुच्चितम्,12.1	KP	प्रवेश_करते_हैं	enters	-	-
6.1	यत्	7	यद्यतयो	यत्{अव्य}/यद्{नपुं;1;एक}/यद्{नपुं;2;एक}/यत्{अव्य}	यद्{नपुं;2;एक}	कर्म,5.1	कर्म,5.1;नित्यसम्बन्धः,13.1	N2	जिसमें	in_which	-	-	नित्यसम्बन्धः,13.1
7.1	यतयः	6	0	यति{पुं;1;बहु}/यति{स्त्री;1;बहु}	यति{पुं;1;बहु}	कर्ता,5.1	कर्ता,5.1	N1	यत्नशील_संन्यासी_महात्माजन	great_sages	-	-
8.1	वीत-	5	वीतरागाः	वीत	वीत	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	आसक्तिरहित	in_the_renounced_order_of_life	<वीत-रागाः>Bs5	-
