index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अहम्	1	अहं	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,8.1	कर्ता,8.1	N1	मैं	I	-	-
2.1	वैश्वानरः	6	वैश्वानरो	वैश्वानर{पुं}{1;एक}	वैश्वानर{पुं}{1;एक}	कर्तृसमानाधिकरणम्,3.1	कर्तृसमानाधिकरणम्,3.1	N1	वैश्वानर_अग्निरूप	by_My_plenary_portion_as_the_digesting_fire	-	-
3.1	भूत्वा	7	भूत्वा	अस्2{क्त्वा;असँ;अदादिः}	भू1{कृत्_प्रत्ययः:क्त्वा;भू;भ्वादिः}	पूर्वकालः,8.1	पूर्वकालः,8.1	NA	होकर	becoming	-	-
4.1	प्राणिनाम्	2	प्राणिनां	प्राणिन्{पुं}{6;बहु}/प्राणिन्{नपुं}{6;बहु}	प्राणिन्{पुं}{6;बहु}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	सब_प्राणियों_के	of_all_living_entities	-	-
5.1	देहम्	3	देहमाश्रितः	देह{पुं}{2;एक}/देह{नपुं}{1;एक}/देह{नपुं}{2;एक}	देह{नपुं}{2;एक}	कर्म,6.1	कर्म,6.1	N2	शरीर_में	body	-	-
6.1	आश्रितः	4	0	आश्रित{पुं}{1;एक}	आङ्_श्रि1{कृत्_प्रत्ययः:क्त;आङ्_श्रिञ्;भ्वादिः;पुं}{1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1	स्थित_रहनेवाला	situated	-	-
7.1	प्राण-	5	प्राणानापानसमायुक्तः	प्राणानापानसमायुक्त{पुं}{1;एक}	प्राण	इतरेतरद्वन्द्वः,7.2	इतरेतरद्वन्द्वः,7.2	CP	प्राण_और_अपान_से_संयुक्त	keeping_balanced_outgoing_air_and_down-going_air	<<प्राण-अपान>Di-समायुक्तः>T3	-
7.2	अपान-	-	-		अपान	तृतीया_तत्पुरुषः,7.3	तृतीया_तत्पुरुषः,7.3	CP				-
7.3	समायुक्तः	-	-		सम्_आङ्_युज्2{कृत्_प्रत्ययः:क्त;सम्_आङ्_युजिँर्;रुधादिः;पुं}{1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1				-
8.1	पचामि	10	पचाम्यन्नं	पच्1{कर्तरि;लट्;उ;एक;परस्मैपदी;डुपचँष्;भ्वादिः}	पच्1{कर्तरि;लट्;उ;एक;परस्मैपदी;डुपचँष्;भ्वादिः}	अभिहित_कर्ता,1.1;सकर्मकः.1	अभिहित_कर्ता,1.1;सकर्मकः.1	KP	पचाता_हूँ	digest	-	-
9.1	अन्नम्	9	0	अन्न{नपुं}{1;एक}/अन्न{नपुं}{2;एक}	अन्न{नपुं}{2;एक}	कर्म,8.1	कर्म,8.1	N2	अन्न_को	foodstuff	-	-
10.1	चतुर्-	8	चतुर्विधम्	चतुर्विध{पुं}{2;एक}/चतुर्विध{नपुं}{1;एक}/चतुर्विध{नपुं}{2;एक}	चतुर्	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	CP	चार_प्रकार_के	four_kinds_of	<चतुर्-विधम्>Bs6	-
10.2	विधम्	-	-		विध{नपुं}{2;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N2				-
												
