index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	स्थित-	3	स्थितप्रज्ञस्य	स्थित	स्थित	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	स्थिरबुद्धि_पुरुष_का	of_the_man_of_stable_mind	<स्थित-प्रज्ञस्य>Bs6	-
1.2	प्रज्ञस्य	-	-	प्रज्ञ{पुं;6;एक}/प्रज्ञ{नपुं;6;एक}	प्रज्ञ{पुं;6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6				-
2.1	का	4	का	किम्{स्त्री}{1;एक}	किम्{स्त्री;1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	क्या	what	-	-
3.1	भाषा	5	भाषा	भाषा{स्त्री;1;एक}	भाषा{स्त्री;1;एक}	कर्ता,5.1.1	कर्ता,5.1.1	N1	लक्षण	definition_(mark)	-	-
4.1	समाधि-	2	समाधिस्थस्य	समाधि	समाधि	उपपद-तत्पुरुषः,4.2	उपपद_तत्पुरुषः,4.2	CP	समाधि_में_स्थित	of_a_God-realized_soul,_stable_of_mind_and_established_in_Samadhi	<समाधि-स्थस्य>U	-
4.2	स्थस्य	-	-	स्थ{पुं;6;एक}	स्थ{पुं;6;एक}	विशेषणम्,1.2	विशेषणम्,1.2	N6				-
5.1	केशव	1	केशव	केशव{पुं;8;एक}	केशव{पुं;8;एक}	सम्बोध्यः,5.1.1	सम्बोध्यः,5.1.1	N8	हे_केशव	O_Krsna	-	-
5.1.1	(अस्ति)	6		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,2.1;अकर्मकः.1	अभिहित_कर्ता,2.1;अकर्मकः.1	KP	(है)	is	-	-
6.1	स्थित-	7	स्थितधीः	स्थित	स्थित	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2	CP	स्थिरबुद्धि_पुरुष	the_man_of_stable_mind	<स्थित-धीः>Bs6	-
6.2	धीः	-	-	धी{स्त्री;1;एक}/धी{स्त्री;8;एक}	धी{पुं;1;एक}	कर्ता,8.1	कर्ता,8.1	N1				-
7.1	किम्	8	किं	किम्{नपुं;1;एक}/किम्{नपुं;2;एक}	किम्{नपुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	कैसे	how	-	-
8.1	प्रभाषेत	9	प्रभाषेत	प्र_भाष्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;भाषँ;भ्वादिः}	प्र_भाष्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;प्र_भाषँ;भ्वादिः}	अभिहित_कर्ता,6.2;सकर्मकः.1	अभिहित_कर्ता,6.2;सकर्मकः.1	KP	बोलता_है	does_speak	-	-
9.1	किम्	11	किमासीत	किम्{नपुं;1;एक}/किम्{नपुं;2;एक}	किम्{नपुं;2;एक}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	N2	कैसे	how	-	-
10.1	आसीत	12		आस्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;आसँ;अदादिः}	आस्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;आसँ;अदादिः}	अभिहित_कर्ता,10.1.1;अकर्मकः.1	अभिहित_कर्ता,10.1.1;अकर्मकः.1	KP	बैठता_है	does_sit	-	-
10.1.1	(स्थित-	10		(स्थित)	(स्थित)	बहुव्रीहिः,10.1.2	बहुव्रीहिः,10.1.2	CP	(स्थिरबुद्धि_पुरुष)	the_man_of_stable_mind	<स्थित-धीः>Bs6	-
10.1.2	धीः)	-	-	(धी{स्त्री;1;एक})/(धी{स्त्री;8;एक})	(धी{पुं;1;एक})	कर्ता,10.1	कर्ता,10.1	N1				-
11.1	व्रजेत	15	व्रजेत	व्रज्1{कर्तरि;विधिलिङ्;म;बहु;परस्मैपदी;व्रजँ;भ्वादिः}	व्रज्1{कर्तरि;विधिलिङ्;म;बहु;परस्मैपदी;व्रजँ;भ्वादिः}	अभिहित_कर्ता,12.1.1;सकर्मकः.1	अभिहित_कर्ता,12.1.1;सकर्मकः.1	KP	चलता_है	does_walk	-	-
12.1	किम्	14	किम्	किम्{नपुं;1;एक}/किम्{नपुं;2;एक}	किम्{नपुं;2;एक}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	N2	कैसे	how	-	-
12.1.1	(स्थित-	13		(स्थित)	(स्थित)	बहुव्रीहिः,12.1.2	बहुव्रीहिः,12.1.2	CP	(स्थिरबुद्धि_पुरुष)	the_man_of_stable_mind	<स्थित-धीः>Bs6	-
12.1.2	धीः)	-	-	धी{स्त्री;1;एक}/धी{स्त्री;8;एक}	(धी{पुं;1;एक})	कर्ता,11.1	कर्ता,11.1	N1				-
