index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	वृष्णीनाम्	2	वृष्णीनां	वृष्णि{पुं}{6;बहु}	वृष्णि{पुं}{6;बहु}	निर्धारणम्,2.1	निर्धारणम्,2.1	N6	वृष्णिवंशियों_में	of_the_descendants_of_Vrsni	-	-
2.1	वासुदेवः	3	वासुदेवोऽस्मि	वासुदेव{पुं}{1;एक}	वासुदेव{पुं}{1;एक}	सुप्_समुच्चितः,5.1	सुप्_समुच्चितः,5.1	N1	वासुदेव	Krsna_in_Dvaraka	-	-
3.1	अस्मि	7	0	अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अभिहितकर्ता,5.2.1;अकर्मकः.1	अभिहितकर्ता,5.2.1;अकर्मकः.1	KP	हूँ	am	-	-
4.1	पाण्डवानाम्	5	पाण्डवानां	पाण्डव{पुं}{6;बहु}/पाण्डव{नपुं}{6;बहु}	पाण्डव{पुं}{6;बहु}	निर्धारणम्,5.1	निर्धारणम्,5.1	N6	पाण्डवों_में	of_the_Pandavas	-	-
5.1	धनञ्जयः	6	धनञ्जयः	धनञ्जय{पुं}{1;एक}	धनञ्जय{पुं}{1;एक}	कर्तृसमानाधिकरणम्,3.1	कर्तृसमानाधिकरणम्,3.1	N1	धनंजय	Arjuna	-	-
5.1.1	(च)	11	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,5.1	समुच्चय_द्योतकः,5.1	NA	(और)	and	-	-
5.2.1	(अहम्)	8	(0)	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,3.1	कर्ता,3.1	N1	मैं	I	-	-
6.1	मुनीनाम्	9	मुनीनामप्यहं	मुनि{पुं}{6;बहु}	मुनि{पुं}{6;बहु}	निर्धारणम्,9.1	निर्धारणम्,9.1	N6	मुनियों_में	of_the_sages	-	-
7.1	अपि	15	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	भी	also	-	-
8.1	अहम्	8	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,12.2.1	कर्ता,12.2.1	N1	मैं	I	-	-
9.1	व्यासः	10	व्यासः	व्यास{पुं}{1;एक}	व्यास{पुं}{1;एक}	सुप्_समुच्चितः,12.1	सुप्_समुच्चितः,12.1	N1	वेदव्यास	Vyasa	-	-
10.1	कवीनाम्	12	कवीनामुशना	कवि{पुं}{6;बहु}	कवि{पुं}{6;बहु}	निर्धारणम्,11.1	निर्धारणम्,11.1	N6	कवियों_में	of_all_great_thinkers	-	-
11.1	उशना	14	0	उशना{स्त्री}{1;एक}	उशना{स्त्री}{1;एक}	कर्तृसमानाधिकरणम्,12.2.1	कर्तृसमानाधिकरणम्,12.2.1	N1	शुक्रचार्य	Usana	-	-
12.1	कविः	13	कविः	कवि{पुं}{1;एक}	कवि{पुं}{1;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N1	कवि	the_thinker	-	-
12.1.1	(च)	11	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1	NA	(और)	and	-	-
12.2.1	(अस्मि)	16	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहितकर्ता,8.1;अकर्मकः.1	अभिहितकर्ता,8.1;अकर्मकः.1	KP	(हूँ)	am	-	-
