index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	तस्मात्	1	तस्मादसक्तः	तद्{सर्वनाम;पुं;5;एक}/तद्{सर्वनाम;नपुं;5;एक}	तद्{सर्वनाम;नपुं;5;एक}	हेतुः,6.1	हेतुः,6.1	N5	इसलिये	therefore	-	-
2.1	अ-	2	0।0	अ	अ	नञ्-तत्पुरुषः,2.2	नञ्-तत्पुरुषः,2.2	CP	आसक्ति_से_रहित_होकर	without_attachment	<न-सक्तः>Tn	-
2.2	सक्तः	-	-	सक्त{पुं;1;एक}	सक्त{पुं;1;एक}	विशेषणम्,2.1.1	विशेषणम्,2.1.1	N1				-
2.1.1	(त्वम्)	3	(0।0)	युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,6.1	कर्ता,6.1	N1	(तुम)	you	-	-
3.1	सततम्	4	सततं	सततम्{अव्य}/सतत{पुं;2;एक}/सतत{नपुं;1;एक}/सतत{नपुं;2;एक}	सतत{नपुं;2;एक}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	N2	निरन्तर	constantly	-	-
4.1	कार्यम्	5	कार्यं	कार्य{पुं;2;एक}/कार्य{नपुं;1;एक}/कार्य{नपुं;2;एक}	कार्य{नपुं;2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	कर्तव्य	as_duty	-	-
5.1	कर्म	6	कर्म	कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक}	कर्मन्{नपुं;2;एक}	कर्म,6.1	कर्म,6.1	N2	कर्म_को	work	-	-
6.1	समाचर	7	समाचर	सम्_आङ्_चर्1{कर्तरि;लोट्;म;एक;परस्मैपदी;सम्_आङ्_चर1;भ्वादिः}	सम्_आङ्_चर्1{कर्तरि;लोट्;म;एक;परस्मैपदी;सम्_आङ्_चर1;भ्वादिः}	अभिहित_कर्ता,2.1.1;सकर्मकः.1	अभिहित_कर्ता,2.1.1;सकर्मकः.1	KP	भलीभाँति_करता_रह	perform	-	-
7.1	अ-	9	असक्तो	अ	अ	नञ्-तत्पुरुषः,7.2	नञ्-तत्पुरुषः,7.2	CP	आसक्ति_से_रहित_होकर	nonattached	<न-सक्तः>Tn	-
7.2	सक्तः	-	-	सक्त{पुं;1;एक}	सक्त{पुं;1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1				-
8.1	हि	8	ह्याचरन्कर्म	हि{अव्य}	हि{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	क्योंकि	certainly	-	-
9.1	आचरन्	11	0।0	आङ्_चर्1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;चरँ;:भ्वादिः}/आचरत्{पुं;1;एक;चर्1;शतृ_लट्;चरँ;भ्वादिः}	आचरत्{पुं;1;एक;चर्1;शतृ_लट्;चरँ;भ्वादिः}	वर्तमानसमानकालः,12.1	वर्तमानसमानकालः,12.1	N1	करता_हुआ	performing	-	-
10.1	कर्म	10	0।0	कर्मन्{नपुं;1;एक}/कर्मन्{नपुं;2;एक}	कर्मन्{नपुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	कर्म	work	-	-
11.1	परम्	13	परमाप्नोति	परम्{अव्य}/पर{पुं;2;एक}/पर{नपुं;1;एक}/पर{नपुं;2;एक}/पर{सर्वनाम;पुं;2;एक}/पर{सर्वनाम;नपुं;1;एक}/पर{सर्वनाम;नपुं;2;एक}	पर{सर्वनाम;नपुं;2;एक}	कर्म,12.1	कर्म,12.1	N2	परमात्मा_को	the_Supreme	-	-
12.1	आप्नोति	14	0।0	आप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;आपॢँ;स्वादिः}	आप्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;आपॢँ;स्वादिः}	अभिहित_कर्ता,13.1;सकर्मकः.1	अभिहित_कर्ता,13.1;सकर्मकः.1	KP	प्राप्त_हो_जाता_है	achieves	-	-
13.1	पूरुषः	12	पूरुषः	पूरुष{पुं;1;एक}	पूरुष{पुं;1;एक}	कर्ता,12.1	कर्ता,12.1	N1	मनुष्य	a_man	-	-
