index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	न	12	न	न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,3.1	NA	न	not	-	-
2.1	तत्	5	तद्भासयते	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{2;एक}	प्रयोज्यकर्ता,3.1	प्रयोज्यकर्ता,3.1	N2	उसको_(स्वयं_प्रकाश_परमपद_को)	that	-	-
3.1	भासयते	14	-	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ;भ्वादिः}	भास्1_णिच्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भासृँ_णिच्;भ्वादिः}	अभिहित_कर्ता,4.1;सकर्मकः.1	अभिहित_कर्ता,4.1;सकर्मकः.1	KP	प्रकाशित_कर_सकता_है	illuminates	-	-
4.1	सूर्यः	13	सूर्यो	सूरी{स्त्री}{1;बहु}/सूर्य{पुं}{1;एक}	सूर्य{पुं}{1;एक}	कर्ता,3.1	कर्ता,3.1	N1	सूर्य	the_sun	-	-
5.1	न	15	न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	न	nor	-	-
6.1	शशाङ्कः	16	शशाङ्को	शशाङ्क{पुं}{1;एक}	शशाङ्क{पुं}{1;एक}	समुच्चितः,4.1	समुच्चितः,4.1	N1	चन्द्रमा	the_moon	-	-
7.1	न	18	न	न{अव्य}	न{अव्य}	प्रतिषेधः,8.1	प्रतिषेधः,8.1	NA	न	nor	-	-
8.1	पावकः	19	पावकः	पावक{पुं}{1;एक}	पावक{पुं}{1;एक}	समुच्चितः,4.1	समुच्चितः,4.1	N1	अग्नि	fire_electricity	-	-
9.1	यत्	1	यद्गत्वा	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{2;एक}	कर्म,10.1;नित्यसम्बन्धः,13.1	कर्म,10.1;नित्यसम्बन्धः,13.1	N2	जिसको_(परमपद_को)	where	-	-
10.1	गत्वा	2	-	गम्1{क्त्वा;गमॢँ;भ्वादिः}	गम्1{कृत्_प्रत्ययः:क्त्वा;गमॢँ;भ्वादिः}	पूर्वकालः,12.1	पूर्वकालः,12.1	NA	प्राप्त_होकर	going	-	-
11.1	न	3	न	न{अव्य}	न{अव्य}	प्रतिषेधः,12.1	प्रतिषेधः,12.1	NA	नहीं	never	-	-
12.1	निवर्तन्ते	4	निवर्तन्ते	नि_वृत्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;नि_वृतुँ;भ्वादिः}	नि_वृत्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;नि_वृतुँ;भ्वादिः}	-	-	KP	लौटकर_आते	comes_back	-	-
13.1	तत्	10	तद्धाम	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N1	उस	that	-	-
14.1	धाम	8	-	धामन्{नपुं}{1;एक}/धामन्{नपुं}{2;एक}	धामन्{नपुं}{1;एक}	कर्ता,16.1.1	कर्ता,16.1.1	N1	धाम	abode	-	-
15.1	परमम्	7	परमं	परमम्{अव्य}/परम{पुं}{2;एक}/परम{नपुं}{1;एक}/परम{नपुं}{2;एक}	परम{नपुं}{1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N1	परम	supreme	-	-
16.1	मम	6	मम	अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,14.1	षष्ठीसम्बन्धः,14.1	N6	मेरा	my	-	-
16.1.1	(अस्ति)	9	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,4.1;सकर्मकः.1	अभिहित_कर्ता,4.1;सकर्मकः.1	KP	(है)	is	-	-
17.1	(च)		(च)	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	समुच्चय_द्योतकः,4.1	NA				
