index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	तपामि	2	तपाम्यहमहं	तप्1{कर्तरि;लट्;उ;एक;परस्मैपदी;तपँ;भ्वादिः}/तप्3{कर्तरि;लट्;उ;एक;परस्मैपदी;तपँ;चुरादिः}	तप्1{कर्तरि;लट्;उ;एक;परस्मैपदी;तपँ;भ्वादिः}	अभिहितकर्ता,2.1;अकर्मकः.1	अभिहितकर्ता,2.1;अकर्मकः.1	KP	सूर्यरूप_से_तपता_हूँ	give_heat	-	-
2.1	अहम्	1	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,1.1	कर्ता,1.1	N1	मैं	I	-	-
3.1	अहम्	3	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,5.1	कर्ता,5.1	N1	मैं	I	-	-
4.1	वर्षम्	4	वर्षं	वर्ष{पुं}{2;एक}	वर्ष{पुं}{2;एक}	कर्म,5.1	कर्म,5.1	N2	वर्षा_का	rain	-	-
5.1	निगृह्णामि	5	निगृह्णाम्युत्सृजामि	नि_ग्रह्1{कर्तरि;लट्;उ;एक;उभयपदी;ग्रहँ;क्र्यादिः}	नि_ग्रह्1{कर्तरि;लट्;उ;एक;परस्मैपदी;नि_ग्रहँ;क्र्यादिः}	अभिहितकर्ता,3.1;सकर्मकः.1	अभिहितकर्ता,3.1;सकर्मकः.1	KP	आकर्षण_करता_हूँ	withhold	-	-
6.1	उत्सृजामि	6	0	उत्सृजामि	उत्_सृज्2{कर्तरि;लट्;उ;एक;परस्मैपदी;उत्_सृजँ;तुदादिः}	समुच्चितः,5.1	समुच्चितः,5.1	KP	बरसाता_हूँ	send_forth	-	-
7.1	च	7	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.1	समुच्चय_द्योतकः,5.1	NA	और	and	-	-
8.1	अमृतम्	10	अमृतं	अ-मृत{पुं}{2;एक}/मृत{नपुं}{1;एक}/मृत{नपुं}{2;एक}	अमृत{नपुं}{1;एक}	समुच्चितः,11.1	समुच्चितः,11.1	N1	अमृत	immortality	-	-
9.1	च	11	चैव	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	समुच्चय_द्योतकः,11.1	NA	और	and	-	-
10.1	एव	12	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	ही	certainly	-	-
11.1	मृत्युः	13	मृत्युश्च	मृत्यु{पुं}{1;एक}	मृत्यु{पुं}{1;एक}	कर्तृसमानाधिकरणम्,19.1	कर्तृसमानाधिकरणम्,19.1	N1	मृत्यु	death	-	-
12.1	च	14	0	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.1	समुच्चय_द्योतकः,11.1	NA	और	and	-	-
13.1	सत्	15	सदसच्चाहमर्जुन	सत्{पुं}{1;एक}/सत्{पुं}{8;एक}/सत्{स्त्री}{1;एक}/सत्{स्त्री}{8;एक}/सत्{नपुं}{1;एक}/सत्{नपुं}{2;एक}/सत्{नपुं}{8;एक}	सत्{नपुं}{1;एक}	समुच्चितः,14.1	समुच्चितः,14.1	N1	सत्	being	-	-
14.1	अ-	16	0	अ	असत्{नपुं}{1;एक}	नञ्_तत्पुरुषः,14.2	नञ्_तत्पुरुषः,14.2	CP	असत्	nonbeing	<न-सत्>Tn	-
14.2	सत्	-	-	सत्{पुं}{1;एक}/सत्{पुं}{8;एक}/सत्{स्त्री}{1;एक}/सत्{स्त्री}{8;एक}/सत्{नपुं}{1;एक}/सत्{नपुं}{2;एक}/सत्{नपुं}{8;एक}		कर्तृसमानाधिकरणम्,16.1	कर्तृसमानाधिकरणम्,16.1	N1				-
15.1	च	17	0	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,14.1	समुच्चय_द्योतकः,14.1	NA	भी	and	-	-
16.1	अहम्	9	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,20.1	कर्ता,20.1	N1	मैं	I	-	-
17.1	अर्जुन	8	0	अर्जुन{पुं}{8;एक}	अर्जुन{पुं}{8;एक}	सम्बोध्यः,20.1	सम्बोध्यः,20.1	N8	हे_अर्जुन	O_Arjuna	-	-
18.1	(अस्मि)	18	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहितकर्ता,16.1;अकर्मकः.1	अभिहितकर्ता,16.1;अकर्मकः.1	KP	(हूँ)	am	-	-
19.1	(अहम्)			अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,18.1	कर्ता,18.1	N1				
20.1	(अस्मि)			(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})			KP				
