index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	समम्	6	समं	समम्{अव्य}/सम{पुं;2;एक}/सम{नपुं;1;एक}/सम{नपुं;2;एक}/सम{पुं;2;एक}	समम्{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	NA	समान्	equally	-	-
2.1	पश्यन्	7	पश्यन्हि	पश्यत्{पुं;1;एक}/पश्यत्{पुं;8;एक}	दृश्1{कृत्_प्रत्ययः:शतृ;दृशिँर्;भ्वादिः;पुं;1;एक}	वर्तमानसमानकालः,8.1	वर्तमानसमानकालः,8.1	N1	देखता_हुआ	seeing	-	-
3.1	हि	1		हि{अव्य}	हि{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	क्योंकि	certainly	-	-
4.1	सर्वत्र	3	सर्वत्र	सर्वत्र{अव्य}	सर्वत्र{अव्य}	अधिकरणम्,2.1	अधिकरणम्,2.1	NA	सबमें	everywhere	-	-
5.1	समवस्थितम्	4	समवस्थितमीश्वरम्	समवस्थितम्	सम्_अव_स्था1{कृत्_प्रत्ययः:क्त;सम्_अव_ष्ठा;भ्वादिः;नपुं;2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	समभाव_से_स्थित	equally_situated	-	-
6.1	ईश्वरम्	5		ईश्वर{पुं;2;एक}	ईश्वर{पुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	परमेश्वर_को	Supersoul	-	-
7.1	न	10	न	न{अव्य}	न{अव्य}	प्रतिषेधः,8.1	प्रतिषेधः,8.1	NA	नहीं	does_not	-	-
8.1	हिनस्ति	11	हिनस्तयात्मनात्मानं	हिंस्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हिसिँ;रुधादिः}	हिंस्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;हिसिँ;रुधादिः}	अभिहित_कर्ता,10.1.1;सकर्मकः.1	अभिहित_कर्ता,10.1.1;सकर्मकः.1	KP	नष्ट_करता	degrade	-	-
9.1	आत्मना	8		आत्मन्{पुं;3;एक}	आत्मन्{पुं;3;एक}	करणम्,8.1	करणम्,8.1	N3	अपने_द्वारा	by_the_mind	-	-
10.1	आत्मानम्	9		आत्मन्{पुं;2;एक}	आत्मन्{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2	अपनेको	the_soul	-	-
10.1.1	(यः)	2		(यद्{पुं;1;एक})	(यद्{पुं;1;एक})	कर्ता,8.1;नित्यसम्बन्धः,14.1.1	कर्ता,8.1;नित्यसम्बन्धः,14.1.1	N1	(जो)	one_who	-	-
11.1	ततः	13	ततो	ततः{अव्य}	ततः{अव्य}	हेतुः,12.1	हेतुः,12.1	NA	इससे	then	-	-
12.1	याति	16	याति	यात्{पुं;7;एक}/यात्{नपुं;7;एक}/या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;या;अदादिः}	अभिहित_कर्ता,14.1.1;सकर्मकः.1	अभिहित_कर्ता,14.1.1;सकर्मकः.1	KP	प्राप्त_होता_है	reaches	-	-
13.1	पराम्	14	परां	परा{स्त्री;2;एक}/परा{स्त्री;2;एक}	परा{स्त्री;2;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N2	परम	the_transcendental	-	-
14.1	गतिम्	15	गतिम्	गति{स्त्री;2;एक}	गति{स्त्री;2;एक}	कर्म,12.1	कर्म,12.1	N2	गति_को	destination	-	-
14.1.1	(सः)	12		(तद्{पुं;1;एक})	(तद्{पुं;1;एक})	कर्ता,12.1	कर्ता,12.1	N1	(वह)	he	-	-
