index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	समः	3	समोऽहं	सम{पुं}{1;एक}/सम{पुं}{1;एक}	सम{पुं}{1;एक}	कर्तृसमानाधिकरणम्,3.1.1	कर्तृसमानाधिकरणम्,3.1.1	N1	समभाव_से_व्यापक	equally_disposed	-	-
2.1	अहम्	1	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,3.1.1	कर्ता,3.1.1	N1	मैं	I	-	-
3.1	सर्व-	2	सर्वभूतेषु	सर्व	सर्व	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	सब_भूतों_में	to_all_living_entities	<सर्व-भूतेषु>K1	-
3.2	भूतेषु	-	-	भूत{पुं}{7;बहु}/भूत{नपुं}{7;बहु}	भूत{नपुं}{7;बहु}	अधिकरणम्,3.1.1	अधिकरणम्,3.1.1	N7				-
3.1.1	(अस्मि)	4	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,2.1;अकर्मकः.1	अभिहित_कर्ता,2.1;अकर्मकः.1	KP	(हूँ)	am	-	-
4.1	न	5	न	न{अव्य}	न{अव्य}	प्रतिषेधः,7.1	प्रतिषेधः,7.1	NA	न	no_one	-	-
5.1	मे	6	मे	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	मेरा	mine	-	-
6.1	द्वेष्यः	7	द्वेष्योऽस्ति	द्वेष्य{पुं}{1;एक}	द्वेष्य{पुं}{1;एक}	कर्ता,7.1	कर्ता,7.1	N1	अप्रिय	hateful	-	-
7.1	अस्ति	8	0	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,6.1;अकर्मकः.1	अभिहित_कर्ता,6.1;अकर्मकः.1	KP	है	is	-	-
8.1	न	9	न	न{अव्य}	न{अव्य}	प्रतिषेधः,9.1.1	प्रतिषेधः,9.1.1	NA	न	nor	-	-
9.1	प्रियः	10	प्रियः	प्री{नपुं}{5;एक}/प्री{नपुं}{6;एक}/प्रिय{पुं}{1;एक}	प्रिय{पुं}{1;एक}	कर्ता,9.1.1	कर्ता,9.1.1	N1	प्रिय	dear	-	-
9.1.1	(अस्ति)	11	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,9.1;अकर्मकः.1	अभिहित_कर्ता,9.1;अकर्मकः.1	KP	(है)	is	-	-
10.1	ये	13	ये	यद्{पुं}{1;बहु}/यद्{स्त्री}{1;द्वि}/यद्{स्त्री}{2;द्वि}/यद्{नपुं}{1;द्वि}/यद्{नपुं}{2;द्वि}	यद्{पुं}{1;बहु}	कर्ता,11.1;नित्यसम्बन्ध,16.1	कर्ता,11.1;नित्यसम्बन्ध,16.1	N1	जो_भक्त	those	-	-
11.1	भजन्ति	16	भजन्ति	भज्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भजँ;भ्वादिः}	भज्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भजँ;भ्वादिः}	अभिहित_कर्ता,10.1;सकर्मकः.1	अभिहित_कर्ता,10.1;सकर्मकः.1	KP	भजते_हैं	render_transcendental_service	-	-
12.1	तु	12	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	परंतु	yet	-	-
13.1	माम्	14	मां	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,11.1	कर्म,11.1	N2	मुझको	unto_Me	-	-
14.1	भक्त्या	15	भक्त्या	भक्ति{स्त्री}{3;एक}	भक्ति{स्त्री}{3;एक}	करणम्,11.1	करणम्,11.1	N3	प्रेम_से	in_devotion	-	-
15.1	मयि	18	मयि	अस्मद्{7;एक}	अस्मद्{7;एक}	अधिकरणम्,16.1.1	अधिकरणम्,16.1.1	N7	मुझमें	unto_Me	-	-
16.1	ते	17	ते	तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	तद्{पुं}{1;बहु}	कर्ता,16.1.1	कर्ता,16.1.1	N1	वे	such_persons	-	-
16.1.1	(सन्ति)	19	(0)	(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/सत्{नपुं}{8;बहु}/सन्ती{स्त्री}{8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,16.1;अकर्मकः.1	अभिहित_कर्ता,16.1;अकर्मकः.1	KP	(हैं)	are	-	-
17.1	तेषु	23	तेषु	तद्{पुं}{7;बहु}/तद्{नपुं}{7;बहु}	तद्{पुं}{7;बहु}	अधिकरणम्,20.1.1	अधिकरणम्,20.1.1	N7	उनमें	in_them	-	-
18.1	च	20	चाप्यहम्	च{अव्य}	च{अव्य}	सम्बन्धः,20.1	सम्बन्धः,20.1	NA	और	also	-	-
19.1	अपि	22	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,20.1	सम्बन्धः,20.1	NA	भी	certainly	-	-
20.1	अहम्	21	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,20.1.1	कर्ता,20.1.1	N1	मैं	I	-	-
20.1.1	(अस्मि)	24	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,20.1;अकर्मकः.1	अभिहित_कर्ता,20.1;अकर्मकः.1	KP	(हूँ)	am	-	-
