index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	इह	3	इहैकस्थं	इह{अव्य}	इह{अव्य}	देशाधिकरणम्,5.1	देशाधिकरणम्,5.1	NA	इस	in_this	-	-
2.1	एक-	6		एक	एक	उपपद-तत्पुरुषः,2.2	उपपद-तत्पुरुषः,2.2	CP	एक_जगह_स्थित	in_one	<एक-स्थं>U	-
2.2	स्थम्	-	-	स्थ{पुं;2;एक}/स्थ{नपुं;1;एक}/स्थ{नपुं;2;एक}	स्थ{नपुं;2;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N2				-
3.1	जगत्	9	जगत्कृत्स्नं	जगत्{पुं;1;एक}/जगत्{पुं;8;एक}/जगत्{नपुं;1;एक}/जगत्{नपुं;2;एक}/जगत्{नपुं;8;एक}	जगत्{नपुं;2;एक}	कर्म,5.1	कर्म,5.1	N2	जगत्_को	the_universe	-	-
4.1	कृत्स्नम्	8		कृत्स्न{नपुं;1;एक}/कृत्स्न{नपुं;2;एक}	कृत्स्न{नपुं;2;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N2	सम्पूर्ण	completely	-	-
5.1	पश्य	10	पश्याद्य	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता.15.3.1	अभिहित_कर्ता.15.3.1	KP	देख	see	-	-
6.1	अद्य	2		अद्य{अव्य}	अद्य{अव्य}	कालाधिकरणम्,5.1	कालाधिकरणम्,5.1	NA	अब	immediately	-	-
7.1	स-	7	सचराचरम्	स	स्	नञ्-तत्पुरुषः,7.2	नञ्-तत्पुरुषः,7.2	CP	चराचरसहित	with_moving_and_not_moving	<स-<चर-<न-चरम्>Tn>Di>BvS	-
7.2	चर-	-	-	चर	चर	इतरेतर-द्वन्द्वः,7.3	इतरेतर-द्वन्द्वः,7.3	CP				-
7.3	अ-	-	-	अ	अ	बहुव्रीहिः,7.4	बहुव्रीहिः,7.4	CP				-
7.4	चरम्	-	-	चर{पुं;2;एक}/चर{नपुं;1;एक}/चर{नपुं;2;एक}	चर{नपुं;2;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N2				-
8.1	मम	4	मम	अस्मद्{सर्व;अ;6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः}	अस्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	मेरे	my	-	-
9.1	देहे	5	देहे	देह{नपुं;1;द्वि}/देह{नपुं;2;द्वि}/दह्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;दहँ;:भ्वादिः}/दह्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;दहँ;:भ्वादिः}/देह{नपुं;8;द्वि}/देह{पुं;7;एक}/देह{नपुं;7;एक}	देह{नपुं;7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7	शरीर_में	in_this_body	-	-
10.1	गुडाकेश	1	गुडाकेश	गुडाकेश{पुं;8;एक}	गुडाकेश{पुं;8;एक}	सम्बोध्यः,5.1	सम्बोध्यः,5.1	N8	हे_अर्जुन	O_Arjuna	-	-
11.1	यत्	12	यच्चान्यद्द्रष्टुमिच्छसि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं;2;एक}	कर्म,14.1;नित्यसम्बन्धः,15.1.1	कर्म,14.1#नित्यसम्बन्धः,15.1.1	N2	जो	that	-	-
12.1	अन्यत्	11	अन्यत्_च	अन्यत्{अव्य}/अन्य{नपुं;1;एक}/अन्य{नपुं;2;एक}	अन्य{नपुं;2;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N2	और_भी	other_also	-	-
13.1	च	13		च{अव्य}	च{अव्य}	सम्बन्धः,12.1	सम्बन्धः,15.1#सम्बन्धः,12.1	NA	-	-	-	-
14.1	द्रष्टुम्	14	द्रष्टुमिच्छसि	दृश्1{अव्य;तुमुन्;दृशिँर्;:भ्वादिः}	दृश्1{अव्य;तुमुन्;दृशिँर्;:भ्वादिः}	तुमुन्कर्म,15.1	तुमुन्कर्म,15.1	NA	देखना_चाहता_हो	like_to_see	-	-
15.1	इच्छसि	15		इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;इषुँ;तुदादिः}	इष्2{कर्तरि;लट्;म;एक;परस्मैपदी;इषुँ;तुदादिः}	अभिहित_कर्ता,15.4.1	अभिहित_कर्ता,15.4.1	KP	-	-	-	-
15.1.1	(तत्)	16	(यच्चान्यद्द्रष्टुमिच्छसि)	तद्{नपुं;1;एक}/तद्{नपुं;2;एक}	तद्{नपुं;2;एक}	सम्बन्धः,5.1	सम्बन्धः,5.1	N2	जो	that	-	-
15.3.1	(त्वम्)			युष्मद्{सर्व;अ;1;एक}	युष्मद्{सर्व;अ;1;एक}	कर्ता,5.1	कर्ता,5.1	N1				
15.4.1	(त्वम्)			युष्मद्{सर्व;अ;1;एक}	युष्मद्{सर्व;अ;1;एक}	कर्ता,15.1	कर्ता,15.1	N1				
