index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	महत्-	6	महात्मानस्तु	महत्	महत्	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	महात्माजन	the_great_souls	<महत्-आत्मानः>Bs6	-
1.2	आत्मानः	-	-	आत्मन्{पुं}{1;बहु}/आत्मन्{पुं}{8;बहु}	आत्मन्{पुं}{1;बहु}	कर्ता,8.1	कर्ता,8.1	N1				-
2.1	तु	1	0	तु{अव्य}	तु{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	परंतु	but	-	-
3.1	माम्	7	मां	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,8.1	कर्म,8.1	N2	मुझको	unto_Me	-	-
4.1	पार्थ	2	पार्थ	पार्थ{पुं}{8;एक}	पार्थ{पुं}{8;एक}	सम्बोध्यः,8.1	सम्बोध्यः,8.1	N8	हे_कुन्तीपुत्र	O_son_of_Prtha	-	-
5.1	दैवीम्	3	दैवीं	दैवी{स्त्री}{2;एक}	दैवी{स्त्री}{2;एक}	विशेषणम्,6.1	विशेषणम्,6.1	N2	दैवी	divine	-	-
6.1	प्रकृतिम्	4	प्रकृतिमाश्रिताः	प्रकृति{स्त्री}{2;एक}	प्रकृति{स्त्री}{2;एक}	कर्म,7.1	कर्म,7.1	N2	प्रकृति_के	nature	-	-
7.1	आश्रिताः	5	0	आश्रित{पुं}{1;बहु}/आश्रित{पुं}{8;बहु}/आश्रिता{स्त्री}{1;बहु}/आश्रिता{स्त्री}{2;बहु}/आश्रिता{स्त्री}{8;बहु}/आश्रिता{स्त्री}{1;बहु}/आश्रिता{स्त्री}{2;बहु}/आश्रिता{स्त्री}{8;बहु}	आङ्_श्रि1{कृत्_प्रत्ययः:क्त;आङ्_श्रिञ्;भ्वादिः;पुं}{1;बहु}	विशेषणम्,1.1	विशेषणम्,1.1	N1	आश्रित	taken_shelter_of	-	-
8.1	भजन्ति	13	भजन्त्यनन्यमनसो	भज्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भजँ;भ्वादिः}	भज्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;भजँ;भ्वादिः}			KP	निरन्तर_भजते_हैं	render_service	-	-
9.1	अन्-	12	0	अनन्य	अनन्य	नञ्-तत्पुरुषः,9.2	नञ्-तत्पुरुषः,9.2	CP	अनन्य_मनसे_युक्त_(होकर)	without_deviation_of_the_mind	<<न-अन्य>Tn-मनसः>Bs6	-
9.2	अन्य-	-	-	मनस्{पुं}{1;बहु}/मनस्{पुं}{2;बहु}/मनस्{पुं}{5;एक}/मनस्{पुं}{6;एक}/मनस्{पुं}{8;बहु}/मनस्{नपुं}{5;एक}/मनस्{नपुं}{6;एक}	मनस्{पुं}{1;बहु}	बहुव्रीहिः,9.3	बहुव्रीहिः,9.3	CP				-
9.3	मनसः	-	-			विशेषणम्,1.1	विशेषणम्,1.1	N1				-
10.1	ज्ञात्वा	11	ज्ञात्वा	ज्ञा1{कृत्_प्रत्ययः:क्त्वा;ज्ञा;भ्वादिः}/ज्ञा2{कृत्_प्रत्ययः:क्त्वा;ज्ञा;क्र्यादिः}	ज्ञा2{कृत्_प्रत्ययः:क्त्वा;ज्ञा;क्र्यादिः}	पूर्वकालः,8.1	पूर्वकालः,8.1	NA	जानकर	knowing	-	-
11.1	भूत-	8	भूतादिमव्ययम्	भूत	भूत	षष्ठी-तत्पुरुषः,11.2	षष्ठी-तत्पुरुषः,11.2	CP	सब_भूतों_का_सनातन_कारण	the_original_creation	<भूत-आदिम्>T6	-
11.2	आदिम्	-	-	आदि{पुं}{2;एक}	आदि{पुं}{2;एक}	समुच्चितम्,12.1	समुच्चितम्,12.1	N2				-
12.1	अ-	10	0	अ	अव्यय{पुं}{2;एक}	बहुव्रीहिः ,12.2	बहुव्रीहिः ,12.2	CP	नाशरहित_अक्षरस्वरूप	inexhaustible	<न-व्ययम्>Bsmn	-
12.2	व्ययम्	-	-	व्यय{पुं}{2;एक}/व्यय{नपुं}{1;एक}/व्यय{नपुं}{2;एक}		कर्म,10.1	कर्म,10.1	N2				-
13.1	(च)	9	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1	NA	(और)	and	-	-
