index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	अमी	1	अमी	अदस्{पुं;1;बहु}	अदस्{पुं;1;बहु}	विशेषणम्,4.2	विशेषणम्,4.2	N1	वे	all_those	-	-
2.1	हि	3	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,4.2	सम्बन्धः,4.2	NA	तो	certainly	-	-
3.1	त्वाम्	4	त्वां	युष्मद्{सर्व;अ;2;एक}	युष्मद्{सर्व;अ;2;एक}	कर्म,5.1	कर्म,5.1	N2	आपमें	unto_You	-	-
4.1	सुर-	2	सुरसङ्घाः	सुर	सुर	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	देवताओं_के_समूह	groups_of_demigods	<सुर-सङ्घाः>T6	-
4.2	सङ्घाः	-	-	सङ्घ{पुं;1;बहु}/सङ्घ{पुं;8;बहु}	सङ्घ{पुं;1;बहु}	कर्ता,5.1	कर्ता,5.1	N1				-
5.1	विशन्ति	5	विशन्ति	विशत्{नपुं;1;बहु}/विशत्{नपुं;2;बहु}/विशत्{नपुं;8;बहु}/विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}	विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}	अभिहित_कर्ता,4.1;सकर्मकः.1	अभिहित_कर्ता,4.1;सकर्मकः.1	KP	प्रवेश_करते_हैं	entering	-	-
6.1	केचित्	6	केचिद्भीताः	केचित्{अव्य}/किञ्चित्{पुं;1;बहु}/किञ्चित्{स्त्री;1;द्वि}/किञ्चित्{स्त्री;2;द्वि}/किञ्चित्{नपुं;1;द्वि}/किञ्चित्{नपुं;2;द्वि}	किञ्चित्{पुं;1;बहु}	विशेषणम्,7.1	विशेषणम्,7.1	N1	कुछ	some_of_them	-	-
7.1	भीताः	7		भीत{पुं;1;बहु}/भीत{पुं;8;बहु}/भीता{स्त्री;1;बहु}/भीता{स्त्री;2;बहु}/भीता{स्त्री;8;बहु}/भीता{स्त्री;1;बहु}/भीता{स्त्री;2;बहु}/भीता{स्त्री;8;बहु}	भीत{पुं;1;बहु}	कर्ता,9.1	कर्ता,9.1	N1	भयभीत_होकर	out_of_fear	-	-
8.1	प्राञ्जलयः	8	प्राञ्जलयो	प्राञ्जलि{पुं;1;बहु}/प्राञ्जलि{पुं;8;बहु}	प्राञ्जलि{पुं;1;बहु}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1	N1	हाथ_जोड़े_(आपके_नाम_और_गुणों_का)	with_folded_hands	-	-
