index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	गाम्	3	गामाविश्य	गो{पुं}{2;एक}/गो{स्त्री}{2;एक}	गो{स्त्री}{2;एक}	कर्म,2.1	कर्म,2.1	N2	पृथ्वी_में	the_planets	-	-
2.1	आविश्य	4	0	आङ्_विश्1{ल्यप्;विशँ;तुदादिः}	आङ्_विश्1{कृत्_प्रत्ययः:ल्यप्;आङ्_विशँ;तुदादिः}	पूर्वकालः,5.1	पूर्वकालः,5.1	NA	प्रवेश_करके	entering	-	-
4.1	भूतानि	6	भूतानि	भूत{नपुं}{1;बहु}/भूत{नपुं}{2;बहु}	भूत{नपुं}{2;बहु}	कर्म,5.1	कर्म,5.1	N2	सब_भूतों_को	living_entities	-	-
5.1	धारयामि	7	धारयाम्यहमोजसा	धृ2_णिच्{कर्तरि;लट्;उ;एक;परस्मैपदी;धृङ्;भ्वादिः}/धृ3_णिच्{कर्तरि;लट्;उ;एक;परस्मैपदी;धृङ्;तुदादिः}	धृ1_णिच्{कर्तरि;लट्;उ;एक;परस्मैपदी;धृञ्_णिच्;भ्वादिः}	अभिहितकर्ता,6.1;सकर्मकः.1	अभिहितकर्ता,6.1;सकर्मकः.1	KP	धारण_करता_हूँ	sustaining	-	-
6.1	अहम्	2	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,5.1	कर्ता,5.1	N1	मैं	I	-	-
7.1	ओजसा	5	0	ओजस्{नपुं}{3;एक}	ओजस्{नपुं}{3;एक}	हेतुः,5.1	हेतुः,5.1	N3	अपनी_शक्ति_से	by_My_energy	-	-
8.1	पुष्णामि	14	पुष्णामि	पुष्3{कर्तरि;लट्;उ;एक;परस्मैपदी;पुषँ;क्र्यादिः}	पुष्3{कर्तरि;लट्;उ;एक;परस्मैपदी;पुषँ;क्र्यादिः}	-	-	KP	पुष्ट_करता_हूँ	nourish	-	-
9.1	च	8	चौषधीः	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	समुच्चय_द्योतकः,4.1	NA	और	and	-	-
10.1	ओषधीः	13	0	ओषधि{स्त्री}{2;बहु}/ओषधी{स्त्री}{1;एक}	ओषधी{स्त्री}{2;एक}	कर्म,8.1	कर्म,8.1	N2	ओषधियों_को_(अर्थात्_वनस्पतियों_को)	vegetables	-	-
11.1	सर्वाः	12	सर्वाः	सर्वा{स्त्री}{1;बहु}/सर्वा{स्त्री}{2;बहु}	सर्वा{स्त्री}{2;बहु}	विशेषणम्,10.1	विशेषणम्,10.1	N2	सम्पूर्ण	all	-	-
12.1	सोमः	10	सोमो	सोम{पुं}{1;एक}	सोम{पुं}{1;एक}	कर्ता,13.1	कर्ता,13.1	N1	चन्द्रमा	the_moon	-	-
13.1	भूत्वा	11	भूत्वा	अस्2{क्त्वा;असँ;अदादिः}	भू1{कृत्_प्रत्ययः:क्त्वा;भू;भ्वादिः}	पूर्वकालः,8.1	पूर्वकालः,8.1	NA	होकर	becoming	-	-
14.1	रस-	9	रसात्मकः	रसात्मक{पुं}{1;एक}	रसात्मक{पुं}{1;एक}	बहुव्रीहिः,14.2	बहुव्रीहिः,14.2	CP	रसस्वरूप_अर्थात्_अमृतमय	supplying_the_juice	<रस-आत्मकः>Bs6	-
14.2	आत्मकः	-	-			विशेषणम्,12.1	विशेषणम्,12.1	N1				-
15.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.1	समुच्चय_द्योतकः,10.1	NA				
16.1	(अहम्)		(अहम्)	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,8.1	कर्ता,8.1	N1				
