index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	मृत्युः	3	मृत्युः	मृत्यु{पुं}{1;एक}	मृत्यु{पुं}{1;एक}	कर्तृसमानाधिकरणम्,4.1	कर्तृसमानाधिकरणम्,4.1	N1	मृत्यु	death	-	-
2.1	सर्व-	2	सर्वहरश्चाहमुद्भवश्च	सर्व	सर्व	षष्ठी-तत्पुरुषः,2.2	षष्ठी-तत्पुरुषः,2.2	CP	सबका_नाश_करनेवाला	all-devouring	<सर्व-हरः>T6	-
2.2	हरः	-	-	हर{पुं}{1;एक}	हर{पुं}{1;एक}	विशेषणम्,1.1	विशेषणम्,1.1	N1				-
3.1	च	4	0	च{अव्य}	च{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	और	also	-	-
4.1	अहम्	1	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,17.1	कर्ता,17.1	N1	मैं	I	-	-
5.1	उद्भवः	6	0	उद्भव{पुं}{1;एक}	उद्भव{पुं}{1;एक}	समुच्चितः,3.1	समुच्चितः,3.1	N1	उत्पत्ति-हेतु_हूँ	generation	-	-
6.1	च	14	0	च{अव्य}	च{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	तथा	also	-	-
7.1	भविष्यताम्	5	भविष्यताम्	भविष्यत्{पुं}{6;बहु}/भविष्यत्{नपुं}{6;बहु}/भविष्यता{स्त्री}{2;एक}	भविष्यत्{पुं}{6;बहु}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	उत्पन्न_होनेवालों_का	of_the_future	-	-
8.1	कीर्तिः	8	कीर्तिः	कीर्ति{स्त्री}{1;एक}	कीर्ति{स्त्री}{1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	कीर्ति	fame	-	-
9.1	श्रीः	9	श्रीर्वाक्च	श्री{स्त्री}{1;एक}/श्री{स्त्री}{8;एक}	श्री{स्त्री}{1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	श्री	beautiful	-	-
10.1	वाक्	10	0	वाच्{स्त्री}{1;एक}/वाच्{स्त्री}{8;एक}	वाच्{स्त्री}{1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	वाक्	speech	-	-
11.1	च	16	0	च{अव्य}	च{अव्य}	सम्बन्धः,16.1	सम्बन्धः,16.1	NA	और	also	-	-
12.1	नारीणाम्	7	नारीणां	नारी{स्त्री}{6;बहु}	नारी{स्त्री}{6;बहु}	षष्ठीसम्बन्धः,18.1	षष्ठीसम्बन्धः,18.1	N6	स्त्रियों_में	of_women	-	-
13.1	स्मृतिः	11	स्मृतिर्मेधा	स्मृति{स्त्री}{1;एक}	स्मृति{स्त्री}{1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	स्मृति	memory	-	-
14.1	मेधा	12	0	मेधा{स्त्री}{1;एक}	मेधा{स्त्री}{1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	मेधा	intelligence	-	-
15.1	धृतिः	13	धृतिः	धृति{स्त्री}{1;एक}	धृति{स्त्री}{1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	धृति	faithfulness	-	-
16.1	क्षमा	15	क्षमा	क्षमा{अव्य}/क्षमा{स्त्री}{1;एक}	क्षमा{स्त्री}{1;एक}	समुच्चितः,12.1	समुच्चितः,12.1	N1	क्षमा	patience	-	-
17.1	(अस्मि)	17	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहिताकर्ता,18.1	अभिहिताकर्ता,18.1	KP	(हूँ)	am	-	-
18.1	(अहम्)	-	(-)	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,17.1	कर्ता,17.1	NA	-	-	-	-
